Updated best error: 2291.7585646532702. was found in iteration 0, time 0.4787290056447091
Epochs 0, rate 2291.7585646532702, time 0.48603333991923137
Updated best error: 1870.4133969948552. was found in iteration 1, time 0.47762894971310743
Epochs 1, rate 1870.4133969948552, time 0.4848099218979769
Updated best error: 1837.9325510675403. was found in iteration 2, time 0.4767790189216612
Epochs 2, rate 1837.9325510675403, time 0.48552968868170865
Updated best error: 1828.4172956500727. was found in iteration 3, time 0.50499709217911
Epochs 3, rate 1828.4172956500727, time 0.5124544696518569
Epochs 4, rate 1887.0816429554104, time 0.4838561072429002
Epochs 5, rate 1832.4880122167178, time 0.48197104793507606
Epochs 6, rate 1840.198573144495, time 0.4827761478954926
Epochs 7, rate 1837.671851390863, time 0.48153634342816076
Epochs 8, rate 1838.89025685388, time 0.48088243159872945
Epochs 9, rate 1838.815738989589, time 0.4776462636909855
Epochs 10, rate 1838.8522939824868, time 0.47893120816661394
Epochs 11, rate 1838.8698377464727, time 0.4783060499066778
Epochs 12, rate 1838.8765359126824, time 0.4794577385910088
Epochs 13, rate 1838.8788164547932, time 0.4780290262642666
Epochs 14, rate 1838.879432616305, time 0.47863501547908527
Epochs 15, rate 1838.8794307023986, time 0.4786665516512585
Epochs 16, rate 1838.8791938458317, time 0.4799576796940528
Epochs 17, rate 1838.8788601243996, time 0.47919184536658577
Epochs 18, rate 1838.8784784593736, time 0.4869015122203564
Epochs 19, rate 1838.8780654308478, time 0.47821638823734247
Epochs 20, rate 1838.8776258189816, time 0.4966236197906255
Epochs 21, rate 1838.8771600007892, time 0.4874101103123394
Epochs 22, rate 1838.8766665968715, time 0.4892797107095248
Epochs 23, rate 1838.87614339987, time 0.4792236907160259
Epochs 24, rate 1838.8755876774392, time 0.48499944811555906
Epochs 25, rate 1838.8749962427885, time 0.47907435765955597
Epochs 26, rate 1838.8743654329796, time 0.4803976402290573
Epochs 27, rate 1838.8736910428506, time 0.4794447531057813
Epochs 28, rate 1838.8729682301282, time 0.4840382131842489
Epochs 29, rate 1838.8721913920547, time 0.4790035558580712
Epochs 30, rate 1838.8713540095875, time 0.4950103280971234
Epochs 31, rate 1838.870448450426, time 0.4814154547639191
Epochs 32, rate 1838.8694657179665, time 0.48681185055102105
Epochs 33, rate 1838.8683951283485, time 0.482804283106816
Epochs 34, rate 1838.8672238903137, time 0.482734099659865
Epochs 35, rate 1838.8659365514343, time 0.48641641166977934
Epochs 36, rate 1838.8645142584953, time 0.48257610961809405
Epochs 37, rate 1838.862933753423, time 0.48743793635003385
Epochs 38, rate 1838.8611659874489, time 0.4807198038797651
Epochs 39, rate 1838.859174169904, time 0.4809380836704804
Epochs 40, rate 1838.856910961227, time 0.48627604478315334
Epochs 41, rate 1838.8543143318482, time 0.49229048773122486
Epochs 42, rate 1838.8513012758274, time 0.4809980642348819
Epochs 43, rate 1838.8477579442854, time 0.4816720726485073
Epochs 44, rate 1838.8435235394734, time 0.47921317865984747
Epochs 45, rate 1838.8383627627443, time 0.4890147450132645
Epochs 46, rate 1838.8319159136872, time 0.4803116886978387
Epochs 47, rate 1838.8236018548846, time 0.48995371911951224
Epochs 48, rate 1838.8124112888752, time 0.48047524394860375
Epochs 49, rate 1838.7964090816872, time 0.4833147362660384
Epochs 50, rate 1838.7713078127429, time 0.4846367821228341
Epochs 51, rate 1838.7250750116036, time 0.4816618697695958
Epochs 52, rate 1838.6024684293716, time 0.48169155087452964
Epochs 53, rate 1837.621327452767, time 0.48167516442845226
Epochs 54, rate 1831.8742205904596, time 0.4812593197893875
Updated best error: 1811.453571880513. was found in iteration 55, time 0.48188849736834527
Epochs 55, rate 1811.453571880513, time 0.49042583418486174
Updated best error: 1792.5124237897576. was found in iteration 56, time 0.4837853054414154
Epochs 56, rate 1792.5124237897576, time 0.49355502644903027
Updated best error: 1772.4154529922216. was found in iteration 57, time 0.49827339450712316
Epochs 57, rate 1772.4154529922216, time 0.5082499557101983
Updated best error: 1691.6647759679793. was found in iteration 58, time 0.48340748971895664
Epochs 58, rate 1691.6647759679793, time 0.4948282221557747
Updated best error: 1629.4762764734567. was found in iteration 59, time 0.4835333252303826
Epochs 59, rate 1629.4762764734567, time 0.4906203072532662
Epochs 60, rate 1660.7411480310054, time 0.5164379211964842
Epochs 61, rate 1938.4126750299863, time 0.5015846927126404
Epochs 62, rate 1882.6168506620343, time 0.483274852282193
Epochs 63, rate 1841.2419626920987, time 0.48311315209866734
Epochs 64, rate 1838.28862702909, time 0.4836557597882347
Epochs 65, rate 1838.4912655136682, time 0.4847171684486966
Epochs 66, rate 1838.7113013946816, time 0.4823182550208003
Epochs 67, rate 1838.8069968928066, time 0.4819725938286865
Epochs 68, rate 1838.8419768857962, time 0.48372223309706897
Epochs 69, rate 1838.852922105409, time 0.481281271440821
Epochs 70, rate 1838.8546036217133, time 0.4815663337139995
Epochs 71, rate 1838.8523808308155, time 0.4823708153126063
Epochs 72, rate 1838.847969476406, time 0.48287044723838335
Epochs 73, rate 1838.841604965937, time 0.48957868599609355
Epochs 74, rate 1838.8326925085898, time 0.4877375299947744
Epochs 75, rate 1838.819692448529, time 0.48494101344476803
Epochs 76, rate 1838.7990930812437, time 0.48575075107146404
Epochs 77, rate 1838.7615494203899, time 0.4846374004773679
Epochs 78, rate 1838.6725102105443, time 0.4818275892685051
Epochs 79, rate 1838.2658882300786, time 0.48969091767503414
Epochs 80, rate 1748.958353940498, time 0.4836452477320563
Epochs 81, rate 1734.3941537008695, time 0.4840168798909872
Epochs 82, rate 1721.3951271048668, time 0.4907108964616782
Epochs 83, rate 1832.5833695922365, time 0.48146708752028644
Epochs 84, rate 1815.7670735479562, time 0.4871089707739884
Epochs 85, rate 1811.973324951948, time 0.4848640280761174
Epochs 86, rate 1788.8666341941503, time 0.48573807476714137
Epochs 87, rate 1703.9624453891852, time 0.48361123813447193
Epochs 88, rate 1756.4433258950144, time 0.4832804174911871
Epochs 89, rate 1909.3438488779595, time 0.48206163714348804
Epochs 90, rate 1831.255353051287, time 0.4854901138714922
Epochs 91, rate 1825.0724359802186, time 0.4820066034262709
Epochs 92, rate 1823.6791268772931, time 0.4843801642418839
Epochs 93, rate 1821.906676230493, time 0.48397606837534113
Epochs 94, rate 1820.6469708183465, time 0.4880853554350324
Epochs 95, rate 1819.3889095996374, time 0.4855049544275971
Epochs 96, rate 1818.0245585385276, time 0.48881068742412026
Epochs 97, rate 1817.2718927466435, time 0.4830667753740272
Epochs 98, rate 1815.9779266251785, time 0.48314994430256775
Epochs 99, rate 1844.1027596792808, time 0.5009650996616983
