Updated best error: 15835.115434543395. was found in iteration 0, time 2.6102812253811862
Epochs 0, rate 15835.115434543395, time 2.6190680689760484
Updated best error: 15334.844495993646. was found in iteration 1, time 2.635164193692617
Epochs 1, rate 15334.844495993646, time 2.6438858007022645
Updated best error: 15307.930358522328. was found in iteration 2, time 2.62267401398276
Epochs 2, rate 15307.930358522328, time 2.6311996020085644
Epochs 3, rate 15384.858678384535, time 2.615365660371026
Epochs 4, rate 15633.415603530788, time 2.6326026525639463
Epochs 5, rate 15507.619137300819, time 2.655988889368018
Epochs 6, rate 15549.446814461939, time 2.6367821230669506
Epochs 7, rate 15611.60040560284, time 2.6263999200891703
Epochs 8, rate 15504.832490075969, time 2.6165445567457937
Epochs 9, rate 15550.84957762137, time 2.616342045046622
Epochs 10, rate 15523.46427794431, time 2.6353673237608746
Epochs 11, rate 15493.848689871344, time 2.6266243834688794
Epochs 12, rate 15563.018407686766, time 2.613339925010223
Epochs 13, rate 15482.322602826043, time 2.6177203613333404
Epochs 14, rate 15361.647441900877, time 2.6129701478930656
Epochs 15, rate 15584.674600928805, time 2.631346770824166
Epochs 16, rate 15475.351549641813, time 2.6344753447338007
Epochs 17, rate 15458.521460296399, time 2.631087061163271
Epochs 18, rate 15694.188492585134, time 2.6150475160684437
Epochs 19, rate 15561.599695800878, time 2.63002812594641
Epochs 20, rate 15430.821425133887, time 2.6166540058038663
Epochs 21, rate 15639.264358354298, time 2.6313424423569813
Epochs 22, rate 15586.423010515702, time 2.6319264798949007
Epochs 23, rate 15586.47346334248, time 2.6232679452514276
Epochs 24, rate 15564.020602882645, time 2.6100205881521106
Epochs 25, rate 15475.396108223475, time 2.6244610637950245
Epochs 26, rate 15521.221149346919, time 2.6493907180265523
Epochs 27, rate 15508.819339734138, time 2.6300002998905256
Epochs 28, rate 15522.667399496378, time 2.6195386381587014
Epochs 29, rate 15419.043810580588, time 2.6321982475346886
Epochs 30, rate 15601.671979723535, time 2.6802188734000083
Epochs 31, rate 15464.549446907846, time 3.21967294512433
Epochs 32, rate 15533.763644526836, time 2.619264706299873
Epochs 33, rate 15544.89955675567, time 2.6383406902023125
Epochs 34, rate 15426.512643772454, time 2.6357714196201414
Epochs 35, rate 15498.62758618614, time 2.62545259820763
Epochs 36, rate 15508.188443514875, time 2.647748054441763
Epochs 37, rate 15405.931983925004, time 2.6437392502848525
Epochs 38, rate 15569.522455163255, time 2.6204439118446317
Epochs 39, rate 15422.117648893927, time 2.6721385019191075
Epochs 40, rate 15517.010430622571, time 2.6494219450105447
Epochs 41, rate 15600.726854269034, time 2.6276619854033925
Epochs 42, rate 15582.646587343956, time 2.6277405166474637
Epochs 43, rate 15506.926461424504, time 2.625085603707703
Epochs 44, rate 15495.306511159239, time 2.643942689493997
Epochs 45, rate 15515.676416226435, time 2.6380095604108647
Epochs 46, rate 15571.561996566603, time 2.6349762133904733
Epochs 47, rate 15614.144262634163, time 2.628438331768848
Epochs 48, rate 15600.398548255516, time 2.6247269570303615
Epochs 49, rate 15671.770978239621, time 2.622167889319826
Epochs 50, rate 15482.46081217426, time 2.6179247280815616
Epochs 51, rate 15442.082455567868, time 2.633138149161823
Epochs 52, rate 15536.41438041159, time 2.629454909620108
Epochs 53, rate 15458.665465498285, time 2.619615932693705
Epochs 54, rate 15487.330221780801, time 2.616768401756417
Epochs 55, rate 15617.639767577492, time 2.614441526820883
Epochs 56, rate 15664.771699799288, time 2.627005600137636
Epochs 57, rate 15589.41068242342, time 2.630437168641947
Epochs 58, rate 15523.510025973777, time 2.625546588358702
Epochs 59, rate 15471.560689367194, time 2.619753516977653
Epochs 60, rate 15518.984164965608, time 2.644264234811999
Epochs 61, rate 15581.400608390655, time 2.6206924910948146
Epochs 62, rate 15506.532822552022, time 2.6194774208706804
Epochs 63, rate 15418.86659633779, time 2.6458057971321978
Epochs 64, rate 15551.899655686258, time 2.638692844164325
Epochs 65, rate 15449.956354750753, time 2.6521872346056625
Epochs 66, rate 15574.631017439897, time 2.6815925520204473
Epochs 67, rate 15520.838940560088, time 2.623937006777851
Epochs 68, rate 15543.946495579885, time 2.6433506133034825
Epochs 69, rate 15489.669651627226, time 2.632610072818352
Epochs 70, rate 15459.163713465783, time 2.6296846289769746
Epochs 71, rate 15533.125962750952, time 2.6414683366019744
Epochs 72, rate 15559.784497778439, time 2.6256279021908995
Epochs 73, rate 15444.778602110437, time 2.629160262818914
Epochs 74, rate 15543.488057483839, time 2.6290096930461004
Epochs 75, rate 15613.185107761474, time 2.632156508450862
Epochs 76, rate 15476.064652882707, time 2.632486092392355
Epochs 77, rate 15608.405422218904, time 2.618446620850591
Epochs 78, rate 15452.722092749214, time 2.6344268037646543
Epochs 79, rate 15355.4351512114, time 2.665597219369374
Epochs 80, rate 15640.010002214323, time 2.6335849116148893
Epochs 81, rate 15598.120579051663, time 2.6474333110672887
Epochs 82, rate 15572.252517255762, time 2.6263201521651354
Epochs 83, rate 15434.08450908252, time 2.6205202788405586
Epochs 84, rate 15561.056774102712, time 2.6175833953893743
Epochs 85, rate 15604.516200012278, time 2.6331990572507493
Epochs 86, rate 15450.146596619996, time 2.6812233933014795
Epochs 87, rate 15442.336840008067, time 2.634085780242458
Epochs 88, rate 15396.911951828122, time 2.6281523419893347
