Updated best error: 24788.462586499336. was found in iteration 0, time 1.252292788019986
Epochs 0, rate 24788.462586499336, time 1.2618062003166415
Updated best error: 24605.95994337593. was found in iteration 1, time 1.2265490676509216
Epochs 1, rate 24605.95994337593, time 1.2383584370545577
Epochs 2, rate 24658.884799458832, time 1.244929091539234
Epochs 3, rate 24712.801239160595, time 1.204650287036202
Epochs 4, rate 24758.07263918474, time 1.2038065397937316
Epochs 5, rate 24754.025442209084, time 1.2348801826301496
Epochs 6, rate 24775.466556654075, time 1.1904825065430487
Epochs 7, rate 24809.486033149842, time 1.1975636141869472
Epochs 8, rate 24778.49344625855, time 1.2017316451092483
Epochs 9, rate 24746.60391924457, time 1.223346909348038
Epochs 10, rate 24799.934293639555, time 1.2177937602245947
Epochs 11, rate 24777.011565708908, time 1.2066754040424712
Epochs 12, rate 24775.86053069017, time 1.255350250954507
Epochs 13, rate 24836.984095091837, time 1.2521759186784038
Epochs 14, rate 24841.826912634537, time 1.2243910040269839
Epochs 15, rate 24803.301119323478, time 1.2011908924760064
Epochs 16, rate 24888.56976308971, time 1.1731230798031902
Epochs 17, rate 24820.973597754673, time 1.2415222572599305
Epochs 18, rate 24842.255404909916, time 1.2287037303321995
Epochs 19, rate 24862.409573090103, time 1.2238793141586939
Epochs 20, rate 24848.192987552706, time 1.3096941887779394
Epochs 21, rate 24854.981337893372, time 1.29184904313297
Epochs 22, rate 24841.628981229038, time 1.20330536198162
Epochs 23, rate 24844.2163238072, time 1.2924534864723682
Epochs 24, rate 24859.94307015795, time 1.2709588016878115
Epochs 25, rate 24893.04734976068, time 1.2535427953553153
Epochs 26, rate 24836.053310372135, time 1.2250415149028413
Epochs 27, rate 24849.047047980017, time 1.2465080644469708
Epochs 28, rate 24891.589068653437, time 1.256478442097432
Epochs 29, rate 24882.40257318079, time 1.2525778502895264
Epochs 30, rate 24874.848705705637, time 1.2553221157286316
Epochs 31, rate 24856.754334831687, time 1.2483362349594245
Epochs 32, rate 24892.63886453932, time 1.2372188063309295
Epochs 33, rate 24899.467047648923, time 1.1745755988522433
Epochs 34, rate 24900.879901945173, time 1.2555904823821038
Epochs 35, rate 24895.474408245722, time 1.2260055324441055
Epochs 36, rate 24885.06681098238, time 1.2242645501537481
Epochs 37, rate 24844.306804948184, time 1.2130682810675353
Epochs 38, rate 24879.141201088663, time 1.2646589872892946
Epochs 39, rate 24886.091833659735, time 1.1794986428576522
Epochs 40, rate 24868.42260775101, time 1.2350595059833722
Epochs 41, rate 24867.867220748874, time 1.2564499977015657
Epochs 42, rate 24865.244664048932, time 1.2373746321100043
Epochs 43, rate 24873.729886989866, time 1.2602742224844405
Epochs 44, rate 24838.50937813857, time 1.2736662749375682
Epochs 45, rate 24910.681375659842, time 1.2201979296805803
Epochs 46, rate 24884.797380178105, time 1.2421653478668304
Epochs 47, rate 24900.365638396026, time 1.233730658190325
Epochs 48, rate 24852.811506397764, time 1.2341965897066984
Epochs 49, rate 24893.29089093844, time 1.2612298922031187
Epochs 50, rate 24897.218780682295, time 1.2504225692682667
Epochs 51, rate 24866.88880356502, time 1.234677361760987
Epochs 52, rate 24863.196857522253, time 1.2537941572227282
Epochs 53, rate 24912.633901364174, time 1.2546793343062745
Epochs 54, rate 24883.039906751656, time 1.2214105264574755
