Updated best error: 2156.92291907935. was found in iteration 0, time 8.842090959602501
Epochs 0, rate 2156.92291907935, time 8.855797755430103
Updated best error: 1946.0005537260477. was found in iteration 1, time 7.8558234172232915
Epochs 1, rate 1946.0005537260477, time 7.868885267380392
Epochs 2, rate 1951.577331107464, time 7.440519221447175
Epochs 3, rate 2030.2330146595973, time 7.621497900225222
Epochs 4, rate 2035.0813721784016, time 7.727545394314802
Epochs 5, rate 2069.6749857899026, time 7.41537685264484
Epochs 6, rate 1953.6277112723508, time 7.395667671808042
Epochs 7, rate 2034.0081479529126, time 7.737675617070636
Epochs 8, rate 1994.0714814390597, time 7.444283465680201
Epochs 9, rate 2079.991208595011, time 7.453751428780379
Epochs 10, rate 2014.3231962318644, time 7.228468445740873
Epochs 11, rate 2091.8677668181776, time 7.252010817523114
Epochs 12, rate 2087.7053316068896, time 7.234652009152342
Epochs 13, rate 2082.203711569967, time 7.231961231518653
Epochs 14, rate 2084.6307990025325, time 7.198269467946375
Epochs 15, rate 2086.4883825894235, time 7.236209339593188
Epochs 16, rate 2047.7295736773992, time 7.290467635073583
Epochs 17, rate 2079.5685019455095, time 7.258609298034571
Epochs 18, rate 2117.099011870451, time 7.189096769987373
Epochs 19, rate 2041.920004963168, time 7.26638605655171
Epochs 20, rate 2005.0904681620837, time 7.201833055529278
Epochs 21, rate 2020.85919882356, time 7.242966428500949
Epochs 22, rate 2099.772974215416, time 7.712106891543954
Epochs 23, rate 1961.4056271743436, time 8.467930958038778
Epochs 24, rate 2083.1278329999536, time 9.887661657674471
Epochs 25, rate 2094.0535973567053, time 8.07660476610181
Epochs 26, rate 2082.093280536936, time 7.569948623859091
Epochs 27, rate 2076.308474733355, time 7.598667256577755
Epochs 28, rate 2045.7160334596638, time 7.622341338268598
Epochs 29, rate 2041.7664612501087, time 7.4807303159468574
Epochs 30, rate 2037.071908691581, time 7.576495162444189
Epochs 31, rate 2052.72940504412, time 7.517318769809208
Epochs 32, rate 2055.9948949908635, time 7.510772849578643
Epochs 33, rate 2016.3533283188276, time 7.5579113901621895
Updated best error: 1943.7648958966856. was found in iteration 34, time 7.5398257039050804
Epochs 34, rate 1943.7648958966856, time 7.552972268895246
Updated best error: 1929.8663647313233. was found in iteration 35, time 8.020843864724156
Epochs 35, rate 1929.8663647313233, time 8.04173039602756
Epochs 36, rate 2098.8001494441846, time 7.670045984064927
Epochs 37, rate 2099.2216418991884, time 7.52973876609758
Epochs 38, rate 2098.531607218324, time 7.606055687312619
Epochs 39, rate 2096.957355894061, time 7.549721569608664
Epochs 40, rate 2089.3199996315907, time 7.65240767862997
Epochs 41, rate 2112.4719428656726, time 7.8957602706650505
Epochs 42, rate 2125.5964502802353, time 7.579792238451773
Epochs 43, rate 2120.3564528098777, time 7.520857623152551
Epochs 44, rate 2114.0668561405587, time 7.512450450332835
Epochs 45, rate 2145.666510390834, time 7.626005408761557
Epochs 46, rate 2112.7198233569216, time 7.61016713862773
Epochs 47, rate 2057.134320473293, time 7.574017099410412
Epochs 48, rate 2047.088112005412, time 7.5107369849138195
Epochs 49, rate 2086.2144473490052, time 7.505747467599576
Epochs 50, rate 2073.6461760208163, time 7.563638297404395
Epochs 51, rate 2031.117959841939, time 7.565145850167028
Epochs 52, rate 2069.152956401678, time 7.502665270425496
Epochs 53, rate 2063.4209182327827, time 7.512720362879918
Epochs 54, rate 2132.9027751231374, time 7.490472829260398
Epochs 55, rate 2169.165073054553, time 7.562885139384889
Epochs 56, rate 2169.026249397694, time 7.554059648507973
Epochs 57, rate 2168.7707402657334, time 7.507302324622287
Epochs 58, rate 2168.5129706500093, time 7.50193251814926
Epochs 59, rate 2168.223214106507, time 7.525118407502305
Epochs 60, rate 2168.3851893359183, time 7.544149869790999
Epochs 61, rate 2167.833340400321, time 7.556404764924082
Epochs 62, rate 2167.4573827904605, time 7.542608925781678
Epochs 63, rate 2163.9446755602803, time 7.566863334912341
Epochs 64, rate 2193.2368410070767, time 7.561005954470602
Epochs 65, rate 2193.206130709603, time 7.532341737110983
Epochs 66, rate 2192.9406192907286, time 7.6058723446622025
Epochs 67, rate 2191.034474041127, time 8.228422996544396
Epochs 68, rate 2185.2602848298384, time 7.5683736702630995
Epochs 69, rate 2151.436316703664, time 7.493836069406825
Epochs 70, rate 2165.002272335308, time 7.567944221780635
Epochs 71, rate 2154.2275112734114, time 7.542895533959381
Epochs 72, rate 2165.8058258507676, time 7.540730050037382
Epochs 73, rate 2135.041412162107, time 7.51115684886463
Epochs 74, rate 2127.1569272006786, time 7.5335815415746765
Epochs 75, rate 2083.4507300031505, time 7.526281535785529
Epochs 76, rate 2114.5944915916284, time 7.478341914567864
Epochs 77, rate 2017.6650201413406, time 7.535171335708583
Epochs 78, rate 2212.7687965822765, time 7.5478498049633345
Epochs 79, rate 2217.90204605166, time 7.510919709209702
Epochs 80, rate 2217.6085799007774, time 7.555456515488913
Epochs 81, rate 2218.287831133449, time 7.484996665516519
Epochs 82, rate 2217.2115252215353, time 7.5476482207886875
Epochs 83, rate 2216.7035876103137, time 7.496550035386463
Epochs 84, rate 2216.0622528582144, time 7.469112327831681
Epochs 85, rate 2239.520970667778, time 7.4906867805548245
Epochs 86, rate 2243.535940618356, time 7.700770255571115
Epochs 87, rate 2237.2659037136546, time 7.7754237982444465
Epochs 88, rate 2254.373765590617, time 7.516091332465294
Epochs 89, rate 2248.1646730515977, time 7.494350232707802
Epochs 90, rate 2235.072886614053, time 7.630566405132413
Epochs 91, rate 2231.1701606257816, time 7.556387760123471
Epochs 92, rate 2241.5166327723937, time 7.535188031339203
Epochs 93, rate 2127.12289446082, time 7.513065714898403
Epochs 94, rate 2128.2185908722818, time 7.490162414382212
Epochs 95, rate 2237.4779666132936, time 7.504407180240378
Epochs 96, rate 2223.135185658195, time 7.494239856096101
Epochs 97, rate 2206.718795282411, time 7.504470252577448
Epochs 98, rate 2194.755938040037, time 7.504572899735649
Epochs 99, rate 2200.455848937515, time 7.4741559513204265
