Updated best error: 2309.262227228595. was found in iteration 0, time 0.7049583830703341
Epochs 0, rate 2309.262227228595, time 0.7122290169281769
Updated best error: 1873.159027241463. was found in iteration 1, time 0.695773936342448
Epochs 1, rate 1873.159027241463, time 0.703228222027974
Updated best error: 1839.3485157089094. was found in iteration 2, time 0.7313949717135984
Epochs 2, rate 1839.3485157089094, time 0.7401227622831357
Updated best error: 1837.4935227494602. was found in iteration 3, time 0.6968347266447381
Epochs 3, rate 1837.4935227494602, time 0.7040806262448314
Epochs 4, rate 1837.9764993731976, time 0.6968838859756943
Epochs 5, rate 1837.9789297323591, time 0.697302822394704
Updated best error: 1837.0478688544122. was found in iteration 6, time 0.6971840979786066
Epochs 6, rate 1837.0478688544122, time 0.6972066679845739
Updated best error: 1834.566623338191. was found in iteration 7, time 0.702473827295762
Epochs 7, rate 1834.566623338191, time 0.7096680941431259
Epochs 8, rate 1836.8642453465666, time 0.6965666691721708
Epochs 9, rate 1838.52981262969, time 0.7060439076303737
Epochs 10, rate 1837.6309998027837, time 0.6965113262776867
Epochs 11, rate 1838.9741311498922, time 0.6983685595478164
Epochs 12, rate 1838.680483887115, time 0.697104020830011
Epochs 13, rate 1838.704947408079, time 0.6966179927476333
Epochs 14, rate 1838.65544429846, time 0.6984814095776528
Epochs 15, rate 1836.170858815667, time 0.7135266377117659
Epochs 16, rate 1835.493846558965, time 0.7082959614235733
Epochs 17, rate 1839.9191276498273, time 0.7011808441893663
Updated best error: 1833.985905872351. was found in iteration 18, time 0.6972162525053136
Epochs 18, rate 1833.985905872351, time 0.6972375857985753
Epochs 19, rate 1838.302057204518, time 0.6988406746131659
Epochs 20, rate 1834.2259328922808, time 0.6973628029591055
Epochs 21, rate 1890.815562352917, time 0.6970356924575754
Updated best error: 1793.4651435196233. was found in iteration 22, time 0.7029400679748505
Epochs 22, rate 1793.4651435196233, time 0.7107217733464495
Epochs 23, rate 1875.6622113085223, time 0.6989198242263228
Epochs 24, rate 1861.162856141286, time 0.6988524233856879
Epochs 25, rate 1860.292233868234, time 0.7039782882748113
Epochs 26, rate 1860.150768055271, time 0.697369914058072
Epochs 27, rate 1859.9646220771215, time 0.7023146005376475
Epochs 28, rate 1799.5402351760927, time 0.6978840773554111
Updated best error: 1715.0895073552954. was found in iteration 29, time 0.6981147242695442
