Updated best error: 22403.29865798151. was found in iteration 0, time 1.08296332435566
Epochs 0, rate 22403.29865798151, time 1.0908272711385507
Epochs 1, rate 23076.23137849205, time 1.0966639366233721
Epochs 2, rate 23446.135750007114, time 1.06918047068757
Epochs 3, rate 23478.26750667323, time 1.0604217623185832
Epochs 4, rate 23514.629934094923, time 1.0807140531542245
Epochs 5, rate 23557.147436718453, time 1.0914283134625293
Epochs 6, rate 23691.895925177236, time 1.0976468140434008
Epochs 7, rate 23694.746921028374, time 1.0954633977962658
Epochs 8, rate 23698.621823574744, time 1.081563056417508
Epochs 9, rate 23615.79055228503, time 1.1005033111432567
Epochs 10, rate 23722.79694515501, time 1.072995110967895
Epochs 11, rate 23673.60418518959, time 1.119497672043508
Epochs 12, rate 23789.869440380295, time 1.094136095896829
Epochs 13, rate 23724.98374789679, time 1.0845991860551294
Epochs 14, rate 23683.51968285766, time 1.075748651754111
Epochs 15, rate 23645.40863985747, time 1.064391610038001
Epochs 16, rate 23756.09765405493, time 1.0655865836306475
Epochs 17, rate 23686.292053692534, time 1.0664516641700175
Epochs 18, rate 23632.795817387483, time 1.092581238859566
Epochs 19, rate 23700.257635270314, time 1.108910174749326
Epochs 20, rate 23762.178509375437, time 1.0692052049562335
Epochs 21, rate 23711.83954437506, time 1.0800060351612046
Epochs 22, rate 23664.924946897267, time 1.0804623821459245
Epochs 23, rate 23686.227762425922, time 1.0670298273325898
Epochs 24, rate 23742.392515143638, time 1.0822454126318917
Epochs 25, rate 23742.318113608635, time 1.0672960297670215
Epochs 26, rate 23428.694985627342, time 1.0607838099531364
Epochs 27, rate 23215.89697753831, time 1.1092471789743286
Epochs 28, rate 23427.399047451574, time 1.0810637336981017
Epochs 29, rate 23506.825759649524, time 1.0812541874474846
Epochs 30, rate 23579.7387104924, time 1.0834202897094656
Epochs 31, rate 23674.198776262685, time 1.0709437137993518
Epochs 32, rate 23627.159262086952, time 1.076079163205577
Epochs 33, rate 23682.395505444227, time 1.063392346171895
Epochs 34, rate 23706.641739616727, time 1.078064087050734
Epochs 35, rate 23759.948912594893, time 1.0651215796824545
Epochs 36, rate 23755.281200226054, time 1.093221237679245
Epochs 37, rate 23819.099820659398, time 1.0791446647781413
Epochs 38, rate 23766.879697149307, time 1.067222136160126
Epochs 39, rate 23657.363077779195, time 1.1110363930347376
Epochs 40, rate 23712.469038171876, time 1.0989280483627226
Epochs 41, rate 23684.516648071527, time 1.0767840894404799
Epochs 42, rate 23592.227112817764, time 1.0721318855357822
Epochs 43, rate 23764.56835965112, time 1.0757681299583055
Epochs 44, rate 23752.075503067477, time 1.063398220547242
Epochs 45, rate 23694.91480263393, time 1.0640338908997364
Epochs 46, rate 23574.072668487803, time 1.0730717871629167
Epochs 47, rate 23579.103046483295, time 1.0663060412334744
Epochs 48, rate 23699.343646899022, time 1.100972952786833
Epochs 49, rate 23709.24915954488, time 1.0752326333895326
Epochs 50, rate 23706.79857018748, time 1.0772296151844785
Epochs 51, rate 23774.708537121165, time 1.0646525564079639
Epochs 52, rate 23761.31842594684, time 1.0743644610920455
Epochs 53, rate 23740.803114362174, time 1.0879955082491506
Epochs 54, rate 23743.232621318177, time 1.0888720283692237
Epochs 55, rate 23752.60202107662, time 1.124586744728731
Epochs 56, rate 23714.781654309078, time 1.0761363611673005
Epochs 57, rate 23776.33491404301, time 1.0921561189170461
Epochs 58, rate 23710.806002953523, time 1.134765199269168
Epochs 59, rate 23773.69925394072, time 1.0958715129818302
Epochs 60, rate 23709.524319585867, time 1.0797824993205722
Epochs 61, rate 23710.793654645113, time 1.0914236758253537
Epochs 62, rate 23768.769017689458, time 1.084600731934188
Epochs 63, rate 23684.44910255671, time 1.0888312168535776
Epochs 64, rate 23739.48089036609, time 1.092016679525841
Epochs 65, rate 23665.046182905127, time 1.113440562505275
Epochs 66, rate 23816.727802301273, time 1.1022953078208957
Epochs 67, rate 23678.652304292522, time 1.0956727114098612
Epochs 68, rate 23852.672865784374, time 1.0877766101039015
Epochs 69, rate 23722.604069459503, time 1.0930756147718057
Epochs 70, rate 23706.227877550897, time 1.1015418406168465
Epochs 71, rate 23649.311902409063, time 1.11600983311655
Epochs 72, rate 23712.805788810358, time 1.2226024082920048
Epochs 73, rate 23648.013494791, time 1.2879132050438784
Epochs 74, rate 23669.973912567748, time 1.2091210033686366
Epochs 75, rate 23764.41284401703, time 1.2396603863162454
Epochs 76, rate 23684.10816629285, time 1.123160505812848
Epochs 77, rate 23697.121521805067, time 1.193936645082431
Epochs 78, rate 23771.188940518525, time 1.1767831309698522
Epochs 79, rate 23700.828729065088, time 1.098111199651612
Epochs 80, rate 23637.95950950702, time 1.1771550723351538
Epochs 81, rate 23669.478160762148, time 1.2309981415164657
Epochs 82, rate 23646.371770749796, time 1.3704492451797705
Epochs 83, rate 23705.9037710878, time 1.5848374078341294
Epochs 84, rate 23728.28484995241, time 1.1300786765641533
Epochs 85, rate 23754.82524202551, time 1.7696860697760712
Epochs 86, rate 23687.70654908047, time 1.5789472545147873
Epochs 87, rate 23624.498355592903, time 1.5550224293547217
Epochs 88, rate 23736.561266661764, time 2.4019931479997467
Epochs 89, rate 23679.383113182615, time 1.9443024801439606
Epochs 90, rate 23696.43533213268, time 1.4074353021278512
Epochs 91, rate 23750.21923637307, time 1.1827042021322995
Epochs 92, rate 23773.676443123222, time 1.5554781579703558
Epochs 93, rate 23770.568412171197, time 1.1757671715167817
Epochs 94, rate 23752.44446830597, time 1.8281238357594702
Epochs 95, rate 23820.36009292516, time 1.6543326218961738
Epochs 96, rate 23820.298579937884, time 1.8255159179097973
Epochs 97, rate 23718.302552109613, time 1.650794696121011
Epochs 98, rate 23820.46963511765, time 1.4167394008254632
Epochs 99, rate 23834.194446763882, time 1.2634887479362078
