Updated best error: 2176.0748059642656. was found in iteration 0, time 2.676942203164799
Epochs 0, rate 2176.0748059642656, time 2.685902186552994
Updated best error: 1967.9038754559788. was found in iteration 1, time 2.740443689224776
Epochs 1, rate 1967.9038754559788, time 2.7496120586874895
Updated best error: 1965.7113031858078. was found in iteration 2, time 2.6983629943279084
Epochs 2, rate 1965.7113031858078, time 2.7092454475641716
Updated best error: 1963.633193169503. was found in iteration 3, time 2.6773973134404514
Epochs 3, rate 1963.633193169503, time 2.686135616066167
Epochs 4, rate 1963.9340249616052, time 2.686843634059187
Epochs 5, rate 2000.664787649554, time 2.686610204546014
Epochs 6, rate 1996.810810714271, time 2.7019435867259745
Epochs 7, rate 1989.4404254343124, time 2.6889166737091728
Epochs 8, rate 2030.1388123988372, time 2.691731431754306
Epochs 9, rate 2024.478048821633, time 2.68643953819992
Epochs 10, rate 2024.3388052011783, time 2.7135099420847837
Epochs 11, rate 2022.7642796140487, time 2.695156816713279
Epochs 12, rate 2022.3331795258339, time 2.7105084403883666
Epochs 13, rate 2024.1737524786, time 2.7042228482023347
Epochs 14, rate 2023.0382620398384, time 2.692982057458721
Epochs 15, rate 2004.9733787707328, time 2.695475888584042
Epochs 16, rate 1993.526761891557, time 2.7078099333448336
Epochs 17, rate 1992.4037119391214, time 2.6956518109655008
Epochs 18, rate 1993.5786669028655, time 2.7040589837997686
Epochs 19, rate 1993.491113254279, time 2.68033636113978
Epochs 20, rate 1991.5487605614944, time 2.7018449588795193
Epochs 21, rate 1999.587347083608, time 2.6937936501635704
Epochs 22, rate 2024.7414546884338, time 2.701223201584071
Epochs 23, rate 2023.6496332754623, time 2.698335477471119
Epochs 24, rate 2024.2839655948067, time 2.7224436453252565
Epochs 25, rate 2024.43894056823, time 2.7082604059251025
Epochs 26, rate 2019.7873739221993, time 2.7121446112869307
Epochs 27, rate 2026.4698103955234, time 2.7331900601566304
Epochs 28, rate 2055.8571477369605, time 2.7039900370291434
Epochs 29, rate 2056.005954690361, time 2.705952390882885
Epochs 30, rate 2055.9849152183665, time 2.7081936234608293
Epochs 31, rate 2055.940241552263, time 2.7296351295372006
Epochs 32, rate 2055.70708015878, time 2.697185643861303
Epochs 33, rate 2051.206927017383, time 2.721095010143472
Epochs 34, rate 2056.258257635358, time 2.730370664416114
Epochs 35, rate 2056.0073497875787, time 2.7205728082335554
Epochs 36, rate 2055.9918350172766, time 2.695340777718229
Epochs 37, rate 2055.9675731057714, time 2.7251334954053164
Epochs 38, rate 2055.9212057485815, time 2.7192835352616385
Epochs 39, rate 2055.764780649558, time 2.7015889593749307
Epochs 40, rate 2059.6114005502586, time 2.703438463184284
Epochs 41, rate 2056.730589307576, time 2.7395377971988637
Epochs 42, rate 2094.015899230221, time 2.7036888975126203
Epochs 43, rate 2087.584073678039, time 2.706639075593557
Epochs 44, rate 2089.264092722304, time 2.7114523613709025
Epochs 45, rate 2120.2327999081867, time 2.7223799546191003
Epochs 46, rate 2120.152466827004, time 2.748110998654738
Epochs 47, rate 2118.5563219261066, time 2.711808225431014
