Updated best error: 2066.0075429666103. was found in iteration 0, time 2.1523017851286568
Epochs 0, rate 2066.0075429666103, time 2.1627306739683263
Updated best error: 1878.2574221962789. was found in iteration 1, time 2.218783439544495
Epochs 1, rate 1878.2574221962789, time 2.2272450277232565
Epochs 2, rate 1881.699289921684, time 2.155064292048337
Epochs 3, rate 1907.646013494902, time 2.1550475964322686
Epochs 4, rate 1926.690519033913, time 2.1509206862247083
Epochs 5, rate 1909.5970001800001, time 2.149986968142912
Epochs 6, rate 1923.0059471988482, time 2.152950440882705
Epochs 7, rate 1938.075073203133, time 2.1588068937999196
Epochs 8, rate 1935.3037517442106, time 2.152163582475623
Epochs 9, rate 1942.4776375117615, time 2.1532741504488513
Epochs 10, rate 1937.7725666639585, time 2.174534787336597
Epochs 11, rate 1932.3470983092277, time 2.1675618920708075
Epochs 12, rate 1935.7712700684322, time 2.151138347631786
Epochs 13, rate 1935.5440094415833, time 2.1620495544630103
Epochs 14, rate 1934.2587266396904, time 2.1547847949841525
Epochs 15, rate 1959.9830764354015, time 2.1563928306568414
Epochs 16, rate 1963.2484172308443, time 2.177427149115829
Epochs 17, rate 1963.9292186155276, time 2.1610580200795084
Epochs 18, rate 1963.928232505296, time 2.159319820406381
Epochs 19, rate 1963.9180500734194, time 2.1552269197709393
Epochs 20, rate 1963.9090000259148, time 2.1599789882602636
Epochs 21, rate 1963.8999174775324, time 2.1645597720344085
Epochs 22, rate 1963.889782022216, time 2.1593912405660376
Epochs 23, rate 1963.8771476345314, time 2.1916675864486024
Epochs 24, rate 1963.8589652865267, time 2.1693269902316388
Epochs 25, rate 1963.8255529560824, time 2.1622013609448913
Epochs 26, rate 1963.7075823987225, time 2.1618322022259235
Epochs 27, rate 1963.1651963838624, time 2.166031769273104
Epochs 28, rate 1962.6337453269953, time 2.1572341044375207
Epochs 29, rate 1964.4007693569417, time 2.1572201914386824
Epochs 30, rate 1963.3481118108116, time 2.152696605626261
Epochs 31, rate 1961.2847403373087, time 2.160083490482066
Epochs 32, rate 1962.090837498754, time 2.171076629514573
Epochs 33, rate 1960.456114509033, time 2.1832338243548293
Epochs 34, rate 1939.871453922154, time 2.1573104714625515
Epochs 35, rate 2003.6477613872728, time 2.216421936696861
Epochs 36, rate 1994.9100529041993, time 2.266146134294104
Epochs 37, rate 2015.3374415928379, time 2.1792404790758155
Epochs 38, rate 2024.4042969758623, time 2.2011970760358963
Epochs 39, rate 2007.4802558377837, time 2.1802632404724136
Epochs 40, rate 1993.7386416700772, time 2.1588981013919692
Epochs 41, rate 1993.7115715794876, time 2.1623639886674937
Epochs 42, rate 1993.6947223420148, time 2.160889517952455
Epochs 43, rate 1993.6802901219855, time 2.154563732619863
Epochs 44, rate 1993.6644731372298, time 2.1773931395146064
Epochs 45, rate 1993.6415831940612, time 2.1528202769113705
Epochs 46, rate 1993.591529517433, time 2.1681987991032656
Epochs 47, rate 1993.107320923455, time 2.1603852483676746
Epochs 48, rate 1993.6408486257228, time 2.1583827013673726
Epochs 49, rate 1993.676082561594, time 2.180411336827092
Epochs 50, rate 1993.6723501623935, time 2.1644258978776634
Epochs 51, rate 1993.6683779220389, time 2.19441958135576
Epochs 52, rate 1993.663935340239, time 2.15352056545089
Epochs 53, rate 1993.6586804790497, time 2.1768548603286035
Epochs 54, rate 1993.6520300801724, time 2.1646250086196233
Epochs 55, rate 1993.6428415335813, time 2.1596024092286825
Epochs 56, rate 1993.6284440607951, time 2.161606502137147
Epochs 57, rate 1993.6006046572813, time 2.16357689461438
Epochs 58, rate 1993.513342227535, time 2.1724005304276943
Epochs 59, rate 1993.7688959135733, time 2.202463469817303
Epochs 60, rate 1993.680675182275, time 2.198619766830234
Epochs 61, rate 1993.6692213404278, time 2.1705402053776197
Epochs 62, rate 1993.667147569025, time 2.154205395083409
Epochs 63, rate 1993.6648022180334, time 2.1650893942569382
Epochs 64, rate 1993.6620721147915, time 2.175541471457109
Epochs 65, rate 1993.6587800299653, time 2.1653849685681053
Epochs 66, rate 1993.6546289822134, time 2.1659869384602644
Epochs 67, rate 1993.649074377356, time 2.1915708136803005
Epochs 68, rate 1993.640986674968, time 2.157785678311484
Epochs 69, rate 1993.6275486072843, time 2.1999507788568735
Epochs 70, rate 1993.5990758037779, time 2.1691062370082363
Epochs 71, rate 1993.4799070638724, time 2.1680797654844355
Epochs 72, rate 1995.2320943621655, time 2.1708450550504494
Epochs 73, rate 2028.0999780616328, time 2.177219072211301
Epochs 74, rate 1999.2970159034492, time 2.167140173027292
Epochs 75, rate 1982.0175730038281, time 2.156745293759741
Epochs 76, rate 1993.6582090916245, time 2.1592428350122645
Epochs 77, rate 1993.6588923674713, time 2.160857672599377
Epochs 78, rate 1993.6541435215536, time 2.167014646693133
Epochs 79, rate 1993.646749818156, time 2.1625225970637985
Epochs 80, rate 1993.6330037861867, time 2.1596286893764045
Epochs 81, rate 1993.5955215187173, time 2.1642855309764855
Epochs 82, rate 1991.4542788737206, time 2.1747944969974924
Epochs 83, rate 1994.3439713255043, time 2.1703568627126515
Epochs 84, rate 1993.6718906790434, time 2.1715379233355634
Epochs 85, rate 1993.6721975379417, time 2.1727798920474015
Epochs 86, rate 1993.6714643940932, time 2.169118604128016
Epochs 87, rate 1993.6706922770297, time 2.16576556689688
Epochs 88, rate 1993.6698755373197, time 2.178153717832174
Epochs 89, rate 1993.6690075269146, time 2.1798347195144743
Epochs 90, rate 1993.668080382347, time 2.160094620892778
Epochs 91, rate 1993.667084701115, time 2.161026793066412
Epochs 92, rate 1993.6660091091615, time 2.171603159920778
Epochs 93, rate 1993.664839673661, time 2.1765515565348323
Epochs 94, rate 1993.6635590900346, time 2.168429445999209
Epochs 95, rate 1993.6621455339607, time 2.172814210818615
Epochs 96, rate 1993.6605710007502, time 2.1819649571261834
Epochs 97, rate 1993.6587988391593, time 2.1717064254335128
Epochs 98, rate 1993.656779973426, time 2.172126598568866
Epochs 99, rate 1993.654446902464, time 2.1713589091668837
