Updated best error: 2254.224342813831. was found in iteration 0, time 1.997486072301399
Epochs 0, rate 2254.224342813831, time 2.005800182480016
Updated best error: 1844.5792657662969. was found in iteration 1, time 2.0197063982341206
Epochs 1, rate 1844.5792657662969, time 2.027758634503698
Epochs 2, rate 1847.9915305255213, time 2.0106004827393917
Updated best error: 1836.01394827259. was found in iteration 3, time 1.983662097947672
Epochs 3, rate 1836.01394827259, time 1.9919363241351675
Epochs 4, rate 1839.7611680974992, time 1.9942415565892588
Epochs 5, rate 1858.3788655455908, time 2.0040480697789462
Updated best error: 1833.752724611829. was found in iteration 6, time 1.993522408141871
Epochs 6, rate 1833.752724611829, time 2.0016584317054367
Epochs 7, rate 1848.8575252563637, time 2.0127869907737477
Updated best error: 1796.3829295354183. was found in iteration 8, time 2.0017635522963246
Epochs 8, rate 1796.3829295354183, time 2.010105797686265
Epochs 9, rate 1855.4775426409694, time 1.9982098583859624
Epochs 10, rate 1831.637267542427, time 1.9977507288131164
Epochs 11, rate 1821.2671760801475, time 1.9893781839637086
Epochs 12, rate 1842.5362956502188, time 1.9992060304648476
Epochs 13, rate 1814.8053025469037, time 2.000307323105517
Updated best error: 1767.4880807265029. was found in iteration 14, time 2.0035880126670236
Epochs 14, rate 1767.4880807265029, time 2.0121590499184094
Updated best error: 1740.6722607506001. was found in iteration 15, time 1.9856872149684932
Epochs 15, rate 1740.6722607506001, time 1.9941747740958817
Updated best error: 1706.8838325727595. was found in iteration 16, time 2.0136152790946653
Epochs 16, rate 1706.8838325727595, time 2.0219813312141923
Epochs 17, rate 1769.9130764321965, time 2.0115042105462635
Updated best error: 1611.3295343828092. was found in iteration 18, time 2.0115719205641653
Epochs 18, rate 1611.3295343828092, time 2.021228482350125
Epochs 19, rate 1617.9325308818036, time 2.027274152293103
Epochs 20, rate 1734.5137762177635, time 2.0031851535022724
Epochs 21, rate 1727.8230244299496, time 2.0080172991438303
Updated best error: 1555.464559378792. was found in iteration 22, time 2.000380289144232
Epochs 22, rate 1555.464559378792, time 2.0085163127077976
Epochs 23, rate 1727.5838144197076, time 1.9907849446317414
Epochs 24, rate 1617.0397129508422, time 2.0007380082824966
Epochs 25, rate 1608.0617769783116, time 1.9927859457529848
Epochs 26, rate 1704.699261486211, time 2.0126469330571126
Epochs 27, rate 1702.7033532021208, time 1.9981545155023923
Epochs 28, rate 1660.1788481575618, time 1.995550616949913
Epochs 29, rate 1678.0451027432523, time 1.9970287977776024
Epochs 30, rate 1675.0595400282332, time 1.9953867525182432
Epochs 31, rate 1718.7169116458945, time 2.0033075880637625
Epochs 32, rate 1718.4393582280745, time 2.011166278796736
