Updated best error: 25682.36453578673. was found in iteration 0, time 5.249112890531251
Epochs 0, rate 25682.36453578673, time 5.262875029256975
Updated best error: 24177.02255309051. was found in iteration 1, time 5.250922201186768
Epochs 1, rate 24177.02255309051, time 5.262310160738707
Updated best error: 24084.733141009747. was found in iteration 2, time 5.231158914175467
Epochs 2, rate 24084.733141009747, time 5.2435829297755845
Epochs 3, rate 24105.338666237632, time 5.286383082268003
Epochs 4, rate 24174.177890791718, time 5.267898246995173
Epochs 5, rate 24207.04926068203, time 5.252695028815651
Epochs 6, rate 24352.41485371771, time 5.2938302568582
Epochs 7, rate 24317.846120846414, time 5.254333673125075
Epochs 8, rate 24234.056870681907, time 5.33247412720084
Epochs 9, rate 24208.032322738374, time 5.256244394215173
Epochs 10, rate 24327.08954947608, time 5.300972890945559
Epochs 11, rate 24196.87751683539, time 5.238556001902907
Epochs 12, rate 24314.800582853797, time 5.2510019691544585
Epochs 13, rate 24244.197743178807, time 5.262627995900402
Epochs 14, rate 24292.4096108859, time 5.252777270208753
Epochs 15, rate 24253.011026662305, time 5.409851220370911
Epochs 16, rate 24279.1350025777, time 5.287373689119704
Epochs 17, rate 24285.487954123055, time 5.238169529191509
Epochs 18, rate 24270.41836784174, time 5.285336823340913
Epochs 19, rate 24278.779629893543, time 5.275502793272608
Epochs 20, rate 24318.088788352004, time 5.230073389626341
Epochs 21, rate 24388.345939246767, time 5.226342536640004
Epochs 22, rate 24240.383038717213, time 5.214009110241022
Epochs 23, rate 24303.767478090453, time 5.245418211394281
Epochs 24, rate 24296.32210703058, time 5.268759926548228
Epochs 25, rate 24410.423521367702, time 5.235508432677307
Epochs 26, rate 24363.28554748791, time 5.307894153469533
Epochs 27, rate 24327.668021719222, time 5.239958434089203
Epochs 28, rate 24212.282234520113, time 5.256395891512511
Epochs 29, rate 24216.028704206357, time 5.241505252473871
Epochs 30, rate 24287.79738170523, time 5.26230985156144
Epochs 31, rate 24298.64156591804, time 5.2543958179303445
Epochs 32, rate 24251.36705160029, time 5.234420743880037
Epochs 33, rate 24286.6416733877, time 5.240374897082802
Epochs 34, rate 24266.69889964744, time 5.255530192640435
Epochs 35, rate 24283.465102318638, time 5.229500482477306
