Updated best error: 7173.785098536912. was found in iteration 0, time 7.237846128824458
Epochs 0, rate 7173.785098536912, time 7.251273427587876
Updated best error: 5368.337300044156. was found in iteration 1, time 7.280807981500402
Epochs 1, rate 5368.337300044156, time 7.293021755940572
Updated best error: 5302.34196554572. was found in iteration 2, time 7.233948628811049
Epochs 2, rate 5302.34196554572, time 7.24806570407236
Updated best error: 5180.213748545636. was found in iteration 3, time 7.258049685544393
Epochs 3, rate 5180.213748545636, time 7.270841313991696
Epochs 4, rate 5269.273243836301, time 7.288120045224787
Epochs 5, rate 5187.589070750488, time 7.224813959765015
Epochs 6, rate 5217.502132039282, time 7.15056111200829
Epochs 7, rate 5200.660504108661, time 8.149547625958803
Epochs 8, rate 5269.761628229317, time 7.595475301146507
Epochs 9, rate 5269.741163007448, time 7.617379337803868
Epochs 10, rate 5207.058304075192, time 7.613244079773722
Epochs 11, rate 5215.254541630572, time 7.65687530318246
Epochs 12, rate 5260.685554767916, time 7.6622989066527225
Epochs 13, rate 5193.933985116053, time 7.7297254095901735
Epochs 14, rate 5235.902471147375, time 7.527646557413391
Epochs 15, rate 5215.7823738029665, time 7.531464598636376
Epochs 16, rate 5185.598768518269, time 7.516399892279878
Updated best error: 5159.953667525029. was found in iteration 17, time 7.5342920330076595
Epochs 17, rate 5159.953667525029, time 7.547460240464716
Epochs 18, rate 5220.605415515799, time 7.516234481954598
Epochs 19, rate 5228.344837120435, time 7.542933253687806
Epochs 20, rate 5190.215222041306, time 7.62016194134776
Epochs 21, rate 5229.922359609295, time 7.673516818205826
Epochs 22, rate 5232.816379220878, time 7.548566789126198
Epochs 23, rate 5193.718467735158, time 7.536767004254216
Epochs 24, rate 5193.6531446341, time 7.571174824486661
Epochs 25, rate 5193.582242528652, time 7.559518807465793
Epochs 26, rate 5193.497966818605, time 7.4981058199336985
Epochs 27, rate 5193.394798501079, time 7.495341767091304
Epochs 28, rate 5193.263261886333, time 7.47533144672343
Epochs 29, rate 5193.08525312059, time 7.477713973705249
Epochs 30, rate 5192.82031444782, time 7.581570631286013
Epochs 31, rate 5192.351690840718, time 7.675060853987816
Epochs 32, rate 5191.113664366394, time 7.634111442035646
Epochs 33, rate 5177.905707323079, time 7.492646660983155
