Updated best error: 11744.855235278577. was found in iteration 0, time 5.244303005740221
Epochs 0, rate 11744.855235278577, time 5.268133840756491
Updated best error: 10589.829629178106. was found in iteration 1, time 5.304150005831616
Epochs 1, rate 10589.829629178106, time 5.3149295027396875
Epochs 2, rate 10611.201370107046, time 5.2800644079907215
Updated best error: 10560.039891802027. was found in iteration 3, time 5.2109834926668555
Epochs 3, rate 10560.039891802027, time 5.222228302729491
Updated best error: 10450.734000992927. was found in iteration 4, time 5.1587954542192165
Epochs 4, rate 10450.734000992927, time 5.1693421399686486
Epochs 5, rate 10514.848482130921, time 5.152065572976426
Epochs 6, rate 10485.989387492504, time 5.163537938169611
Updated best error: 10433.454939774372. was found in iteration 7, time 5.157417756287032
Epochs 7, rate 10433.454939774372, time 5.168389562022639
Epochs 8, rate 10595.352066372021, time 5.1640483913361095
Epochs 9, rate 10494.404390476497, time 5.149686446959095
Epochs 10, rate 10509.377612866228, time 5.168738005821069
Epochs 11, rate 10515.545221080974, time 5.151050231870613
Epochs 12, rate 10519.426188414913, time 5.15774826775305
Epochs 13, rate 10692.962302901413, time 5.268956873049319
Epochs 14, rate 10483.285464469835, time 5.331786514943815
Epochs 15, rate 10486.392961774647, time 5.298722383049608
Epochs 16, rate 10472.652838808015, time 5.240790123360057
Epochs 17, rate 10543.676596134384, time 5.330666362438933
Epochs 18, rate 10472.709016304105, time 5.405203963295207
Epochs 19, rate 10554.730329658258, time 5.203889399548643
Epochs 20, rate 10499.682107707056, time 5.356920226782677
Epochs 21, rate 10513.20558909671, time 5.2125383496895665
Epochs 22, rate 10542.368171833648, time 5.290124756480509
Epochs 23, rate 10521.398916022976, time 5.229863766820927
Epochs 24, rate 10480.37685734444, time 5.201236650849751
Epochs 25, rate 10503.540053621133, time 5.195837472456333
Epochs 26, rate 10496.407656990323, time 5.204427060387388
Epochs 27, rate 10516.214038821201, time 5.2180955181247555
Epochs 28, rate 10463.54517450114, time 5.172979930313886
Epochs 29, rate 10510.891760443981, time 5.160369789460674
Epochs 30, rate 10596.245319220814, time 5.165392079659796
Epochs 31, rate 10482.311846848956, time 5.1998255616781535
Epochs 32, rate 10461.43517859969, time 5.362239637201128
Epochs 33, rate 10518.450742577656, time 5.331192274505156
Epochs 34, rate 10523.849382748112, time 5.3966854863392655
Updated best error: 10334.39172417589. was found in iteration 35, time 5.189038026132039
Epochs 35, rate 10334.39172417589, time 5.199828653458098
Epochs 36, rate 10526.554990815474, time 5.331635945178277
Epochs 37, rate 10486.781870004725, time 5.433934035601851
Epochs 38, rate 10543.16524128769, time 5.273402855142194
Epochs 39, rate 10471.877363705556, time 5.206951500149444
Epochs 40, rate 10499.971603328835, time 5.301338648729143
Epochs 41, rate 10452.434970172575, time 5.424542130320333
Epochs 42, rate 10479.906074727505, time 5.261743746334105
Epochs 43, rate 10460.015569186777, time 5.315738931189117
Epochs 44, rate 10551.920027862088, time 5.264677847168059
Epochs 45, rate 10523.08007911555, time 5.193502868089126
Epochs 46, rate 10536.697390756864, time 5.175731306851958
Epochs 47, rate 10509.7509656396, time 5.179188846334
Epochs 48, rate 10536.420867819359, time 5.267649976914981
Epochs 49, rate 10540.720194231939, time 5.299072063557105
Epochs 50, rate 10559.905932057845, time 5.4126140365042374
Epochs 51, rate 10481.965377711449, time 5.385279285284923
Epochs 52, rate 10558.664303478725, time 5.5847288863005815
Epochs 53, rate 10488.694173794065, time 5.468469237232057
Epochs 54, rate 10484.519286281713, time 5.586282506606949
Epochs 55, rate 10487.548706055397, time 5.476346169481985
Epochs 56, rate 10483.982506170509, time 5.239818994734378
Epochs 57, rate 10492.986669817994, time 5.270760618492204
Epochs 58, rate 10461.268052873385, time 5.293626199258142
Epochs 59, rate 10529.565396775117, time 5.435031308923499
Epochs 60, rate 10539.067423499186, time 5.271216347115114
Epochs 61, rate 10516.309803059678, time 5.309736237009929
Epochs 62, rate 10554.036879875448, time 5.264039703426533
Epochs 63, rate 10446.12499821368, time 5.2599236144451424
