Updated best error: 2089.638999332009. was found in iteration 0, time 3.8452591083187144
Epochs 0, rate 2089.638999332009, time 3.8556366736011114
Updated best error: 1974.2654630496902. was found in iteration 1, time 3.8805446853657486
Epochs 1, rate 1974.2654630496902, time 3.8905923575512134
Epochs 2, rate 1992.4139905058028, time 3.8562473004858475
Epochs 3, rate 1993.255147295287, time 3.848190117365448
Epochs 4, rate 2037.5985721289119, time 3.8419765636645025
Epochs 5, rate 2062.3651551189205, time 3.841177028923994
Epochs 6, rate 2065.534662021514, time 3.8388492264784873
Epochs 7, rate 2117.4766942031397, time 3.8691533248638734
Epochs 8, rate 2142.8332672510023, time 3.852667017286876
Epochs 9, rate 2121.2682654969744, time 3.8458610782108735
Epochs 10, rate 2093.497453912433, time 3.862100970800384
Epochs 11, rate 2160.429235325932, time 3.8466095985641005
Epochs 12, rate 2216.327594731625, time 3.8680606892012293
Epochs 13, rate 2245.184198269513, time 3.865977446679608
Epochs 14, rate 2114.9408684836585, time 3.863909972264082
Epochs 15, rate 2128.1669800562026, time 3.8496417088754242
Epochs 16, rate 2196.9207979638, time 3.841203618241707
Epochs 17, rate 2195.9079695429114, time 3.8569605745287845
Epochs 18, rate 2192.527413748383, time 3.877953772287583
Epochs 19, rate 2186.693873047527, time 3.8565836863417644
Epochs 20, rate 2186.770201067927, time 3.864421662132372
Epochs 21, rate 2185.747530112957, time 3.8542484636127483
Epochs 22, rate 2175.906050581821, time 3.8778028933593305
Epochs 23, rate 2219.4161364837873, time 3.8639582040632376
Epochs 24, rate 2246.0270156885217, time 3.8690482042875374
Epochs 25, rate 2334.042382903693, time 3.85013113792229
Epochs 26, rate 2318.9739321551833, time 3.8472585635463474
Epochs 27, rate 2321.441154579689, time 3.865778954306734
Epochs 28, rate 2289.0818357477146, time 3.850887078544474
Epochs 29, rate 2263.6581114485916, time 3.8762010412465315
Epochs 30, rate 2241.63834495797, time 3.8697317972109886
Epochs 31, rate 2253.776345754149, time 3.845713291040738
Epochs 32, rate 2256.912560908972, time 3.8583645525941392
Epochs 33, rate 2283.7776824761518, time 3.857555742491968
Epochs 34, rate 2280.643318519081, time 4.1930493037216365
Epochs 35, rate 2297.931817629171, time 3.9530540774285328
Epochs 36, rate 2317.9812945582635, time 3.88773802468495
Epochs 37, rate 2316.8811438718417, time 4.105282278134837
Epochs 38, rate 2271.297250445147, time 4.402679214355885
Epochs 39, rate 2250.9120630896596, time 3.886173273960594
Epochs 40, rate 2250.9441119950275, time 3.8771718607022194
Epochs 41, rate 2257.23097922144, time 3.8668106818659
Epochs 42, rate 2236.0940104220012, time 3.8616529716236982
Epochs 43, rate 2244.749961931217, time 3.849010676232865
Epochs 44, rate 2197.2423154719695, time 3.88204296278127
Epochs 45, rate 2264.6646135166143, time 3.877798564863042
Epochs 46, rate 2255.8065078827303, time 3.8726374536636285
Epochs 47, rate 2284.3588565625246, time 3.8625990568107227
Epochs 48, rate 2284.1218449230178, time 3.8744711893959902
Epochs 49, rate 2282.313614266561, time 3.855137660037144
Epochs 50, rate 2250.591840928438, time 3.8480775765201543
Epochs 51, rate 2284.2645781501765, time 3.880570347144385
Epochs 52, rate 2275.8226803593884, time 3.8783090180222644
Epochs 53, rate 2219.0100505775335, time 3.864980037906207
Epochs 54, rate 2252.984943945834, time 3.875237951244344
Epochs 55, rate 2250.909316519583, time 3.8497459019272355
Epochs 56, rate 2227.457015031456, time 3.8676652503199875
Epochs 57, rate 2199.058635609516, time 3.870046849770006
Epochs 58, rate 2167.0425671757553, time 3.884164852555841
Epochs 59, rate 2137.297052007309, time 3.8742665134341223
Epochs 60, rate 2183.914134975666, time 3.8816614369134186
Epochs 61, rate 2184.9389720799986, time 3.870960780433961
Epochs 62, rate 2187.737366859427, time 3.861396662920015
Epochs 63, rate 2184.5389031456584, time 3.8689900787867373
Epochs 64, rate 2185.2770648312353, time 3.8481122044613585
Epochs 65, rate 2185.272063708322, time 3.8670598794706166
Epochs 66, rate 2185.265759933139, time 3.877664381521754
Epochs 67, rate 2185.2558681339847, time 3.9050331423495663
Epochs 68, rate 2185.2332103352283, time 3.903467773270677
Epochs 69, rate 2184.6254216689954, time 3.870692413795041
Epochs 70, rate 2164.368134201625, time 3.892171948813484
Epochs 71, rate 2152.6743727930693, time 3.8858715160604334
Epochs 72, rate 2152.6713964895202, time 3.8669290971010923
Epochs 73, rate 2152.667791845351, time 3.8700858062220505
Epochs 74, rate 2152.663073841137, time 3.842568639884121
Epochs 75, rate 2152.65615806247, time 3.9029922572517535
Epochs 76, rate 2152.644015569234, time 3.8954331601707963
Epochs 77, rate 2152.6138871755948, time 3.878140825094306
Epochs 78, rate 2152.35684213826, time 3.8730672113160836
Epochs 79, rate 2152.2175319712733, time 3.874729662333266
Epochs 80, rate 2152.668694726025, time 3.884027268286445
Epochs 81, rate 2152.665886146607, time 3.894250553654274
Epochs 82, rate 2152.6622283582537, time 3.8886633949441602
Epochs 83, rate 2152.656993142072, time 3.8583630067150807
Epochs 84, rate 2152.648422128731, time 3.903230015261215
Epochs 85, rate 2152.6310141178005, time 3.8731194624269847
Epochs 86, rate 2152.57815600314, time 3.8732279839605326
Epochs 87, rate 2152.1111160603486, time 3.908345677278703
Epochs 88, rate 2139.8334575949957, time 3.864433101727627
Epochs 89, rate 2127.8387202277368, time 3.873405761405593
Epochs 90, rate 2092.3991120254236, time 3.8906387342722155
Epochs 91, rate 2185.135886031356, time 3.8782855204626685
Epochs 92, rate 2154.331202583819, time 3.919197521870956
Epochs 93, rate 2152.6623881780024, time 3.894402669320698
Epochs 94, rate 2152.6616282779614, time 3.8832994628610322
Epochs 95, rate 2152.6598074023595, time 3.871695387773798
Epochs 96, rate 2152.6577775574356, time 3.868555683453451
Epochs 97, rate 2152.6554810379766, time 3.896182298878557
Epochs 98, rate 2152.6528363299813, time 3.9910585673205787
Epochs 99, rate 2152.6497237926446, time 3.8757508778362535
