Updated best error: 2244.506680345794. was found in iteration 0, time 7.5523161928140325
Epochs 0, rate 2244.506680345794, time 7.579994131810963
Updated best error: 1908.4043352704832. was found in iteration 1, time 7.578104125641403
Epochs 1, rate 1908.4043352704832, time 7.59167086375237
Updated best error: 1879.4077252946522. was found in iteration 2, time 7.54635740192316
Epochs 2, rate 1879.4077252946522, time 7.559296508363332
Epochs 3, rate 1945.3802726512106, time 7.585506160219666
Epochs 4, rate 1936.6461308249536, time 7.5940917288389755
Epochs 5, rate 1923.043150242719, time 7.585128035309026
Epochs 6, rate 1938.6289668562622, time 7.562289043882629
Epochs 7, rate 2042.4204598524352, time 7.595843841525493
Epochs 8, rate 2016.1439689119863, time 7.5625741061376175
Epochs 9, rate 1970.0777408043607, time 7.577126195086748
Epochs 10, rate 1995.714402385585, time 7.545533442098531
Epochs 11, rate 1922.3468352835903, time 7.585900671576383
Epochs 12, rate 2080.332715719037, time 7.587811083489214
Epochs 13, rate 1918.7112348214464, time 7.567525903708884
Epochs 14, rate 1903.665737068726, time 7.6189391416846775
Epochs 15, rate 1949.003583435672, time 7.592416292332928
Epochs 16, rate 2105.596752881683, time 7.631770654101274
Epochs 17, rate 2046.129664436272, time 7.59070901045925
Updated best error: 1825.456469449644. was found in iteration 18, time 7.611862362537067
Epochs 18, rate 1825.456469449644, time 7.625126415223349
Epochs 19, rate 1950.756134189195, time 7.588618656867766
Epochs 20, rate 1962.0635128314666, time 7.591138458956266
Epochs 21, rate 1966.3792246928053, time 7.6028086981823435
Epochs 22, rate 1990.0711368324605, time 7.609557439267519
Epochs 23, rate 1940.1707341870651, time 7.587109867381514
Epochs 24, rate 1920.014303283221, time 7.571389703327441
Epochs 25, rate 1873.8802910990937, time 7.572528406511992
Updated best error: 1804.239193047392. was found in iteration 26, time 7.594103168419679
Epochs 26, rate 1804.239193047392, time 7.609160145322676
Epochs 27, rate 1866.9877428436232, time 7.583724984782748
Epochs 28, rate 1830.81160552819, time 7.585802662084461
Epochs 29, rate 2005.7553847948016, time 7.739050841570133
Epochs 30, rate 2100.236918761683, time 7.563134336989606
Epochs 31, rate 2159.9413823955356, time 7.619382193995989
Epochs 32, rate 2115.8135148109695, time 7.595370180570171
Epochs 33, rate 2110.3769772589685, time 7.615610838678549
Epochs 34, rate 2105.532217092072, time 7.598484841451864
Epochs 35, rate 2002.8741914197406, time 7.577418677639798
Epochs 36, rate 2021.0321672165155, time 7.607541906778351
Epochs 37, rate 2067.6647922803327, time 7.579102152769337
Epochs 38, rate 1974.2865446789122, time 7.585954777736333
Epochs 39, rate 2104.838164200843, time 7.591177724578301
Epochs 40, rate 2115.8207681904187, time 7.582485798673588
Epochs 41, rate 2045.309517250213, time 7.598642213153653
Epochs 42, rate 2048.1453403951314, time 7.600534383542254
Epochs 43, rate 2111.959209237748, time 7.587777073887992
Epochs 44, rate 2099.099957619612, time 7.624203827552265
Epochs 45, rate 2078.0132867744755, time 7.915428639986203
Epochs 46, rate 2044.9314291462051, time 7.7250308482471155
Epochs 47, rate 2014.9250448164203, time 7.630811892609927
Epochs 48, rate 2065.293258614563, time 7.620004569660523
Epochs 49, rate 2075.18501931254, time 7.569399214247824
Epochs 50, rate 2126.3852623305625, time 7.605263263671077
Epochs 51, rate 2047.080365091238, time 7.58679048634076
Epochs 52, rate 2061.417969363099, time 7.587797170461272
Epochs 53, rate 2304.286099179883, time 7.612563269445673
Epochs 54, rate 2280.1571432476744, time 7.608801807829877
Epochs 55, rate 2257.0123043933722, time 7.594728017502348
Epochs 56, rate 2225.613877478361, time 7.581690901599359
Epochs 57, rate 2221.69593034858, time 7.587101210403489
Epochs 58, rate 2201.8949525623607, time 7.609565787090105
Epochs 59, rate 2238.804609123894, time 7.613974358609994
Epochs 60, rate 2198.176420872563, time 7.599923138302984
Epochs 61, rate 2096.682325778441, time 7.584435167038464
Epochs 62, rate 2228.3066536567726, time 7.601748217042768
Epochs 63, rate 2173.782048085344, time 7.947415904302034
Epochs 64, rate 2141.5035036573117, time 7.653666342957877
Epochs 65, rate 2142.42775520799, time 7.573025565012358
Epochs 66, rate 2138.212216781334, time 7.58933316761977
Epochs 67, rate 1971.3806976196433, time 7.57765643564926
Epochs 68, rate 1989.1643967958657, time 7.6067114542092895
Epochs 69, rate 2002.0913436367175, time 7.603296581321047
Epochs 70, rate 1954.0189126779403, time 7.654598824330606
Epochs 71, rate 1933.8342210297678, time 7.629590638825903
Epochs 72, rate 1918.291419242578, time 7.59142259368673
Epochs 73, rate 1894.632215913581, time 7.580563947165501
Epochs 74, rate 1978.3977392726092, time 7.588059353554854
Epochs 75, rate 1972.5045518274533, time 7.597676958903321
Epochs 76, rate 2000.8617666380935, time 7.879561498775729
Epochs 77, rate 1969.2999137685338, time 8.039766187095665
Epochs 78, rate 1929.566395690751, time 7.589795388979837
Epochs 79, rate 1877.4315066390031, time 7.560142419824842
Epochs 80, rate 1989.1868970938895, time 7.575414584745886
Epochs 81, rate 2004.3315415272127, time 7.586642699170625
Epochs 82, rate 2000.3727834999554, time 7.590868855593726
Epochs 83, rate 2022.5210312171375, time 7.6017683136306005
Epochs 84, rate 2064.014242574113, time 7.601127696456388
Epochs 85, rate 2118.6863157477856, time 7.62078555370681
Epochs 86, rate 2074.567589142687, time 7.602125414414331
Epochs 87, rate 2074.0382619512984, time 7.584751456291997
Epochs 88, rate 2084.1619453594717, time 7.580132643619436
Epochs 89, rate 2117.999658084385, time 7.579149147859425
Epochs 90, rate 1984.3446517000752, time 7.61191801460518
Epochs 91, rate 2096.2313187187583, time 7.599012299426249
Epochs 92, rate 2052.165610612877, time 7.5777278558089165
Epochs 93, rate 2091.8907485567897, time 7.626465775058023
Epochs 94, rate 2020.2824434809809, time 7.605608924874105
Epochs 95, rate 1886.064770084602, time 7.606653328708489
Epochs 96, rate 1986.3497695093251, time 7.603650281147566
Epochs 97, rate 1896.0687432543282, time 7.599030231751385
Epochs 98, rate 1945.6974779690051, time 7.620913862643647
Epochs 99, rate 1913.263170123656, time 7.629805208489415
