Updated best error: 2252.4898793921857. was found in iteration 0, time 2.4115581930527696
Epochs 0, rate 2252.4898793921857, time 2.4202377518231515
Updated best error: 1875.8616552135654. was found in iteration 1, time 2.4422843196371105
Epochs 1, rate 1875.8616552135654, time 2.451470003070426
Epochs 2, rate 1888.786138556935, time 2.4111108122451697
Epochs 3, rate 1892.9643021771526, time 2.4039180912805023
Epochs 4, rate 1908.3457906584028, time 2.403129686950706
Epochs 5, rate 1906.7754343188565, time 2.3998372486094013
Epochs 6, rate 1894.0354179942672, time 2.4123212447739206
Epochs 7, rate 1890.2448904844064, time 2.4123209356039297
Epochs 8, rate 1890.2331960312854, time 2.4177711283846293
Epochs 9, rate 1902.6832777022503, time 2.4097695973323425
Epochs 10, rate 1916.2136185011695, time 2.411987332350691
Epochs 11, rate 1915.1361223038296, time 2.409843800094677
Epochs 12, rate 1896.5498726474966, time 2.4180886543617817
Updated best error: 1845.2288503576149. was found in iteration 13, time 2.4213452280382626
Epochs 13, rate 1845.2288503576149, time 2.4300572505162563
Epochs 14, rate 1879.2652549104484, time 2.4219323573779548
Epochs 15, rate 1914.4128088471894, time 2.411308377093519
Epochs 16, rate 1916.162560753945, time 2.412750384071842
Epochs 17, rate 1942.198370113424, time 2.4076613113866188
Epochs 18, rate 1938.6012787733512, time 2.438230684638256
Epochs 19, rate 1933.584788427175, time 2.4287113979517017
Epochs 20, rate 1869.1282915401368, time 2.4115408790676156
Epochs 21, rate 1907.8158781931054, time 2.4600311466201674
Epochs 22, rate 1952.4325041424174, time 2.4120547331986018
Epochs 23, rate 1961.314828899773, time 2.421417266537901
Epochs 24, rate 1933.8968991778447, time 2.41981757870235
Epochs 25, rate 1954.059830839625, time 2.424653125286568
Epochs 26, rate 1862.6278157973952, time 2.4113275461277226
Epochs 27, rate 1956.100490916265, time 2.418587358755758
Epochs 28, rate 1877.6285273463527, time 2.4142922556202393
Updated best error: 1770.571646502429. was found in iteration 29, time 2.4183724799222546
Epochs 29, rate 1770.571646502429, time 2.427234453818528
Epochs 30, rate 1960.9253916613816, time 2.4066679219395155
Epochs 31, rate 1899.2017877210137, time 2.4085539087827783
Epochs 32, rate 1816.2888422052483, time 2.410197499921196
Epochs 33, rate 1919.2683608915524, time 2.423708585978602
