Updated best error: 23583.22063565543. was found in iteration 0, time 4.321304447439616
Epochs 0, rate 23583.22063565543, time 4.331985007345793
Epochs 1, rate 23777.42117156248, time 4.349198192794574
Epochs 2, rate 24120.99918217073, time 4.304441251675598
Epochs 3, rate 24105.39893811212, time 4.313131013317616
Epochs 4, rate 24223.755227654474, time 4.335707821679534
Epochs 5, rate 24185.519014386726, time 4.323576906987
Epochs 6, rate 24249.020522413473, time 4.321717200306011
Epochs 7, rate 24375.18960824843, time 4.3323399438668275
Epochs 8, rate 24349.86037824248, time 4.327269112691283
Epochs 9, rate 24465.572194547087, time 4.341816254804144
Epochs 10, rate 24486.150260077335, time 4.320292198113748
Epochs 11, rate 24510.264083701477, time 4.349018869455904
Epochs 12, rate 24448.21451534419, time 4.342905489495024
Epochs 13, rate 24448.213377169493, time 4.327922096999828
Epochs 14, rate 24484.29609156484, time 4.357208380839438
Epochs 15, rate 24416.377497579528, time 4.3106436749512795
Epochs 16, rate 24429.252751238768, time 4.3465788353350945
Epochs 17, rate 24467.46410402146, time 4.347570678903139
Epochs 18, rate 24471.93943753981, time 4.330197648319881
Epochs 19, rate 24513.853764247513, time 4.308380490721902
Epochs 20, rate 24505.972694575004, time 4.348308687200188
Epochs 21, rate 24489.671283767064, time 4.400256803390221
Epochs 22, rate 24494.12780873086, time 4.355080616660416
Epochs 23, rate 24468.87193953558, time 4.360046636429615
Epochs 24, rate 24463.097093309632, time 4.322864869667683
Epochs 25, rate 24494.45128616679, time 4.359170734678628
Epochs 26, rate 24541.189527879113, time 4.346027261475683
Epochs 27, rate 24495.720484766665, time 4.386298645709758
Epochs 28, rate 24505.825237953217, time 4.331814959339681
Epochs 29, rate 24486.228423644065, time 4.319074963641469
Epochs 30, rate 24516.919332704998, time 4.373909258065396
Epochs 31, rate 24530.51697098722, time 4.416011904584593
Epochs 32, rate 24544.64166540369, time 4.441323393883067
Epochs 33, rate 24530.650126132376, time 4.348813265969511
Epochs 34, rate 24479.399345989983, time 4.3516329708800185
Epochs 35, rate 24485.939690632596, time 4.359750134579372
Epochs 36, rate 24482.15043278124, time 4.338243391859578
Epochs 37, rate 24548.220991183287, time 4.355680422304431
Epochs 38, rate 24606.64174821183, time 4.346329019361292
Epochs 39, rate 24635.226315403394, time 4.351102730317507
Epochs 40, rate 24588.420302403072, time 4.341219540918246
Epochs 41, rate 24563.167379664512, time 4.3628552109294105
Epochs 42, rate 24613.505428844986, time 4.350261147337733
Epochs 43, rate 24551.849538966868, time 4.317505266080843
Epochs 44, rate 24631.959511357258, time 4.3342719982611015
Epochs 45, rate 24640.489919864296, time 4.339799485591357
Epochs 46, rate 24601.276912269524, time 4.336285366502125
Epochs 47, rate 24583.52164007765, time 4.344776326601277
Epochs 48, rate 24513.038208977578, time 4.321637123139226
Epochs 49, rate 24578.983567845273, time 4.407906798864133
Epochs 50, rate 24649.607108559383, time 4.348002909988281
Epochs 51, rate 24630.934405262302, time 4.346117850684095
Epochs 52, rate 24534.242531113272, time 4.369931062537944
Epochs 53, rate 24525.916685388118, time 4.3384641450684285
Epochs 54, rate 24590.237457128922, time 4.34868279278453
Epochs 55, rate 24552.819864329464, time 4.357762118932442
Epochs 56, rate 24406.691373284317, time 4.344264636732987
Epochs 57, rate 24430.28742630756, time 4.335761309499503
Epochs 58, rate 24579.6870850644, time 4.36626328190323
Epochs 59, rate 24643.253765383284, time 4.3535943971946836
