Updated best error: 23683.40974802039. was found in iteration 0, time 4.469653698804905
Epochs 0, rate 23683.40974802039, time 4.481067629312747
Epochs 1, rate 23918.018323735214, time 4.531365352435387
Epochs 2, rate 24244.656746552413, time 4.465182364103384
Epochs 3, rate 24255.37604803554, time 4.459785349958111
Epochs 4, rate 24317.48842204499, time 4.447940115889651
Epochs 5, rate 24399.095698878387, time 4.4564969309431035
Epochs 6, rate 24266.18902905994, time 4.470553716470022
Epochs 7, rate 24515.279344942268, time 4.482787587490748
Epochs 8, rate 24547.40241186667, time 4.483915778633673
Epochs 9, rate 24585.555210528775, time 4.457695923891151
Epochs 10, rate 24573.499334576423, time 4.473944473458687
Epochs 11, rate 24555.70520898002, time 4.487062594052986
Epochs 12, rate 24581.80407480583, time 4.482306506251916
Epochs 13, rate 24514.03846150955, time 4.479781448128051
Epochs 14, rate 24549.351422799515, time 4.465156083955662
Epochs 15, rate 24564.135812025343, time 4.456690785649698
Epochs 16, rate 24568.182092804414, time 4.498010283889016
Epochs 17, rate 24547.4039357994, time 4.509139152127318
Epochs 18, rate 24553.024174932176, time 4.476709144655615
Epochs 19, rate 24566.94160645232, time 4.524885905528208
Epochs 20, rate 24624.582351445104, time 4.481130392494379
Epochs 21, rate 24606.327335855294, time 4.467253857845208
Epochs 22, rate 24598.201224791905, time 4.509069277861272
Epochs 23, rate 24623.00481956714, time 4.475436258115224
Epochs 24, rate 24440.809077259106, time 4.559548179386184
Epochs 25, rate 24600.84271504562, time 4.49177972538746
Epochs 26, rate 24566.73294428559, time 4.5027595697611105
Epochs 27, rate 24594.955034722876, time 4.482707510353066
Epochs 28, rate 24591.097633788584, time 4.5099068415293
Epochs 29, rate 24629.42239001302, time 4.453829341684468
Epochs 30, rate 24627.19075939767, time 4.483548784148297
Epochs 31, rate 24701.003385139833, time 4.484301014628727
Epochs 32, rate 24709.20004378146, time 4.471231435018126
Epochs 33, rate 24682.235734313068, time 4.479544926842209
Epochs 34, rate 24607.57616611233, time 4.492253386342782
Epochs 35, rate 24643.90579535814, time 4.480005911493208
Epochs 36, rate 24724.27419001092, time 4.478744155363529
Epochs 37, rate 24637.91613900586, time 4.548308934550732
Epochs 38, rate 24640.51901496501, time 4.541988096025307
Epochs 39, rate 24645.609533009432, time 4.486055909917923
Epochs 40, rate 24578.90658824802, time 4.475923213743954
Epochs 41, rate 24680.282107534196, time 4.510618569678627
Epochs 42, rate 24653.72776394464, time 4.490391824598191
Epochs 43, rate 24665.114842708175, time 4.473636841183179
Epochs 44, rate 24585.3214524338, time 4.477373259374872
Epochs 45, rate 24593.509508814383, time 4.526337187868194
Epochs 46, rate 24557.50740737157, time 4.538450788575574
Epochs 47, rate 24712.140384451068, time 4.487845742347417
Epochs 48, rate 24650.74127770996, time 4.539391308571794
Epochs 49, rate 24649.958291360308, time 4.478545972160646
Epochs 50, rate 24687.728281551015, time 4.47471092613705
Epochs 51, rate 24709.730007963124, time 4.480071148078423
Epochs 52, rate 24750.959035368716, time 4.521854413556866
Epochs 53, rate 24738.958639214077, time 4.48674290382769
Epochs 54, rate 24708.861644998567, time 4.530054436996579
Epochs 55, rate 24660.362322632616, time 4.4877721579541685
Epochs 56, rate 24726.32758835892, time 4.525749749329407
Epochs 57, rate 24714.139232897873, time 4.513660573691595
Epochs 58, rate 24734.81711663923, time 4.488397007036838
Epochs 59, rate 24740.468780148898, time 4.508613549245638
Epochs 60, rate 24772.853168365436, time 4.514678079052828
Epochs 61, rate 24763.27746473304, time 4.496266828180524
Epochs 62, rate 24725.825626788734, time 4.48421568145568
Epochs 63, rate 24702.58877229163, time 4.49247970477154
Epochs 64, rate 24751.88119393396, time 4.4839692664536415
Epochs 65, rate 24708.171167715187, time 4.478674281112035
Epochs 66, rate 24719.70477379486, time 4.46916117798537
Epochs 67, rate 24706.327206336515, time 4.479162473449833
Epochs 68, rate 24776.979156662568, time 4.507295522693312
Epochs 69, rate 24713.427882241653, time 4.480815339935361
Epochs 70, rate 24813.340965524727, time 4.4843053431250155
Epochs 71, rate 24771.64484910492, time 4.481577464117436
Epochs 72, rate 24736.54307470722, time 4.478905546377064
Epochs 73, rate 24752.77052469642, time 4.487046207606909
Epochs 74, rate 24720.760092429682, time 4.489441720070317
Epochs 75, rate 24615.365320997862, time 4.4866702469444135
Epochs 76, rate 24667.072289223972, time 4.496426673300448
Epochs 77, rate 24767.677240702684, time 4.480892634470365
Epochs 78, rate 24781.834341165373, time 4.506903175599291
Epochs 79, rate 24738.620942251157, time 4.504803237461601
Epochs 80, rate 24730.067262870558, time 4.486656952285557
Epochs 81, rate 24783.7780428874, time 4.559794903572765
Epochs 82, rate 24797.68290932821, time 4.528883270089864
Epochs 83, rate 24751.123802190577, time 4.4797480568959145
Epochs 84, rate 24719.781597569065, time 4.506844431743957
Epochs 85, rate 24753.325803761534, time 4.496170364596765
Epochs 86, rate 24740.37088470078, time 4.530087519073277
Epochs 87, rate 24756.545824138608, time 4.477382534707431
Epochs 88, rate 24738.491980448558, time 4.47563134955999
Epochs 89, rate 24722.23869481849, time 4.480905929143773
Epochs 90, rate 24714.30741697797, time 4.479009121059789
Epochs 91, rate 24722.063177898584, time 4.4780577798374
Epochs 92, rate 24709.34359346437, time 4.498524756359984
Epochs 93, rate 24735.43430917996, time 4.476477879376034
Epochs 94, rate 24630.06704789031, time 4.495752046525013
Epochs 95, rate 24599.490927640803, time 4.541092097686487
Epochs 96, rate 24614.053642306866, time 4.495335892715957
Epochs 97, rate 24669.272700120546, time 5.162935040745651
Epochs 98, rate 24666.285019751766, time 4.488708967808634
Epochs 99, rate 24671.589126793086, time 4.494646116203512
