Updated best error: 2172.5505144515. was found in iteration 0, time 5.4532140771334525
Epochs 0, rate 2172.5505144515, time 5.46462089655688
Updated best error: 1935.4686089328443. was found in iteration 1, time 5.421542174517526
Epochs 1, rate 1935.4686089328443, time 5.432598695071647
Epochs 2, rate 2005.0982693671272, time 5.390346715488704
Epochs 3, rate 1943.487128569379, time 5.382081764648319
Epochs 4, rate 1982.5221093831226, time 5.429693347818102
Epochs 5, rate 1975.6403405619722, time 5.396660442915163
Epochs 6, rate 1968.5597322666595, time 5.387775280643837
Epochs 7, rate 1994.5591488633493, time 5.381192259039381
Epochs 8, rate 1997.4616139486975, time 5.382462981331628
Epochs 9, rate 1988.2222954910874, time 5.846430893565412
Epochs 10, rate 1955.2893603942368, time 5.558356297537102
Epochs 11, rate 1978.0274799351994, time 5.522815030140919
Epochs 12, rate 2002.3622863019502, time 5.419949288596399
Epochs 13, rate 2002.476004422913, time 5.404490998436813
Epochs 14, rate 2001.6417789815916, time 5.402763310819864
Epochs 15, rate 2037.407763930926, time 5.394485683660605
Epochs 16, rate 2080.4176405695325, time 5.386990277271252
Epochs 17, rate 2028.5270807499853, time 5.4135610492376145
Epochs 18, rate 2034.4932674263162, time 5.381854518695036
Epochs 19, rate 2108.3078449340096, time 5.391919814021094
Epochs 20, rate 2125.783186777794, time 5.424428661935963
Epochs 21, rate 2063.51453827378, time 5.43321921567258
Epochs 22, rate 1981.5321507678261, time 5.404055984748993
Epochs 23, rate 2096.169743774937, time 5.407367592124501
Epochs 24, rate 2091.110831368284, time 5.4016137863800395
Epochs 25, rate 2069.2712782924887, time 5.417511418723734
Epochs 26, rate 2066.329042811974, time 5.4418780595005956
Epochs 27, rate 2061.821805806249, time 5.388640051998664
Epochs 28, rate 2044.842198868975, time 5.428510741316131
Updated best error: 1906.0529496838285. was found in iteration 29, time 5.466607984650182
Epochs 29, rate 1906.0529496838285, time 5.4787661070149625
Epochs 30, rate 2140.276809919249, time 5.478241122487816
Epochs 31, rate 2122.3214425423716, time 5.458545236309874
Epochs 32, rate 2017.7557262090625, time 5.411518927430734
Epochs 33, rate 2144.1125708942122, time 5.42393675945641
Epochs 34, rate 2130.9403197731062, time 5.418688460020348
Epochs 35, rate 2131.5404441979017, time 5.409615008247783
Epochs 36, rate 2121.028456024935, time 5.418459049818921
Epochs 37, rate 2120.4986810772057, time 5.394548137657694
Epochs 38, rate 2094.823774378946, time 5.413506633878569
Epochs 39, rate 2081.223128865812, time 5.415202166972449
Epochs 40, rate 2062.7055954637153, time 5.403153184481198
Epochs 41, rate 2021.7503233256587, time 5.410420726562734
Epochs 42, rate 2112.318269858636, time 5.413927734538447
Epochs 43, rate 2163.3685711711373, time 5.410516262607416
Epochs 44, rate 2129.0084403325964, time 5.405378030598513
Epochs 45, rate 1947.2753765570183, time 5.400542484028847
Epochs 46, rate 1910.1225786773073, time 5.42626641698007
Epochs 47, rate 2133.191044920133, time 5.399651123356307
Epochs 48, rate 2130.780451554823, time 5.410843682300765
Epochs 49, rate 2146.926819495312, time 5.388954795373138
Epochs 50, rate 2163.775343423457, time 5.39359184956993
Epochs 51, rate 2158.1511089118767, time 5.424854709446663
Epochs 52, rate 2181.731406330124, time 5.397868092841236
Epochs 53, rate 2188.720358689307, time 5.407631939466228
Epochs 54, rate 2177.187538168636, time 5.409818447486032
Epochs 55, rate 2080.731155771753, time 5.387864323958638
Epochs 56, rate 2072.9405921532925, time 5.406240019350662
Epochs 57, rate 2088.5306391507975, time 5.4020991961006075
Epochs 58, rate 2122.9714747737576, time 5.419253019354073
Epochs 59, rate 2091.929745161942, time 5.400499508250505
Epochs 60, rate 2134.0821941803865, time 5.4126137273269705
Epochs 61, rate 2124.9855868064024, time 5.388876264114515
Epochs 62, rate 2122.014265377851, time 5.39026663833647
Epochs 63, rate 2106.40512907002, time 5.404003733638092
Epochs 64, rate 2107.21853128459, time 5.413163755292771
Epochs 65, rate 2107.1750010674837, time 5.394453838307527
Epochs 66, rate 2107.044456349571, time 5.4181798619247274
Epochs 67, rate 2106.6920502558887, time 5.416027363506146
Epochs 68, rate 2107.145123678141, time 5.417471534732613
Epochs 69, rate 2107.167693875474, time 5.392730170002324
Epochs 70, rate 2111.956080420993, time 5.419910950498888
Epochs 71, rate 2096.9226561688297, time 5.417813794978429
Epochs 72, rate 2081.5714635741133, time 5.410663740607561
Epochs 73, rate 2081.567525595901, time 5.424012817296898
Epochs 74, rate 2081.563366631329, time 5.431349306090851
Epochs 75, rate 2081.5585120161218, time 5.418996401480399
Epochs 76, rate 2081.552711331337, time 5.404299307963811
Epochs 77, rate 2081.5455665280097, time 5.4582011210150085
Epochs 78, rate 2081.53639057096, time 5.416186899441527
Epochs 79, rate 2081.5238498407434, time 5.4165310147509445
Epochs 80, rate 2081.504844366642, time 5.616543320036726
Epochs 81, rate 2081.4695280248366, time 5.416875748400344
Epochs 82, rate 2081.351792812969, time 5.450456517020939
Epochs 83, rate 2080.799841776483, time 5.4347103819891345
Epochs 84, rate 2081.4793900401187, time 5.406873834595899
Epochs 85, rate 2081.4262744573425, time 5.433926306141075
Epochs 86, rate 2081.2876912287816, time 5.433315060901805
Epochs 87, rate 2080.584431773198, time 5.425731229566736
Epochs 88, rate 2076.303245147503, time 5.4587857769365655
Epochs 89, rate 2051.2459651898666, time 6.047975176697946
Epochs 90, rate 2070.297814933454, time 5.927143091670587
Epochs 91, rate 2081.578980213637, time 6.018727230955847
Epochs 92, rate 2081.5757909096997, time 5.553987609993783
Epochs 93, rate 2081.5720432108164, time 5.529697954581934
Epochs 94, rate 2081.5671400433284, time 5.526348627448897
Epochs 95, rate 2081.560228517684, time 5.532239089952782
Epochs 96, rate 2081.549292455613, time 5.4392998227413045
Epochs 97, rate 2081.528247728532, time 5.505521458355361
Epochs 98, rate 2081.4681259084127, time 5.563129080954241
Epochs 99, rate 2082.3138558609653, time 5.517046074659447
