Updated best error: 24191.275360416468. was found in iteration 0, time 8.150029943906702
Epochs 0, rate 24191.275360416468, time 8.164886573358672
Epochs 1, rate 24446.159540325374, time 8.15386375322123
Epochs 2, rate 24663.27561106401, time 8.075789154099766
Epochs 3, rate 24684.056073931333, time 8.044704690022627
Epochs 4, rate 24707.440130493644, time 8.096579840173945
Epochs 5, rate 24610.910950633257, time 8.321236428251723
Epochs 6, rate 24695.970482877245, time 8.392986478691455
Epochs 7, rate 24649.93415174238, time 8.12949278394808
Epochs 8, rate 24697.514425210546, time 8.11196330920211
Epochs 9, rate 24723.506722639057, time 8.183984199742554
Epochs 10, rate 24654.991014479547, time 8.233031297189882
Epochs 11, rate 24720.89548894198, time 8.654829162056558
Epochs 12, rate 24627.7606738871, time 8.219647283345694
Epochs 13, rate 24580.996408431027, time 8.535202562721679
Epochs 14, rate 24563.43500196668, time 8.369380416232161
Epochs 15, rate 24720.284753708325, time 8.378862601530273
Epochs 16, rate 24705.668179427663, time 8.09067731970572
Epochs 17, rate 24653.442585228542, time 8.162471582647413
Epochs 18, rate 24669.025167425836, time 8.119439546542708
Epochs 19, rate 24720.616678586382, time 8.054530372290174
Epochs 20, rate 24640.43754587192, time 8.0112142014259
Epochs 21, rate 24619.70646431538, time 8.084997098369058
Epochs 22, rate 24647.42147738936, time 8.057233207829995
Epochs 23, rate 24625.26917672509, time 8.047568916575983
Epochs 24, rate 24645.28046614428, time 8.09327998154913
Epochs 25, rate 24668.02666476073, time 8.062245604320196
Epochs 26, rate 24658.793750490586, time 8.14676409488311
Epochs 27, rate 24662.60719458604, time 8.360959330369951
Epochs 28, rate 24600.238144420793, time 8.204858982295264
Epochs 29, rate 24600.269043661825, time 8.143267598963575
Epochs 30, rate 24704.504543054823, time 8.123420833842829
Epochs 31, rate 24613.536985653245, time 8.080145783693297
Epochs 32, rate 24595.955761466146, time 8.178206587297609
Epochs 33, rate 24547.770720189787, time 8.503718949621543
Epochs 34, rate 24581.434631092237, time 8.48177873910754
Epochs 35, rate 24697.502414592684, time 8.13015751700732
Epochs 36, rate 24640.553056115616, time 8.0106215068663
Epochs 37, rate 24572.778508222604, time 7.983758870715974
Epochs 38, rate 24573.917383241405, time 7.981266276299721
Epochs 39, rate 24563.194863886143, time 8.015735932160169
Epochs 40, rate 24386.015091586887, time 7.998566340829711
Epochs 41, rate 24520.33057163736, time 8.013977635913761
Epochs 42, rate 24497.920177250257, time 8.151582018326735
Epochs 43, rate 24515.458380805812, time 8.210699667106383
Epochs 44, rate 24599.72910389982, time 8.037133844161872
Epochs 45, rate 24467.957375196933, time 8.085128499078564
Epochs 46, rate 24624.59692727526, time 8.08763407895458
Epochs 47, rate 24609.40925294725, time 8.067800608521793
Epochs 48, rate 24593.519117544754, time 8.101969743234804
Epochs 49, rate 24612.178132894176, time 8.077279392891796
Epochs 50, rate 24523.56792994756, time 8.134956271387637
Epochs 51, rate 24616.216931312294, time 8.106059861223912
Epochs 52, rate 24550.189019940357, time 8.099692645977484
Epochs 53, rate 24649.80041140049, time 8.169432729191612
Epochs 54, rate 24667.15351867158, time 8.21981949559995
Epochs 55, rate 24614.49263827881, time 8.112441298668273
Epochs 56, rate 24786.751638106758, time 8.123685490369098
Epochs 57, rate 24783.422568337068, time 8.137281291215913
Epochs 58, rate 24797.335600526356, time 8.08419601773494
Epochs 59, rate 24789.9882703273, time 8.16429047784186
Epochs 60, rate 24751.46978032952, time 8.258024642127566
Epochs 61, rate 24713.874822365735, time 8.249192040151684
Epochs 62, rate 24739.234813720857, time 8.511447785509517
Epochs 63, rate 24738.54763629602, time 8.554015745205106
Epochs 64, rate 24687.706627369607, time 8.194769261870533
Epochs 65, rate 24701.570224625837, time 8.246501880872529
Epochs 66, rate 24709.670895151365, time 8.140447275683982
Epochs 67, rate 24766.17678817461, time 8.227909760782495
Epochs 68, rate 24735.321449367042, time 8.23833432115498
Epochs 69, rate 24654.199658497382, time 8.260562685725745
Epochs 70, rate 24544.82822467304, time 8.082562629424501
Epochs 71, rate 24368.00884963255, time 8.140604338201229
Epochs 72, rate 24446.902473882998, time 8.15646765177371
Epochs 73, rate 24542.96885790494, time 8.248374263901496
