Updated best error: 2369.465577810417. was found in iteration 0, time 2.395821642533747
Epochs 0, rate 2369.465577810417, time 2.4047126791804203
Updated best error: 1847.1794943889313. was found in iteration 1, time 2.388032516886369
Epochs 1, rate 1847.1794943889313, time 2.3968156503515274
Updated best error: 1815.682484659255. was found in iteration 2, time 2.40205776623111
Epochs 2, rate 1815.682484659255, time 2.410754948164822
Epochs 3, rate 1845.775702253957, time 2.4069681339335602
Epochs 4, rate 1881.3264305669834, time 2.400144262534468
Updated best error: 1800.458884990175. was found in iteration 5, time 2.3949751127031504
Epochs 5, rate 1800.458884990175, time 2.4037588645246615
Epochs 6, rate 1819.3672096767493, time 2.4281094280484012
Epochs 7, rate 1810.2384947782461, time 2.403838941670756
Updated best error: 1743.9931594366653. was found in iteration 8, time 2.4044288536199474
Epochs 8, rate 1743.9931594366653, time 2.4137344981932074
Updated best error: 1740.5089575648192. was found in iteration 9, time 2.406521371477311
Epochs 9, rate 1740.5089575648192, time 2.415574108307055
Epochs 10, rate 1835.9181536776287, time 2.407542277795983
Epochs 11, rate 1753.9578403239561, time 2.404743906175554
Updated best error: 1724.877257423079. was found in iteration 12, time 2.410788648585367
Epochs 12, rate 1724.877257423079, time 2.4192768260759294
Epochs 13, rate 1771.0385488131071, time 2.4070305879238276
Updated best error: 1709.9632092342015. was found in iteration 14, time 2.4120683370326788
Epochs 14, rate 1709.9632092342015, time 2.4208833158493235
Updated best error: 1690.0751433945993. was found in iteration 15, time 2.4051962338389785
Epochs 15, rate 1690.0751433945993, time 2.4141280820040265
Updated best error: 1564.631125408773. was found in iteration 16, time 2.420324940073442
Epochs 16, rate 1564.631125408773, time 2.4289636873329528
Updated best error: 1518.83548675797. was found in iteration 17, time 2.401337999450334
Epochs 17, rate 1518.83548675797, time 2.410600359079581
Epochs 18, rate 1561.3375735521665, time 2.418120808896674
Epochs 19, rate 1686.462150990697, time 2.4080357261559584
Epochs 20, rate 1640.5792273628167, time 2.3990587379780663
Epochs 21, rate 1740.859635399895, time 2.4095519359036643
Epochs 22, rate 1799.1022291552201, time 2.403683734229162
Epochs 23, rate 1792.396258948766, time 2.413831889316498
Epochs 24, rate 1788.1491516214742, time 2.4312710840188174
Epochs 25, rate 1810.5051949680708, time 2.414338013981478
Epochs 26, rate 1790.7849492148048, time 2.414754167799174
Epochs 27, rate 1774.9119892772997, time 2.416206377665503
Epochs 28, rate 1792.2213362541986, time 2.422301206938755
Epochs 29, rate 1740.9234761881169, time 2.4182064512499437
Epochs 30, rate 1727.3234923482007, time 2.40119330406651
Epochs 31, rate 1654.8709157836186, time 2.4102417124017848
Epochs 32, rate 1633.287076572024, time 2.41388321289287
Epochs 33, rate 1694.0583957746983, time 2.418091127792195
Epochs 34, rate 1557.5344887781685, time 2.4254576068806273
Epochs 35, rate 1526.1903045135716, time 2.413775000533178
Epochs 36, rate 1544.176655615415, time 2.409641597573227
Epochs 37, rate 1608.330448929078, time 2.42199141041192
Epochs 38, rate 1654.8631300046093, time 2.4224004531313312
Epochs 39, rate 1666.9436194987709, time 2.4206276255022203
Epochs 40, rate 1633.6318168606153, time 2.4079061805025503
Epochs 41, rate 1604.81185710002, time 2.41675485973974
Epochs 42, rate 1592.1237978873576, time 2.4154890843101384
Epochs 43, rate 1649.4496064840946, time 2.4141299370728575
Epochs 44, rate 1599.5493925725384, time 2.4110953533304382
Epochs 45, rate 1666.4896634823406, time 2.4203805921442836
Epochs 46, rate 1546.7054760006624, time 2.4152374132793284
