Updated best error: 5987.135180453924. was found in iteration 0, time 1.8523797907546395
Epochs 0, rate 5987.135180453924, time 1.866871589954826
Updated best error: 5384.415439755339. was found in iteration 1, time 1.9096371144914883
Epochs 1, rate 5384.415439755339, time 1.9180074951000279
Epochs 2, rate 5424.220474690941, time 1.879783179530932
Epochs 3, rate 5393.353644004354, time 1.8701708302105544
Epochs 4, rate 5433.1998700200265, time 1.8475402248514001
Updated best error: 5381.1132414092735. was found in iteration 5, time 1.856839067506371
Epochs 5, rate 5381.1132414092735, time 1.8653006556705805
Updated best error: 5380.269558227053. was found in iteration 6, time 1.865161834677565
Epochs 6, rate 5380.269558227053, time 1.8651868781089433
Epochs 7, rate 5391.082408835112, time 1.853954435173364
Epochs 8, rate 5381.103917013049, time 1.8540935653509223
Epochs 9, rate 5381.109721145089, time 1.8548201340527157
Epochs 10, rate 5381.10968403319, time 1.8549846168461954
Epochs 11, rate 5381.109646491501, time 1.8679367087606806
Epochs 12, rate 5381.109608507014, time 1.8565329811171978
Epochs 13, rate 5381.109570071302, time 1.857038178248331
Epochs 14, rate 5381.109531175931, time 1.8615753678968758
Epochs 15, rate 5381.109491812031, time 1.8670453480881406
Epochs 16, rate 5381.109451970495, time 2.14404641877627
Epochs 17, rate 5381.109411642046, time 1.950826139531273
Epochs 18, rate 5381.109370817173, time 1.9205520314353635
Epochs 19, rate 5381.109329486023, time 1.8925336872780463
Epochs 20, rate 5381.109287638542, time 1.8755765013484051
Epochs 21, rate 5381.109245264333, time 1.8918949251819868
Epochs 22, rate 5381.109202352821, time 1.8774643432479934
Epochs 23, rate 5381.109158893069, time 1.870806500533945
Epochs 24, rate 5381.10911487376, time 1.859654134743323
Epochs 25, rate 5381.109070283367, time 1.8633741664962145
Epochs 26, rate 5381.109025110026, time 1.859967023054196
Epochs 27, rate 5381.108979341429, time 1.8785653267186717
Epochs 28, rate 5381.108932965062, time 1.8584699823550181
Epochs 29, rate 5381.108885967986, time 1.8660800938378088
Epochs 30, rate 5381.108838336715, time 1.8610627504895092
Epochs 31, rate 5381.108790057622, time 1.8753464727924438
Epochs 32, rate 5381.108741116486, time 1.853310726226482
Epochs 33, rate 5381.10869149874, time 1.886538722559635
Epochs 34, rate 5381.108641189475, time 1.888065135179204
Epochs 35, rate 5381.108590172942, time 1.8734292589579127
Epochs 36, rate 5381.1085384335565, time 1.8603847227641381
Epochs 37, rate 5381.108485954408, time 1.8927501119978842
Epochs 38, rate 5381.108432718906, time 1.874121199696674
Epochs 39, rate 5381.108378709264, time 1.8676188735989854
Epochs 40, rate 5381.108323907427, time 1.89675582437485
Epochs 41, rate 5381.108268294854, time 1.8640994984816643
Epochs 42, rate 5381.108211852096, time 1.8628222834595363
Epochs 43, rate 5381.108154559419, time 1.8625749409256969
Epochs 44, rate 5381.108096396082, time 1.8590883386932546
Epochs 45, rate 5381.108037340859, time 1.8900488223225693
Epochs 46, rate 5381.107977371789, time 1.8727849316419451
Epochs 47, rate 5381.107916466004, time 1.8711431955598528
Epochs 48, rate 5381.107854600119, time 1.8908533039211761
Epochs 49, rate 5381.107791749739, time 1.8648096807373804
Epochs 50, rate 5381.107727889596, time 1.8704889745495166
Epochs 51, rate 5381.107662993686, time 1.8673668933843146
Epochs 52, rate 5381.107597035023, time 1.866488827385183
Epochs 53, rate 5381.107529985376, time 1.8674194536724826
Epochs 54, rate 5381.107461815803, time 1.8598319121956592
Epochs 55, rate 5381.107392496322, time 1.8587739044960472
Epochs 56, rate 5381.1073219955915, time 1.8690800496260636
Epochs 57, rate 5381.107250281113, time 1.863127442309633
Epochs 58, rate 5381.107177319414, time 1.8683673939449363
Epochs 59, rate 5381.107103075456, time 1.8642979908690904
Epochs 60, rate 5381.107027513013, time 1.9083796868726495
Epochs 61, rate 5381.106950594265, time 1.8651797670099768
Epochs 62, rate 5381.106872280031, time 1.8640120010604733
Epochs 63, rate 5381.106792529559, time 1.8627369502864894
Epochs 64, rate 5381.106711300331, time 1.8624144774512388
Epochs 65, rate 5381.106628548264, time 1.8526339352101786
Epochs 66, rate 5381.106544227327, time 1.865828422807681
Epochs 67, rate 5381.106458289405, time 1.8354748559286236
