Updated best error: 2032.9356849244361. was found in iteration 0, time 0.5086429211660288
Epochs 0, rate 2032.9356849244361, time 0.5169072536664316
Updated best error: 1893.1883172806595. was found in iteration 1, time 0.5196465722401626
Epochs 1, rate 1893.1883172806595, time 0.5287487775785848
Epochs 2, rate 1893.930977305111, time 0.5430742389289662
Epochs 3, rate 1893.9430426755669, time 0.5091765626857523
Epochs 4, rate 1893.9430268430135, time 0.4967633683118038
Epochs 5, rate 1893.9428043384742, time 0.4966180545889074
Epochs 6, rate 1893.9425648166732, time 0.4956122979929205
Epochs 7, rate 1893.9423093133869, time 0.5026124009600608
Epochs 8, rate 1893.942035414704, time 0.49393067792698275
Epochs 9, rate 1893.9417401897344, time 0.49589086753258016
Epochs 10, rate 1893.9414201198085, time 0.49590076121967286
Epochs 11, rate 1893.9410709391839, time 0.5041487072885502
Epochs 12, rate 1893.9406874205015, time 0.49637998739490286
Epochs 13, rate 1893.9402630818195, time 0.5110773900669301
Epochs 14, rate 1893.939789780377, time 0.4959867127618054
Epochs 15, rate 1893.9392571388382, time 0.5054256131261354
Epochs 16, rate 1893.9386517159496, time 0.49580182421777863
Epochs 17, rate 1893.9379557798009, time 0.49947733429144137
Epochs 18, rate 1893.9371454413006, time 0.49959976885293145
Epochs 19, rate 1893.9361877221563, time 0.5031055401341291
Epochs 20, rate 1893.9350357736732, time 0.4986753261182457
Epochs 21, rate 1893.9336207266863, time 0.503737500301213
Epochs 22, rate 1893.9318370382339, time 0.49808448665135074
Epochs 23, rate 1893.9295143583638, time 0.5059066943504149
Epochs 24, rate 1893.9263588468652, time 0.49698381235066336
Epochs 25, rate 1893.9218167298345, time 0.5011051573674195
Epochs 26, rate 1893.9147059300542, time 0.49679552284942474
Epochs 27, rate 1893.90197396501, time 0.5068707118916791
Epochs 28, rate 1893.8725667979688, time 0.4930770369974198
Epochs 29, rate 1893.727792167734, time 0.5063970509363571
Epochs 30, rate 1896.907837616141, time 0.5004190910112811
Epochs 31, rate 1893.760700509693, time 0.4948848017520504
Epochs 32, rate 1893.9402381311793, time 0.49218505798489787
Epochs 33, rate 1893.9461897461665, time 0.5015559391467832
Epochs 34, rate 1893.946257764682, time 0.4963994656136492
Epochs 35, rate 1893.9462331056156, time 0.5049374207883375
Epochs 36, rate 1893.9462073267262, time 0.49308538482000586
Epochs 37, rate 1893.9461818617838, time 0.504982560800272
Epochs 38, rate 1893.9461567198796, time 0.4973307102773106
Epochs 39, rate 1893.9461318877707, time 0.5062313314265339
Epochs 40, rate 1893.946107352399, time 0.5174699579365551
Epochs 41, rate 1893.9460831009942, time 0.5056847044324968
Epochs 42, rate 1893.9460591213274, time 0.5012600556219695
Epochs 43, rate 1893.946035401413, time 0.49637194875685964
Epochs 44, rate 1893.9460119297478, time 0.495791930516134
Epochs 45, rate 1893.9459886950758, time 0.5023570197809022
Epochs 46, rate 1893.9459656865529, time 0.49178281717468053
Epochs 47, rate 1893.9459428934574, time 0.505251545808278
Epochs 48, rate 1893.9459203054676, time 0.4982588631391991
Epochs 49, rate 1893.9458979125354, time 0.5014783354272367
Epochs 50, rate 1893.9458757047435, time 0.4959935146762291
Epochs 51, rate 1893.9458536725112, time 0.5053755262633786
Epochs 52, rate 1893.9458318064276, time 0.5030143325711833
Epochs 53, rate 1893.945810097237, time 0.5074853580881609
Epochs 54, rate 1893.9457885358836, time 0.5022447881055996
Epochs 55, rate 1893.9457671135276, time 0.5116131958493497
Epochs 56, rate 1893.9457458214363, time 0.5023836090986151
Epochs 57, rate 1893.9457246509603, time 0.5051204542687628
Epochs 58, rate 1893.9457035936919, time 0.5042062144202646
Epochs 59, rate 1893.945682641253, time 0.5003884823672706
Epochs 60, rate 1893.945661785423, time 0.5050227539759362
Epochs 61, rate 1893.9456410180187, time 0.5005328685801942
Epochs 62, rate 1893.9456203309942, time 0.5011775050516007
Epochs 63, rate 1893.9455997163295, time 0.5087715392874088
Epochs 64, rate 1893.9455791660985, time 0.5018654265004443
Epochs 65, rate 1893.9455586723657, time 0.5053872750286246
Epochs 66, rate 1893.9455382272781, time 0.506318519677734
Epochs 67, rate 1893.9455178230153, time 0.5246951425942825
Epochs 68, rate 1893.9454974517532, time 0.5067937265266664
Epochs 69, rate 1893.9454771056555, time 0.5016211757319979
Epochs 70, rate 1893.9454567768769, time 0.5025647875154391
Epochs 71, rate 1893.94543645768, time 0.5059756410919363
