Updated best error: 27579.254611330714. was found in iteration 0, time 1.8548006558266934
Epochs 0, rate 27579.254611330714, time 1.8631070365663618
Updated best error: 25185.912833010694. was found in iteration 1, time 1.874738628481282
Epochs 1, rate 25185.912833010694, time 1.8830171831941698
Updated best error: 25101.70944190847. was found in iteration 2, time 1.8539034207642544
Epochs 2, rate 25101.70944190847, time 1.8621284876426216
Epochs 3, rate 25101.87232573346, time 1.8627697231713682
Updated best error: 25069.940550078773. was found in iteration 4, time 1.8531054319173563
Epochs 4, rate 25069.940550078773, time 1.8617806622060016
Epochs 5, rate 25075.693533325397, time 1.8773437637719326
Epochs 6, rate 25073.77599425867, time 1.8514507103245705
Updated best error: 25067.459782282684. was found in iteration 7, time 1.8515144010598306
Epochs 7, rate 25067.459782282684, time 1.8603231963061262
Epochs 8, rate 25084.11586321002, time 1.8579397417779546
Epochs 9, rate 25072.931636564976, time 1.8554963067290373
Epochs 10, rate 25078.751545011302, time 1.8546018542547245
Epochs 11, rate 25082.155603400475, time 1.8585067745589186
Epochs 12, rate 25079.42752881356, time 1.8728946898772847
Epochs 13, rate 25079.997946101408, time 1.8967756117635872
Updated best error: 25067.39267219119. was found in iteration 14, time 1.8553534664097242
Epochs 14, rate 25067.39267219119, time 1.8553769639402162
Epochs 15, rate 25085.129088383157, time 1.8554703357513063
Epochs 16, rate 25067.981598869734, time 1.854956481634872
Epochs 17, rate 25069.60139946721, time 1.8579632393084466
Epochs 18, rate 25074.442473727937, time 1.8615611456916668
Epochs 19, rate 25097.939280251172, time 1.864027459960198
Epochs 20, rate 25082.89496975526, time 1.8618134350981563
Epochs 21, rate 25069.430574933907, time 1.8636867456370965
Updated best error: 25063.977453956144. was found in iteration 22, time 1.8532077698910143
Epochs 22, rate 25063.977453956144, time 1.8613134939805605
Epochs 23, rate 25087.055793505468, time 1.8696356427972205
Epochs 24, rate 25071.133767957755, time 1.8663462962722406
Epochs 25, rate 25080.957676808852, time 1.892716102389386
