Updated best error: 25143.75967976176. was found in iteration 0, time 6.995763331535272
Epochs 0, rate 25143.75967976176, time 7.009101896168431
Updated best error: 24910.858723871155. was found in iteration 1, time 7.063656384329079
Epochs 1, rate 24910.858723871155, time 7.076436573173851
Epochs 2, rate 24965.78440356012, time 7.025385692031705
Epochs 3, rate 24981.63344857478, time 7.041475942387478
Epochs 4, rate 24963.309101857078, time 7.006068549118936
Epochs 5, rate 24995.7847825021, time 6.992349077001563
Epochs 6, rate 24991.430485285044, time 7.017849783311249
Epochs 7, rate 24996.584428393002, time 7.0387310585792875
Epochs 8, rate 25002.77707740445, time 7.06246326577093
Epochs 9, rate 25014.893768256792, time 7.027851697130245
Epochs 10, rate 25031.707819204843, time 7.018324990160181
Epochs 11, rate 25006.622697622566, time 7.04606878409686
Epochs 12, rate 25023.76945757853, time 7.012533464672742
Epochs 13, rate 24990.600758738514, time 7.030916271149181
Epochs 14, rate 24991.492327947246, time 7.036002561246278
Epochs 15, rate 24974.999313372587, time 6.997801124845864
Epochs 16, rate 24997.81584476787, time 7.02616605773801
Epochs 17, rate 24998.92342260037, time 7.010401062827441
Epochs 18, rate 25001.41259324562, time 7.013920128752943
Epochs 19, rate 25018.648862149745, time 7.030289257832919
Epochs 20, rate 25041.689378384344, time 7.038885338493856
Epochs 21, rate 25015.00296723483, time 7.043311223998899
Epochs 22, rate 25028.30368946197, time 7.02098392242624
Epochs 23, rate 25031.328706507542, time 7.017236064653844
Epochs 24, rate 25032.368926413066, time 7.026246753244777
Epochs 25, rate 25031.269988395816, time 7.03009663982084
Epochs 26, rate 25024.012201766876, time 7.031547922160826
Epochs 27, rate 25032.54312854619, time 7.025139895398752
Epochs 28, rate 25024.05801804461, time 7.020196754805511
Epochs 29, rate 25045.6862973229, time 7.02724292530911
Epochs 30, rate 25042.218994454834, time 7.021604752197163
Epochs 31, rate 25035.638430669, time 7.035251258275821
Epochs 32, rate 25030.14999351267, time 7.033267261955189
Epochs 33, rate 25027.395201838037, time 7.0795768958487315
Epochs 34, rate 25038.380423708422, time 7.051877932739444
Epochs 35, rate 25027.527197717598, time 7.064732942730188
Epochs 36, rate 25038.910239877117, time 7.030676348891575
Epochs 37, rate 25029.378206416768, time 7.05679572072404
Epochs 38, rate 25046.38391477375, time 7.08500668288616
Epochs 39, rate 25033.477212946746, time 7.02190434584918
Epochs 40, rate 25051.402133582687, time 7.044499704890768
Epochs 41, rate 25030.941685600887, time 7.027606209667283
Epochs 42, rate 25044.735682267437, time 7.049577337980736
Epochs 43, rate 25045.318122572025, time 7.032447939796839
Epochs 44, rate 25044.16737290186, time 7.06738043538644
Epochs 45, rate 25047.73323403194, time 7.044250816470594
Epochs 46, rate 25046.57163880417, time 7.053254393962561
Epochs 47, rate 25037.47085226548, time 7.035414504352957
Epochs 48, rate 25036.62919392442, time 7.116171842470067
Epochs 49, rate 25032.85233399709, time 7.072341199134826
Epochs 50, rate 25037.72886309105, time 7.09594973505591
Epochs 51, rate 25026.902531549887, time 7.045969537910423
Epochs 52, rate 25035.621840234893, time 7.088914076608489
Epochs 53, rate 25048.02390920475, time 7.075963221403072
Epochs 54, rate 25031.240181290967, time 7.061430301502696
Epochs 55, rate 25045.909186793233, time 7.046131856448483
Epochs 56, rate 25057.035075431002, time 7.03640913052368
Epochs 57, rate 25041.368778658634, time 7.059664275788236
Epochs 58, rate 25018.152505947375, time 7.034070197667461
Epochs 59, rate 25028.925090244444, time 7.057721709337784
Epochs 60, rate 25036.307619030275, time 7.061382378888084
Epochs 61, rate 25036.215134081685, time 7.049112643187982
Epochs 62, rate 25040.825082889023, time 7.087979740172159
Epochs 63, rate 25040.34530055688, time 7.05319595929177
Epochs 64, rate 25028.36930862365, time 7.0303940692101605
