Updated best error: 7160.2194156607175. was found in iteration 0, time 7.372310188562551
Epochs 0, rate 7160.2194156607175, time 7.386163844028488
Updated best error: 5305.602731576512. was found in iteration 1, time 7.415661914907105
Epochs 1, rate 5305.602731576512, time 7.429416633356595
Updated best error: 5252.613663622398. was found in iteration 2, time 7.4220158354874
Epochs 2, rate 5252.613663622398, time 7.434808082289237
Epochs 3, rate 5413.437073591029, time 7.408022740673914
Updated best error: 5168.887097483653. was found in iteration 4, time 7.391657940112054
Epochs 4, rate 5168.887097483653, time 7.404661664782907
Epochs 5, rate 5258.82153193168, time 7.430222660841537
Updated best error: 5144.672081704559. was found in iteration 6, time 7.377615376790345
Epochs 6, rate 5144.672081704559, time 7.389886967554048
Epochs 7, rate 5205.802386772202, time 7.418390412261942
Epochs 8, rate 5171.108129769534, time 7.425764002451615
Updated best error: 5134.947087043136. was found in iteration 9, time 7.411491719743935
Epochs 9, rate 5134.947087043136, time 7.425000023184111
Epochs 10, rate 5156.293813466585, time 7.436700561869657
Updated best error: 5103.173586243486. was found in iteration 11, time 7.464381283461989
Epochs 11, rate 5103.173586243486, time 7.477778282765939
Updated best error: 5092.387548668148. was found in iteration 12, time 7.462758098066843
Epochs 12, rate 5092.387548668148, time 7.47985008568503
Epochs 13, rate 5097.047514992091, time 7.444627580982342
Epochs 14, rate 5093.170828632687, time 7.41409407241008
Epochs 15, rate 5193.642987295379, time 7.405055248593271
Epochs 16, rate 5099.889464516583, time 7.429933270075708
Epochs 17, rate 5128.15957017619, time 7.398884979847935
Epochs 18, rate 5109.384325945348, time 7.435103038267698
Epochs 19, rate 5159.21714016073, time 7.434135928939213
Epochs 20, rate 5115.6706127106745, time 7.4199891725802445
Epochs 21, rate 5220.769855102991, time 7.372930709148932
Epochs 22, rate 5099.106705162706, time 7.4281712636802695
Epochs 23, rate 5156.021824601302, time 7.399448611649859
Epochs 24, rate 5132.247604215728, time 7.424044353465433
Epochs 25, rate 5098.5775554628, time 7.408779608835175
Epochs 26, rate 5097.628727934218, time 7.393292874272447
Epochs 27, rate 5129.028869410739, time 7.400989246474637
Epochs 28, rate 5101.588345047058, time 7.407184867835895
Epochs 29, rate 5104.661094250389, time 7.453786056743411
Epochs 30, rate 5151.9965747065435, time 7.41918283591076
Epochs 31, rate 5194.246433829166, time 7.456039038072049
Epochs 32, rate 5101.36114792911, time 8.200526159409492
Epochs 33, rate 5132.161266016066, time 7.440128729424032
Epochs 34, rate 5099.481851259534, time 7.430541423542309
Epochs 35, rate 5103.417106639581, time 7.352855461365834
Epochs 36, rate 5096.5474452596845, time 7.484440144806285
Epochs 37, rate 5145.348211225728, time 7.446778224337322
Epochs 38, rate 5097.663438864547, time 7.442835584304703
Epochs 39, rate 5244.516001555823, time 7.4351256082663895
Epochs 40, rate 5102.182459279942, time 7.397384847361536
Epochs 41, rate 5099.782141128733, time 7.439289619869669
Epochs 42, rate 5186.076726345054, time 7.391963717323961
Epochs 43, rate 5133.535363427415, time 7.39464645631233
Epochs 44, rate 5277.835725338738, time 7.448969370023406
Epochs 45, rate 5101.221014128691, time 7.4298315504638595
Epochs 46, rate 5195.292766632479, time 7.443462597635516
Epochs 47, rate 5106.724450037907, time 7.467475847777678
Updated best error: 5089.62189722105. was found in iteration 48, time 7.463036976783769
Epochs 48, rate 5089.62189722105, time 7.4764008940182975
Epochs 49, rate 5190.65134978287, time 7.375057854966144
Epochs 50, rate 5103.74943191026, time 7.5327337750277366
Epochs 51, rate 5103.6164959765365, time 7.407066452593426
Epochs 52, rate 5103.426300196685, time 7.373912349845341
Epochs 53, rate 5103.127202095969, time 7.364987921951979
Epochs 54, rate 5102.538890781077, time 7.427880636205373
Epochs 55, rate 5100.217752922349, time 7.467431944474811
Epochs 56, rate 5126.906686539506, time 7.394332640469656
Epochs 57, rate 5102.939936843222, time 7.424257686405326
Epochs 58, rate 5100.684380413349, time 7.4109042812197
Epochs 59, rate 5196.3950547964605, time 7.434069455637655
Epochs 60, rate 5099.096488651289, time 7.361484005748935
Epochs 61, rate 5128.351021539196, time 7.368711354662082
Epochs 62, rate 5101.7578490413525, time 7.385320715147827
Epochs 63, rate 5226.085840752238, time 7.407631939466228
Epochs 64, rate 5103.589676877512, time 7.450512787450862
Epochs 65, rate 5102.710970622421, time 7.38460249426862
Epochs 66, rate 5099.740329142462, time 7.4244499952255865
Epochs 67, rate 5101.484047292887, time 7.499160117498832
Epochs 68, rate 5212.953643714208, time 7.951421925870818
Epochs 69, rate 5090.561178404549, time 8.396990026842104
Epochs 70, rate 5113.154608017609, time 7.542316443235904
Epochs 71, rate 5101.235860056535, time 7.544750912151358
Epochs 72, rate 5104.459137643507, time 7.604271110918489
Epochs 73, rate 5104.442392211216, time 7.619201015593717
Epochs 74, rate 5104.421402011696, time 7.570236159561318
Epochs 75, rate 5104.397170651411, time 7.6064161890608375
Epochs 76, rate 5104.368667765097, time 7.579991040016466
Epochs 77, rate 5104.33435185933, time 7.544319299420749
Epochs 78, rate 5104.291800689714, time 7.625461564362922
Epochs 79, rate 5104.236962725242, time 8.591846167779295
Epochs 80, rate 5104.162479322387, time 7.983519257628359
Epochs 81, rate 5104.053369133957, time 7.530736484040972
Epochs 82, rate 5103.873486639273, time 7.616314528189832
Epochs 83, rate 5103.507015181382, time 7.565710100323486
Epochs 84, rate 5102.243089991279, time 7.586924051305687
Epochs 85, rate 5129.167370799339, time 7.627332092291908
Epochs 86, rate 5104.134792379911, time 7.551099267526297
Epochs 87, rate 5101.798839608635, time 7.588338232257229
Epochs 88, rate 5094.3048257977825, time 7.505829090638144
Epochs 89, rate 5103.861141417228, time 7.626971281373699
Epochs 90, rate 5103.103563256462, time 7.622144391767506
Epochs 91, rate 5197.925104812665, time 7.5336461598053575
Epochs 92, rate 5104.435617879159, time 7.579671040606627
Epochs 93, rate 5104.200612453022, time 7.535562755285355
Epochs 94, rate 5104.1582863662325, time 7.685201897984371
Epochs 95, rate 5104.8978935909, time 7.58443300279032
Epochs 96, rate 5103.857000012316, time 7.61831614766561
Epochs 97, rate 5108.963732675586, time 7.68469484578236
Epochs 98, rate 5113.273137532397, time 7.569432296317245
Epochs 99, rate 5103.22898490246, time 7.5990497099774075
