Updated best error: 25062.2030623865. was found in iteration 0, time 6.556831430803868
Epochs 0, rate 25062.2030623865, time 6.570185145159485
Updated best error: 24780.793484782887. was found in iteration 1, time 6.533868458907818
Epochs 1, rate 24780.793484782887, time 6.546988434565719
Epochs 2, rate 24850.143660043952, time 6.533959666470764
Updated best error: 24767.609038486007. was found in iteration 3, time 6.515632512062439
Epochs 3, rate 24767.609038486007, time 6.528488758747699
Epochs 4, rate 24847.850791997476, time 6.63020312077424
Epochs 5, rate 24911.959638983077, time 6.675246670070919
Epochs 6, rate 24916.08208294558, time 6.613025181635749
Epochs 7, rate 24922.23008727513, time 6.605001080577495
Epochs 8, rate 24961.485685776355, time 6.576360360762919
Epochs 9, rate 24946.988998886307, time 6.5639975624362705
Epochs 10, rate 24952.01092446733, time 6.5404075772094075
Epochs 11, rate 24928.070848103034, time 6.576217520443606
Epochs 12, rate 24892.646772812568, time 6.561300292087253
Epochs 13, rate 24976.484925855442, time 6.559592082689051
Epochs 14, rate 24979.941260423653, time 6.574781697025173
Epochs 15, rate 24959.159611514082, time 6.575708303993451
Epochs 16, rate 24945.347182883834, time 6.534466100303689
Epochs 17, rate 24951.12320714088, time 6.580434401519597
Epochs 18, rate 24981.857274788614, time 6.567509208092815
Epochs 19, rate 24976.435190465414, time 6.564406295976369
Epochs 20, rate 24962.736357931986, time 6.57159963529557
Epochs 21, rate 24954.880165259834, time 6.557048783055507
Epochs 22, rate 24949.909076076354, time 6.550149781367509
Epochs 23, rate 24964.760022335788, time 6.528469589698943
Epochs 24, rate 24981.607482066756, time 6.570588004324236
Epochs 25, rate 24964.486915705776, time 6.581132216640981
Epochs 26, rate 24999.142676761534, time 6.550555423120386
Epochs 27, rate 24946.01056379778, time 6.560821684266557
Epochs 28, rate 24965.16773506265, time 6.538555290797376
Epochs 29, rate 24974.944130586322, time 6.570575328019913
Epochs 30, rate 24968.02169335382, time 6.5650265073927585
Epochs 31, rate 24989.327405905926, time 6.57741311241989
Epochs 32, rate 24945.588722849814, time 6.547470443343627
Epochs 33, rate 24969.732152192562, time 6.552851071042824
Epochs 34, rate 24978.116432577066, time 6.5367475260281935
Epochs 35, rate 24966.355521170957, time 6.555021501801093
Epochs 36, rate 24991.024396275752, time 6.571298186579952
Epochs 37, rate 24977.731490695394, time 6.573684114511707
Epochs 38, rate 24961.46527340861, time 6.569836701368331
Epochs 39, rate 24957.721832337957, time 6.588085324518033
Epochs 40, rate 24975.125107667434, time 6.5513840206112945
Epochs 41, rate 24970.02205992644, time 6.535963450194686
Epochs 42, rate 25003.97190540719, time 6.556077036075294
Epochs 43, rate 24974.94129913836, time 6.542917176426272
Epochs 44, rate 24982.55491800994, time 6.559996796917403
Epochs 45, rate 24937.320846374514, time 6.542667978821555
Epochs 46, rate 24963.114848867106, time 6.57617052536807
Epochs 47, rate 24951.915550588696, time 6.572019808430923
Epochs 48, rate 24945.982267660653, time 6.544474197697127
Epochs 49, rate 24998.784425105434, time 6.546399140977883
Epochs 50, rate 24950.350271411662, time 6.551951362562249
Epochs 51, rate 24984.28135183694, time 6.551055673407973
Epochs 52, rate 24976.524569542173, time 6.560278458229732
Epochs 53, rate 25008.667919138778, time 6.529175752642914
Epochs 54, rate 24997.782858651608, time 6.556527508655563
Epochs 55, rate 25027.592067340654, time 6.536281594526372
Epochs 56, rate 25006.92411034781, time 6.575304826488718
Epochs 57, rate 25019.829585607218, time 6.596323995225248
Epochs 58, rate 25008.363761271452, time 6.578026212751865
Epochs 59, rate 25000.845932267843, time 6.580772024084581
Epochs 60, rate 24993.12864215302, time 6.634776484279428
Epochs 61, rate 24986.295109074537, time 6.551354648690904
Epochs 62, rate 24956.179901865402, time 6.552933930797735
Epochs 63, rate 24959.030522647958, time 6.6007916197995655
Epochs 64, rate 24992.14434037944, time 6.568437051799265
Epochs 65, rate 24949.655439557933, time 6.55688677370199
Epochs 66, rate 24969.23167783339, time 6.561847846620367
Epochs 67, rate 24976.549743618798, time 6.540885257491027
Epochs 68, rate 24954.751980253382, time 6.558405456860783
Epochs 69, rate 24949.070015402947, time 6.550318592635449
Epochs 70, rate 24983.47560300945, time 6.5653044585633324
Epochs 71, rate 24974.63747922925, time 6.565496767390869
Epochs 72, rate 24922.507235531284, time 6.701546601965674
Epochs 73, rate 24959.323759016803, time 6.564900671874057
Epochs 74, rate 24977.557211844236, time 6.561101181330741
Epochs 75, rate 24974.568535145987, time 6.557286231894977
Epochs 76, rate 24951.29259988193, time 6.599336936487816
Epochs 77, rate 24946.605039524096, time 6.570693434070563
Epochs 78, rate 24993.933389961294, time 6.5959455611300655
Epochs 79, rate 24979.608644427513, time 6.607536650757538
Epochs 80, rate 24976.692333556755, time 6.575858564581722
Epochs 81, rate 25004.811037872263, time 6.573105951334583
Epochs 82, rate 24984.22771626713, time 6.582952657714486
Epochs 83, rate 24978.04813048533, time 6.583617081603734
Epochs 84, rate 24974.94048738994, time 6.605096925821272
Epochs 85, rate 24949.08706055591, time 6.558095969521673
Epochs 86, rate 24957.757981388997, time 6.59348141112423
Epochs 87, rate 24993.600822264387, time 6.648641270163353
Epochs 88, rate 24977.551150343246, time 6.6120491061592475
Epochs 89, rate 24946.306486820053, time 6.602955248628859
Epochs 90, rate 24940.252340504194, time 6.625858858315041
Epochs 91, rate 24939.1822190685, time 6.648283860180527
Epochs 92, rate 24953.30317308245, time 6.572930028967676
Epochs 93, rate 24937.52105035062, time 6.565952805191046
Epochs 94, rate 24986.742502448724, time 6.582585354044568
Epochs 95, rate 24937.482694940234, time 6.553537755753496
Epochs 96, rate 24922.095317700907, time 6.5720569098048145
Epochs 97, rate 24970.24159521409, time 6.618505983060459
Epochs 98, rate 24964.38820016445, time 6.5957640735578025
Epochs 99, rate 24969.72626045807, time 6.569439407423488
