Updated best error: 24317.835937269305. was found in iteration 0, time 1.9414710264536552
Epochs 0, rate 24317.835937269305, time 1.9508060429507168
Epochs 1, rate 24346.689196613894, time 1.9902123466599733
Epochs 2, rate 24378.225997295154, time 1.9387811763735954
Epochs 3, rate 24639.765781758313, time 1.9271313429053407
Epochs 4, rate 24701.090364140106, time 1.9215104837639956
Epochs 5, rate 24724.96414748528, time 1.9365390162784024
Epochs 6, rate 24754.287109603705, time 1.9631184452300658
Epochs 7, rate 24780.769891638945, time 1.9723563797815586
Epochs 8, rate 24780.54174912438, time 1.9251522934428067
Epochs 9, rate 24788.75237310514, time 1.9285547992039938
Epochs 10, rate 24815.26147019002, time 1.9943293631804409
Epochs 11, rate 24811.24298285674, time 1.9433947330253432
Epochs 12, rate 24795.737414661344, time 1.9610577727289638
Epochs 13, rate 24816.576514856228, time 1.9362715771640069
Epochs 14, rate 24799.626700937155, time 1.9450485270645004
Epochs 15, rate 24801.71297364017, time 1.9506084780950914
Epochs 16, rate 24815.146028088016, time 1.9779484853497706
Epochs 17, rate 24810.01803988756, time 1.92320137918432
Epochs 18, rate 24817.98517318948, time 1.9514141964100418
Epochs 19, rate 24821.321151411372, time 1.967295133130392
Epochs 20, rate 24837.5947378167, time 1.957043712536688
Epochs 21, rate 24832.458793235837, time 1.947072716546245
Epochs 22, rate 24805.058133635044, time 1.9486288102707476
Epochs 23, rate 24842.79296514071, time 1.9137785560815246
Epochs 24, rate 24831.884590778427, time 1.9459173177165212
Epochs 25, rate 24835.14111976435, time 1.9586387627205113
Epochs 26, rate 24827.414386121112, time 1.9302382743408089
Epochs 27, rate 24860.77814177984, time 1.9680965229563299
Epochs 28, rate 24894.278100019365, time 1.9230690509284614
Epochs 29, rate 24837.49185669438, time 2.006858190179628
Epochs 30, rate 24857.214303729117, time 1.953983157829498
Epochs 31, rate 24858.17602829709, time 1.944227968197083
Epochs 32, rate 24855.551653487288, time 1.9562914820489823
Epochs 33, rate 24851.140330735867, time 1.9269334688724484
Epochs 34, rate 24840.84187601888, time 1.9477748601639178
Epochs 35, rate 24867.392615290806, time 1.933084877753572
Epochs 36, rate 24914.81791148119, time 2.02111965163931
Epochs 37, rate 24856.942629696954, time 1.9459222645746195
Epochs 38, rate 24870.163571445242, time 1.9466101859943592
Epochs 39, rate 24886.166015531835, time 1.9444409919597092
Epochs 40, rate 24874.65496453148, time 1.979163246382086
Epochs 41, rate 24856.86836771915, time 1.9336274854431394
Epochs 42, rate 24858.91749704116, time 2.020553546411975
Epochs 43, rate 24883.068596135432, time 1.9260016058760812
Epochs 44, rate 24878.55873110977, time 1.9332178243712406
Epochs 45, rate 24901.070405867118, time 1.9361568720560172
Epochs 46, rate 24865.7827650831, time 2.005563351995079
Epochs 47, rate 24911.079228014143, time 1.9963133595010731
Epochs 48, rate 24883.950469401705, time 1.9592527905624593
Epochs 49, rate 24877.146140624387, time 1.947174745342636
Epochs 50, rate 24861.489580302834, time 1.958674627385335
Epochs 51, rate 24884.74446220403, time 1.933885958394967
Epochs 52, rate 24865.14425287426, time 1.9394387983411434
Epochs 53, rate 24868.006825310076, time 1.9694742208739626
Epochs 54, rate 24860.928646789547, time 1.950755646903417
Epochs 55, rate 24871.952451381505, time 1.9789842322279583
Epochs 56, rate 24882.62692587853, time 1.9452785556204617
Epochs 57, rate 24887.09376385597, time 1.950510159440455
Epochs 58, rate 24875.825271219725, time 1.9477909374327282
Epochs 59, rate 24860.611943644166, time 1.9683611794607714
Epochs 60, rate 24885.881713788378, time 1.9821424872352509
Epochs 61, rate 24859.391921565948, time 1.9652335330902133
Epochs 62, rate 24878.23027882401, time 1.9548958517843857
Epochs 63, rate 24895.73668159831, time 1.9589720567892073
Epochs 64, rate 24923.55822649747, time 1.9582430146620027
Epochs 65, rate 24876.105668163116, time 1.9414738090563333
Epochs 66, rate 24886.06069501467, time 1.9388810409145663
Epochs 67, rate 24880.068074801908, time 1.9468664946980425
Epochs 68, rate 24856.790179205895, time 1.9282103747173096
Epochs 69, rate 24907.198093829753, time 1.9853214571776334
Epochs 70, rate 24890.27102875921, time 1.938317718289909
Epochs 71, rate 24887.91387372776, time 1.947595536825247
Epochs 72, rate 24895.27964094979, time 1.9547502288696705
Epochs 73, rate 24890.046763468712, time 1.937341024451598
Epochs 74, rate 24893.409406725343, time 1.9489617951621767
Epochs 75, rate 24888.69078588136, time 1.9511918973075808
Epochs 76, rate 24885.778872851715, time 1.9492100652350928
Epochs 77, rate 24915.015767137273, time 1.9989645623063552
Epochs 78, rate 24904.102986286976, time 1.9773078681828338
Epochs 79, rate 24856.25345940506, time 1.9799201145433472
Epochs 80, rate 24910.309807152207, time 1.9556335509041674
Epochs 81, rate 24920.187037698666, time 1.9541127034754027
Epochs 82, rate 24898.612431190428, time 2.0563962625310523
Epochs 83, rate 24884.935093772525, time 2.0222326930597774
Epochs 84, rate 24897.382258811518, time 2.017016238962242
Epochs 85, rate 24909.132635815997, time 1.9873372988513438
Epochs 86, rate 24893.38735569942, time 1.9810084217097028
Epochs 87, rate 24903.53612056073, time 1.9703547603057814
Epochs 88, rate 24886.418444282383, time 1.935689394660585
Epochs 89, rate 24932.453250107646, time 1.9753405674855458
Epochs 90, rate 24881.871053942337, time 1.9389441132589127
Epochs 91, rate 24910.175246242205, time 1.936394320895488
Epochs 92, rate 24900.963705143324, time 1.9570335096577764
Epochs 93, rate 24901.664329561114, time 1.970545523239707
Epochs 94, rate 24879.902522226002, time 1.9251931049511768
Epochs 95, rate 24895.254286862833, time 1.951033288904
Epochs 96, rate 24853.936127064408, time 1.949534083956678
Epochs 97, rate 24878.56268556319, time 1.9352212989178952
Epochs 98, rate 24858.397417870863, time 1.9266969475720543
Epochs 99, rate 24865.26030201326, time 1.9296440339021501
