Updated best error: 16036.53043321962. was found in iteration 0, time 2.211534757341724
Epochs 0, rate 16036.53043321962, time 2.222789151914185
Updated best error: 15891.399048075007. was found in iteration 1, time 2.2678800054709427
Epochs 1, rate 15891.399048075007, time 2.2782000636216253
Updated best error: 15871.801925166506. was found in iteration 2, time 2.257770806842018
Epochs 2, rate 15871.801925166506, time 2.266655041545164
Updated best error: 15870.532939954557. was found in iteration 3, time 2.259208485338604
Epochs 3, rate 15870.532939954557, time 2.2684767193568405
Epochs 4, rate 15874.79756218543, time 2.29439512535464
Updated best error: 15850.6647691201. was found in iteration 5, time 2.252341947343666
Epochs 5, rate 15850.6647691201, time 2.2641071042453405
Epochs 6, rate 15890.689102580136, time 2.2633323037880473
Updated best error: 15825.411456463462. was found in iteration 7, time 2.2751308519218583
Epochs 7, rate 15825.411456463462, time 2.285560977528803
Epochs 8, rate 15898.771239946942, time 2.3192848956095986
Updated best error: 15776.456138850339. was found in iteration 9, time 2.248700137657579
Epochs 9, rate 15776.456138850339, time 2.25944840759621
Epochs 10, rate 15936.447511287523, time 2.2406299690774176
Epochs 11, rate 15864.471937412662, time 2.226289976359112
Epochs 12, rate 15778.458279998777, time 2.2424142363015562
Epochs 13, rate 15908.857560716595, time 2.2314096576883458
Epochs 14, rate 15917.25493546248, time 2.2136755069950595
Epochs 15, rate 15803.847314521756, time 2.2218192600121256
Epochs 16, rate 15977.762559889485, time 2.225480238732416
Epochs 17, rate 15864.873093282382, time 2.2192536995571572
Epochs 18, rate 15787.988714947283, time 2.222940958396066
Epochs 19, rate 15946.497647009282, time 2.2291276135947555
Epochs 20, rate 15930.202914993619, time 2.3452258716570213
Epochs 21, rate 15830.64194191706, time 2.2550117008504458
Epochs 22, rate 15885.88965608443, time 2.2510786453203764
Epochs 23, rate 15874.912351152505, time 2.2606603860040195
Epochs 24, rate 15915.56393897547, time 2.2358451276959386
Epochs 25, rate 15975.884608326023, time 2.2138177289743908
Epochs 26, rate 15787.516035444802, time 2.240377370530041
Updated best error: 15717.283357495733. was found in iteration 27, time 2.2268669028417207
Epochs 27, rate 15717.283357495733, time 2.2365788075258024
Epochs 28, rate 15790.246210257996, time 2.2621775232837535
Epochs 29, rate 15762.285670654537, time 2.255511023598956
Updated best error: 15711.985744422866. was found in iteration 30, time 2.308970402693376
Epochs 30, rate 15711.985744422866, time 2.317933787009679
Epochs 31, rate 15744.756735300478, time 2.334577466303017
Epochs 32, rate 15816.62978748043, time 2.301667923486093
Epochs 33, rate 15845.871409125039, time 2.253215994045604
Epochs 34, rate 15816.577696326221, time 2.2548289765545633
Epochs 35, rate 15949.119568955244, time 2.267279890627833
Epochs 36, rate 15748.484095066244, time 2.2653308314620517
Epochs 37, rate 15803.242757655313, time 2.306872010434745
Epochs 38, rate 15831.067444291853, time 2.2612734863359947
Epochs 39, rate 15801.913370869712, time 2.2729078608972486
Epochs 40, rate 15868.352229698578, time 2.273559299268527
Epochs 41, rate 15775.000176000261, time 2.3834495688788593
Epochs 42, rate 15802.000932945644, time 2.273503647214966
Epochs 43, rate 15772.110461551232, time 2.259813856187975
Epochs 44, rate 15858.251627588683, time 2.261816403217381
Epochs 45, rate 15891.660905995926, time 2.2443574210919905
Epochs 46, rate 15850.747467788517, time 2.304130218399223
Epochs 47, rate 15875.880566886046, time 2.2910414697544184
Epochs 48, rate 15937.480778893734, time 2.287303814839106
Epochs 49, rate 15825.054923835121, time 2.236027852020925
Epochs 50, rate 15858.456701304262, time 2.2483238678541966
Epochs 51, rate 15834.841855074552, time 2.2348894579918124
Epochs 52, rate 15872.834804710103, time 2.321452234609751
Updated best error: 15685.217390104675. was found in iteration 53, time 2.2652117978723254
Epochs 53, rate 15685.217390104675, time 2.279528293031035
Epochs 54, rate 15851.087015680458, time 2.275046755472431
Epochs 55, rate 15923.296654959706, time 2.2324052113690414
Epochs 56, rate 15803.463953193592, time 2.258331965218531
Epochs 57, rate 15768.279196326945, time 2.2954488045943435
Epochs 58, rate 15854.636869892794, time 2.269823499460472
Epochs 59, rate 15801.329446853344, time 2.2659952553512994
Epochs 60, rate 15899.116211874258, time 2.260316579893697
Epochs 61, rate 15893.884360498183, time 2.253456225473201
Epochs 62, rate 15815.196766489806, time 2.2683456278173253
Epochs 63, rate 15838.324171879549, time 2.2650120687903836
Epochs 64, rate 15962.527976904206, time 2.2550005704397336
Epochs 65, rate 15772.06118594339, time 2.2363237355311867
Epochs 66, rate 15854.440649506203, time 2.240906683524372
Epochs 67, rate 15823.11787654035, time 2.2869887622946408
Epochs 68, rate 15850.073069739668, time 2.232838679163251
Epochs 69, rate 15818.98990712329, time 2.2593046397378203
Epochs 70, rate 15884.987045506612, time 2.251657736051129
Epochs 71, rate 15919.52502524773, time 2.2442257111833896
Epochs 72, rate 15814.683965917526, time 2.3069434305944014
Epochs 73, rate 15868.018987018571, time 2.242493695084704
Epochs 74, rate 15715.04471072845, time 2.23716222672374
Epochs 75, rate 15706.251174008243, time 2.2607534486451186
Epochs 76, rate 15816.748202521641, time 2.270188329683151
Epochs 77, rate 15839.09229780306, time 2.3215820894401986
Epochs 78, rate 15719.445777312154, time 2.2471641405427363
Epochs 79, rate 15803.247634087724, time 2.241190818254836
Epochs 80, rate 15839.5049319952, time 2.302302357100416
Epochs 81, rate 15932.477063376236, time 2.2404379694198724
Epochs 82, rate 15958.113333134701, time 2.309809821425006
Epochs 83, rate 15803.261256566266, time 2.330982651707018
Epochs 84, rate 15848.820265363584, time 2.2479466704826336
Epochs 85, rate 15864.506814357517, time 2.2764572262822185
Epochs 86, rate 15928.87634212424, time 2.3182154483511113
Epochs 87, rate 15733.470672119358, time 2.2652584837924223
Epochs 88, rate 15919.969357074198, time 2.2525252900086343
Epochs 89, rate 15846.781612449955, time 2.2922772549209185
Epochs 90, rate 15871.792447687743, time 2.327693614322925
Epochs 91, rate 15863.431596495255, time 2.3065077985520475
Epochs 92, rate 15843.067960615725, time 2.321183249587193
Epochs 93, rate 15895.080528745339, time 2.277245012257481
Epochs 94, rate 15922.029821846994, time 2.7841058304475155
Epochs 95, rate 15908.193742053629, time 2.7510327323980164
Epochs 96, rate 15826.763292863452, time 2.606897270306945
Epochs 97, rate 15769.37212090699, time 2.614588386466494
Epochs 98, rate 15752.36927659283, time 2.495257670612773
Epochs 99, rate 15755.931452778252, time 2.3754811198741663
