Updated best error: 23706.30751566553. was found in iteration 0, time 2.4982829790305914
Epochs 0, rate 23706.30751566553, time 2.507630671834704
Updated best error: 23506.70810856863. was found in iteration 1, time 2.520232774061242
Epochs 1, rate 23506.70810856863, time 2.528781241294837
Epochs 2, rate 23558.56093527488, time 2.4957508098150356
Epochs 3, rate 23601.476402661494, time 2.503913731869943
Epochs 4, rate 23676.653536252565, time 2.526921534599751
Epochs 5, rate 23768.843181836568, time 2.5060699404307343
Epochs 6, rate 23584.414040375126, time 2.493733731431348
Epochs 7, rate 23679.676416320435, time 2.5156356038446575
Epochs 8, rate 23747.05585000355, time 2.5045138466989556
Epochs 9, rate 23692.446343175605, time 2.5007434189110427
Epochs 10, rate 23661.598438924782, time 2.5095784943082435
Epochs 11, rate 23655.31699346197, time 2.500076212419117
Epochs 12, rate 23619.372765858636, time 2.509204079544361
Epochs 13, rate 23770.808813321513, time 2.4972688746315725
Epochs 14, rate 23765.72095449449, time 2.534188767494925
Epochs 15, rate 23701.268731388187, time 2.562372212797527
Epochs 16, rate 23757.23595409339, time 2.552462124901467
Epochs 17, rate 23645.943330317554, time 2.5633977567886177
Epochs 18, rate 23682.629171263176, time 2.55241296557233
Epochs 19, rate 23712.837668922588, time 2.5621610441071425
Epochs 20, rate 23772.58253873833, time 2.504421711604209
Epochs 21, rate 23758.45573510417, time 2.5008157666025
Epochs 22, rate 23730.536953308383, time 2.5139131722576167
Epochs 23, rate 23656.327332357385, time 2.497914129473429
Epochs 24, rate 23709.210115302943, time 2.515664975771415
Epochs 25, rate 23828.07247683905, time 2.4955195445431855
Epochs 26, rate 23765.998638227877, time 2.5096539337823742
Epochs 27, rate 23690.22901113077, time 2.5028337725207166
Epochs 28, rate 23826.674765182128, time 2.506628934562741
Epochs 29, rate 23752.427766838246, time 2.5244580029379904
Epochs 30, rate 23836.826462817382, time 2.5092090263947284
Epochs 31, rate 23798.9155312441, time 2.519342959286405
Epochs 32, rate 23696.462562956673, time 2.5217155925665793
Epochs 33, rate 23706.901156201802, time 2.500956751848207
