Updated best error: 15052.533483526255. was found in iteration 0, time 2.5235691156995017
Epochs 0, rate 15052.533483526255, time 2.532238471583696
Updated best error: 14652.096844852684. was found in iteration 1, time 2.5481339397083502
Epochs 1, rate 14652.096844852684, time 2.55666756638675
Epochs 2, rate 14723.695312075024, time 2.5361396817315836
Updated best error: 14599.706741569806. was found in iteration 3, time 2.5416968501813244
Epochs 3, rate 14599.706741569806, time 2.5504110369074624
Epochs 4, rate 14662.191458865738, time 2.5332232040527742
Updated best error: 14562.045813565814. was found in iteration 5, time 2.579933532862924
Epochs 5, rate 14562.045813565814, time 2.588682038389379
Epochs 6, rate 14763.142887201173, time 2.6168107591511216
Epochs 7, rate 14646.716044434415, time 2.5379641421313863
Epochs 8, rate 14665.250617167598, time 2.5630394192994572
Epochs 9, rate 14729.494641117437, time 2.5409953249327373
Epochs 10, rate 14585.227946886544, time 2.5625042318715714
Epochs 11, rate 14750.286149922991, time 2.5257624256482814
Epochs 12, rate 14619.158358413644, time 2.5449614624958485
Epochs 13, rate 14709.276836722958, time 2.537803678686032
Epochs 14, rate 14668.00266216389, time 2.53871699096635
Epochs 15, rate 14645.915691309956, time 2.543095263070427
Epochs 16, rate 14676.246046054755, time 2.5426231479796115
Epochs 17, rate 14702.159501327327, time 2.553849407355301
Epochs 18, rate 14717.653664897045, time 2.561268755904166
Epochs 19, rate 14744.9899234753, time 2.5386307302687783
Epochs 20, rate 14691.303723948127, time 2.5290125065657776
Epochs 21, rate 14644.818997354978, time 2.5969445157970767
Epochs 22, rate 14698.620676880806, time 2.556807624088833
Epochs 23, rate 14702.546461459255, time 2.5563766297127586
Epochs 24, rate 14791.43957253802, time 2.5336174062395003
Epochs 25, rate 14725.322195334476, time 2.538839116372401
Epochs 26, rate 14621.583419879196, time 2.577966541342903
Epochs 27, rate 14595.236225941171, time 2.544416072196327
Epochs 28, rate 14596.951072765378, time 2.564712382358266
Epochs 29, rate 14741.453268715719, time 2.5427669158380013
Epochs 30, rate 14668.120284012784, time 2.565113077289425
Epochs 31, rate 14646.051254354508, time 2.5693849920644425
Epochs 32, rate 14608.093362025638, time 2.528633144975174
Epochs 33, rate 14728.045072149438, time 2.5540265664458275
Epochs 34, rate 14732.744221872008, time 2.576191240310436
Epochs 35, rate 14672.309855468598, time 2.564089697523741
Epochs 36, rate 14654.374587634029, time 2.555878852843307
Epochs 37, rate 14695.729273185876, time 2.557337246282259
Epochs 38, rate 14594.234240147716, time 2.5324450026091654
Epochs 39, rate 14701.026238849397, time 2.5528925009130035
Epochs 40, rate 14697.039728444925, time 2.5393167966394685
Epochs 41, rate 14617.859833843322, time 2.531189120898489
Epochs 42, rate 14609.430606882972, time 2.55105814684066
Epochs 43, rate 14670.262943162807, time 2.5341423907666467
Epochs 44, rate 14585.742120695486, time 2.5428921330021694
Epochs 45, rate 14571.431268607696, time 2.5487127212400082
Epochs 46, rate 14642.936735038973, time 2.5355132867698558
Epochs 47, rate 14643.927692016625, time 2.5499367575976066
Epochs 48, rate 14708.790147306134, time 2.5272736885235645
Epochs 49, rate 14701.269908168213, time 2.5700509618327487
Epochs 50, rate 14625.74275961953, time 2.5494664976140484
Epochs 51, rate 14618.247681653884, time 2.5742876302974764
Updated best error: 14545.069482997578. was found in iteration 52, time 2.5306115760758985
Epochs 52, rate 14545.069482997578, time 2.5399830755777657
Epochs 53, rate 14686.699869898708, time 2.5338001305353828
Epochs 54, rate 14696.452547790508, time 2.5508200796321034
Epochs 55, rate 14641.616617078598, time 2.540798069239827
Epochs 56, rate 14664.559006548188, time 2.5489115227828734
Epochs 57, rate 14667.403074880509, time 2.5383326825103723
Epochs 58, rate 14606.361039257106, time 2.5809439271397423
Epochs 59, rate 14630.302143052544, time 2.5415326765796635
Epochs 60, rate 14723.600456443866, time 2.541235865530325
Epochs 61, rate 14673.204226734371, time 2.5514860494295135
Epochs 62, rate 14682.588362962453, time 2.5438508945226204
Epochs 63, rate 14722.188775714378, time 2.5328395139658824
Epochs 64, rate 14756.688497612027, time 2.544723086117301
Epochs 65, rate 14693.549576884849, time 2.5331845567852724
Epochs 66, rate 14690.098551321764, time 2.5683291486056987
Epochs 67, rate 14597.06009817227, time 2.533533309760969
Epochs 68, rate 14551.43342819574, time 2.5505099739239085
Epochs 69, rate 14696.21268596256, time 2.581523327040486
Epochs 70, rate 14676.460636726506, time 2.537491717899684
Epochs 71, rate 14661.207006843217, time 2.5398195203451905
Epochs 72, rate 14553.254638936274, time 2.5340168644324876
Updated best error: 14516.66601363948. was found in iteration 73, time 2.5584459592064377
Epochs 73, rate 14516.66601363948, time 2.566937537660124
Epochs 74, rate 14642.24903081538, time 2.5393436951271724
Epochs 75, rate 14619.806865071107, time 2.5579552934505045
Epochs 76, rate 14699.656793687253, time 2.547062637313502
Epochs 77, rate 14683.677017512031, time 2.5826790350256488
Epochs 78, rate 14656.600550740071, time 2.5843489063263405
Epochs 79, rate 14659.525229242545, time 2.5246357803989667
Epochs 80, rate 14797.425284012259, time 2.5532965967722703
Epochs 81, rate 14570.980123739175, time 2.561827750032535
Epochs 82, rate 14622.121164394992, time 2.5791287421016023
Epochs 83, rate 14687.796305901133, time 2.5486450112075545
Epochs 84, rate 14575.166979705487, time 2.5546090581046883
Epochs 85, rate 14688.109885635025, time 2.570474535925314
Epochs 86, rate 14636.08057311155, time 2.5305219143920112
Epochs 87, rate 14733.054103334242, time 2.53724963136483
Epochs 88, rate 14625.904955106029, time 2.546655758866109
Epochs 89, rate 14742.001125907293, time 2.581105318153277
Epochs 90, rate 14572.075291874366, time 2.552262704994064
Epochs 91, rate 14629.02112213579, time 2.5543889232503716
Epochs 92, rate 14699.093486263833, time 2.5469287631858606
Epochs 93, rate 14754.908783992623, time 2.5408540304924827
Epochs 94, rate 14528.834978758454, time 2.541537005046848
Epochs 95, rate 14642.121345674524, time 2.5472979219339322
Epochs 96, rate 14695.948554107272, time 2.558643214899348
Epochs 97, rate 14740.499613439837, time 2.5406756346928887
Epochs 98, rate 14570.78641256686, time 2.5388932225469034
Epochs 99, rate 14605.409861215205, time 2.5477978630224243
