Updated best error: 5459.745830421125. was found in iteration 0, time 0.6407606277680316
Epochs 0, rate 5459.745830421125, time 0.6483756861052825
Updated best error: 4684.408801234069. was found in iteration 1, time 0.6389890368482156
Epochs 1, rate 4684.408801234069, time 0.6462742020776204
Updated best error: 4684.408801233683. was found in iteration 2, time 0.6552743786232895
Epochs 2, rate 4684.408801233683, time 0.6552966394519899
Updated best error: 4684.408801233682. was found in iteration 3, time 0.6405967633363616
Epochs 3, rate 4684.408801233682, time 0.6406196425232338
Epochs 4, rate 4684.408801233683, time 0.6479647883170401
Updated best error: 4684.4088012336815. was found in iteration 5, time 0.6428692228910222
Epochs 5, rate 4684.4088012336815, time 0.6428927204324282
Epochs 6, rate 4684.408801233682, time 0.6427359670997248
Epochs 7, rate 4684.4088012336815, time 0.6402254403546976
Epochs 8, rate 4684.408801233682, time 0.6415273896309373
Epochs 9, rate 4684.408801233682, time 0.6404106380796293
Epochs 10, rate 4684.408801233683, time 0.6403423097035557
Epochs 11, rate 4684.408801233682, time 0.6413925879460294
Epochs 12, rate 4684.408801233682, time 0.6471445386305277
Epochs 13, rate 4684.408801233682, time 0.6383493472167174
Epochs 14, rate 4684.408801233682, time 0.6396809775978909
Epochs 15, rate 4684.408801233683, time 0.6437370860148803
Epochs 16, rate 4684.408801233682, time 0.6398828709425288
Epochs 17, rate 4684.408801233682, time 0.6428812808408111
Epochs 18, rate 4684.408801233683, time 0.6444228431973897
Epochs 19, rate 4684.408801233682, time 0.64020967227043
Epochs 20, rate 4684.408801233682, time 0.6438947668793844
Epochs 21, rate 4684.4088012336815, time 0.6416009740351001
Epochs 22, rate 4684.408801233682, time 0.6505127256168635
Epochs 23, rate 4684.4088012336815, time 0.6476151078059047
Epochs 24, rate 4684.4088012336815, time 0.6401351603271905
Epochs 25, rate 4684.408801233682, time 0.6479023343235895
Epochs 26, rate 4684.408801233682, time 0.647587900126382
Epochs 27, rate 4684.408801233682, time 0.6438823997523286
Epochs 28, rate 4684.4088012336815, time 0.6416819787154964
Epochs 29, rate 4684.4088012336815, time 0.6481335995995323
Epochs 30, rate 4684.4088012336815, time 0.6429962951187917
Epochs 31, rate 4684.4088012336815, time 0.6509737102715007
Epochs 32, rate 4684.4088012336815, time 0.6446862629964016
Epochs 33, rate 4684.4088012336815, time 0.6446927557371964
Epochs 34, rate 4684.408801233682, time 0.6625366646658222
Epochs 35, rate 4684.4088012336815, time 0.646553080790909
Epochs 36, rate 4684.4088012336815, time 0.6450201754232694
Epochs 37, rate 4684.4088012336815, time 0.6460055262505193
Epochs 38, rate 4684.408801233682, time 0.6421077170562057
Epochs 39, rate 4684.4088012336815, time 0.6437166802570573
Epochs 40, rate 4684.4088012336815, time 0.6517083176040614
Updated best error: 4684.408801233681. was found in iteration 41, time 0.6424057648109738
Epochs 41, rate 4684.408801233681, time 0.6424280256396742
Epochs 42, rate 4684.408801233682, time 0.6490438201326469
Epochs 43, rate 4684.4088012336815, time 0.6426701121490623
Epochs 44, rate 4684.408801233682, time 0.6424676004462526
Epochs 45, rate 4684.4088012336815, time 0.6461619704059558
Epochs 46, rate 4684.408801233682, time 0.6458141449656978
Epochs 47, rate 4684.408801233682, time 0.6439275397679012
Epochs 48, rate 4684.4088012336815, time 0.6409656128926144
Epochs 49, rate 4684.408801233682, time 0.6408564730008948
Epochs 50, rate 4684.408801233682, time 0.6415579982676718
Epochs 51, rate 4684.408801233682, time 0.6413360083424777
Epochs 52, rate 4684.408801233682, time 0.6405237972867326
Epochs 53, rate 4684.4088012336815, time 0.6432628066977486
Epochs 54, rate 4684.408801233682, time 0.6409436612448189
Epochs 55, rate 4684.4088012336815, time 0.6414964718132978
Epochs 56, rate 4684.4088012336815, time 0.6446531809342559
Epochs 57, rate 4684.408801233682, time 0.642767503271898
Epochs 58, rate 4684.408801233682, time 0.6446844079291623
Epochs 59, rate 4684.4088012336815, time 0.651466849452845
Epochs 60, rate 4684.4088012336815, time 0.6508889954529877
Epochs 61, rate 4684.4088012336815, time 0.6426608368019515
Epochs 62, rate 4684.408801233682, time 0.6471599975375284
