Updated best error: 2145.1712875948133. was found in iteration 0, time 4.431758967170026
Epochs 0, rate 2145.1712875948133, time 4.442677903425647
Updated best error: 1938.175925294224. was found in iteration 1, time 4.442443855572492
Epochs 1, rate 1938.175925294224, time 4.453083294763928
Epochs 2, rate 1965.9030280618574, time 4.412685147486627
Epochs 3, rate 2024.9258328405526, time 4.403979926908505
Epochs 4, rate 2072.8342036239665, time 4.41808525340457
Epochs 5, rate 2079.3356728252725, time 4.381922537882929
Epochs 6, rate 2094.6386574904877, time 4.400200223783031
Epochs 7, rate 2084.822343980103, time 4.406002879681182
Epochs 8, rate 2084.7543068129094, time 4.428292770695407
Epochs 9, rate 2101.226970888603, time 4.4142774150532205
Epochs 10, rate 2092.1493152540515, time 4.411539951543091
Epochs 11, rate 2103.3102796809612, time 4.433168510455289
Epochs 12, rate 2087.9843274094637, time 4.407552480668528
Epochs 13, rate 2086.071090345088, time 4.428164152574027
Epochs 14, rate 2090.545494294656, time 4.426404928788543
Epochs 15, rate 2085.664769994028, time 4.409657056487049
Epochs 16, rate 2076.4365486400056, time 4.44976395793492
Epochs 17, rate 2073.4122567764716, time 4.43160345054639
Epochs 18, rate 2069.784591049609, time 4.4342951557046035
Epochs 19, rate 2065.887963194969, time 4.404196351635619
Epochs 20, rate 2094.353848572783, time 4.432802443494438
Epochs 21, rate 2093.3561452981985, time 4.47066223800357
Epochs 22, rate 2090.6093314791765, time 4.4215325900149764
Epochs 23, rate 2086.5171310801443, time 4.405253122618888
Epochs 24, rate 2091.212160841857, time 4.412714519407018
Epochs 25, rate 2083.9264159703957, time 4.424947462888667
Epochs 26, rate 2081.6493063604157, time 4.46067516473704
Epochs 27, rate 2091.6852078903225, time 4.406888984332909
Epochs 28, rate 2108.50876712707, time 4.412623621028615
Epochs 29, rate 2079.0005708294066, time 4.426632793110912
Epochs 30, rate 2062.4460099461176, time 4.446557161936653
Epochs 31, rate 2021.2354803940475, time 4.414049859929946
Epochs 32, rate 2054.3346086267793, time 4.424979308256297
Epochs 33, rate 2071.240055367882, time 4.417163902471657
Epochs 34, rate 2069.6035836699866, time 4.402916663195356
Epochs 35, rate 2068.8866477971933, time 4.406920211316901
Epochs 36, rate 2067.5368515605187, time 4.403840178376413
Epochs 37, rate 2067.069838333549, time 4.45143382922106
Epochs 38, rate 2071.773848343195, time 4.4152185534039745
Epochs 39, rate 2070.2175562863754, time 4.4178697562310845
Epochs 40, rate 2060.2815967700167, time 4.417959108715877
Epochs 41, rate 2044.1176231605134, time 4.422853089970886
Epochs 42, rate 2067.1784453881114, time 4.431169673567638
Epochs 43, rate 2062.113173017545, time 4.4116815551387845
Epochs 44, rate 2060.445036558803, time 4.421173634153092
Epochs 45, rate 2067.8344170383625, time 4.56895739864558
Epochs 46, rate 2066.812145968356, time 4.621714943292318
Epochs 47, rate 2091.071359449694, time 4.4568772200873354
Epochs 48, rate 2089.8779850409796, time 4.453662385480129
Epochs 49, rate 2091.8846582003994, time 4.506143834005343
Epochs 50, rate 2089.5076120132917, time 4.456870108988369
Epochs 51, rate 2088.8579157505033, time 4.459249853374786
Epochs 52, rate 2078.738145822783, time 4.480201002908871
Epochs 53, rate 2030.626437124583, time 4.454533031210303
Epochs 54, rate 1975.670659416955, time 4.453719583441853
Epochs 55, rate 2072.4260580307828, time 4.466706303312094
Epochs 56, rate 2056.0291414365815, time 4.451277075888356
Epochs 57, rate 2055.760115808132, time 4.453835216074367
Epochs 58, rate 2055.43095298864, time 4.45510872095474
Epochs 59, rate 2055.1188643232745, time 4.492012227376108
Epochs 60, rate 2054.821653495157, time 4.467631673571304
Epochs 61, rate 2054.5374818190985, time 4.455901453780825
Epochs 62, rate 2054.264436922735, time 4.4537229843845125
Epochs 63, rate 2053.9999987829424, time 4.467017336544814
Epochs 64, rate 2053.739704776473, time 4.4532610722089885
Epochs 65, rate 2053.4716871090286, time 4.457136311408249
Epochs 66, rate 2053.1271384595107, time 4.483126755934791
Epochs 67, rate 2053.441828592469, time 4.500957370211836
Epochs 68, rate 2052.7304107606833, time 4.457641199362115
Epochs 69, rate 2063.207002085783, time 4.459240887197666
Epochs 70, rate 2084.86326467736, time 4.424344565457432
Epochs 71, rate 2083.359204425183, time 4.4643809742847225
Epochs 72, rate 2083.151033916176, time 4.485948625093442
Epochs 73, rate 2073.4700785515606, time 4.468008252588334
Epochs 74, rate 2036.7910931379774, time 4.482387201758684
Epochs 75, rate 1973.9368429276926, time 4.451866987845278
Epochs 76, rate 2004.1614060442785, time 4.491639976855367
Epochs 77, rate 2001.4913961117356, time 4.458881931350334
Epochs 78, rate 1959.3815474919095, time 4.4776521380845224
Epochs 79, rate 2041.8183585708264, time 4.480239959360915
Epochs 80, rate 2082.2685744247133, time 4.455651328651584
Epochs 81, rate 2082.2327778393096, time 4.628734215293662
Epochs 82, rate 2079.16746592216, time 4.459161119244527
Epochs 83, rate 2058.47906724562, time 4.440385347304982
Epochs 84, rate 2057.8069591754293, time 4.469021738623269
Epochs 85, rate 2082.144442583694, time 4.49110077014484
Epochs 86, rate 2082.23019424664, time 4.457068910560338
Epochs 87, rate 2043.5248768691847, time 4.505880723387236
Epochs 88, rate 2037.9784140610298, time 4.467855518567376
Epochs 89, rate 2048.386673572789, time 4.476511579807266
Epochs 90, rate 2048.3638726135446, time 4.463215372583363
Epochs 91, rate 2047.9344510089338, time 4.456092525899294
Epochs 92, rate 2032.1742896836295, time 4.484020899210009
Epochs 93, rate 2030.669625436133, time 4.443898848025128
Epochs 94, rate 1971.3429905479636, time 4.49395943149284
Epochs 95, rate 1993.9233026261475, time 4.492217212507967
Epochs 96, rate 2022.0979139697354, time 4.507519676859374
Epochs 97, rate 2023.4965873527162, time 4.454798615261097
Epochs 98, rate 1989.8481074514546, time 4.458059517419315
Epochs 99, rate 1970.1991479355772, time 4.5002459512325
