Updated best error: 19636.385783254704. was found in iteration 0, time 3.538651445207506
Epochs 0, rate 19636.385783254704, time 3.548327794407669
Updated best error: 18362.093589679298. was found in iteration 1, time 3.5644508176374075
Epochs 1, rate 18362.093589679298, time 3.5742427994737227
Updated best error: 18158.857794311923. was found in iteration 2, time 3.5612990553672716
Epochs 2, rate 18158.857794311923, time 3.570968293472106
Updated best error: 18148.42340142381. was found in iteration 3, time 3.5614477700692078
Epochs 3, rate 18148.42340142381, time 3.571213780938706
Epochs 4, rate 18272.276228534625, time 3.5400303798451205
Updated best error: 18066.039484019737. was found in iteration 5, time 3.5356431416075793
Epochs 5, rate 18066.039484019737, time 3.545325365190365
Updated best error: 17931.140767728575. was found in iteration 6, time 3.54620528626765
Epochs 6, rate 17931.140767728575, time 3.5559505821984203
Epochs 7, rate 17996.97729881688, time 3.5394692214686074
Updated best error: 17785.29257033648. was found in iteration 8, time 3.5258381742933125
Epochs 8, rate 17785.29257033648, time 3.5355695572070545
Epochs 9, rate 17888.183916040856, time 3.5304569869767874
Epochs 10, rate 17838.112346701575, time 3.542248114863469
Epochs 11, rate 17813.068951583657, time 3.540035017518676
Epochs 12, rate 17925.179986486757, time 3.5437185662412958
Epochs 13, rate 18022.70702249988, time 3.5502412981040834
Epochs 14, rate 17814.01663729518, time 3.54007242807711
Epochs 15, rate 17912.63728552099, time 3.5380052628279373
Updated best error: 17783.605547825427. was found in iteration 16, time 3.5352718186259153
Epochs 16, rate 17783.605547825427, time 3.5454462538582447
Epochs 17, rate 17982.7217008306, time 3.5405062050522247
Epochs 18, rate 18021.02930155935, time 3.5235313959601626
Epochs 19, rate 18011.475012347408, time 3.5477159308065893
Epochs 20, rate 18020.817439047307, time 3.5392812411409977
Epochs 21, rate 17920.850711019437, time 3.5374638918547134
Epochs 22, rate 18102.286325879235, time 3.571742784784874
Epochs 23, rate 17958.014609756145, time 3.554065832071501
Updated best error: 17737.552279231793. was found in iteration 24, time 3.543305504204909
Epochs 24, rate 17737.552279231793, time 3.553142935230426
Epochs 25, rate 17813.294658469607, time 3.5452335392765235
Epochs 26, rate 18101.90403945949, time 3.529753297461866
Epochs 27, rate 18204.76627890262, time 3.5546412126459472
Epochs 28, rate 17977.354625200132, time 3.5725710731057916
Epochs 29, rate 17900.569476753153, time 3.5488991556667315
Epochs 30, rate 17763.890922928585, time 3.5375161429656146
Epochs 31, rate 17866.601879172118, time 3.5581986166762363
Epochs 32, rate 17874.33586283572, time 3.53688665620939
Epochs 33, rate 17948.876908761442, time 3.666588135412894
Epochs 34, rate 17925.400407541347, time 4.884558127196215
Epochs 35, rate 18106.65102422737, time 4.62018111038924
Epochs 36, rate 17845.188552120933, time 4.235418771011609
Epochs 37, rate 17870.80454657384, time 4.101550188428519
Epochs 38, rate 17884.927996514532, time 3.5941940668089956
Epochs 39, rate 17987.130574875213, time 3.6081234709199634
Epochs 40, rate 17807.924354913535, time 3.540265973613714
Epochs 41, rate 17868.52216009211, time 3.5699115224815614
Epochs 42, rate 18126.478460594582, time 3.5573672365753737
Epochs 43, rate 18004.293786992275, time 3.669913037454535
Epochs 44, rate 17959.945351625764, time 3.562960888033558
Epochs 45, rate 18082.930423659356, time 3.5477567423222354
Epochs 46, rate 17958.76449823231, time 3.55860518596819
Epochs 47, rate 17830.1189167622, time 3.561718610144453
Epochs 48, rate 17964.918612680412, time 3.561151577381679
Epochs 49, rate 17915.016363049202, time 3.544317753534415
Epochs 50, rate 17957.366521301148, time 3.5875992964356556
Epochs 51, rate 17953.949858164568, time 3.607978466359782
Epochs 52, rate 18016.561422289204, time 3.5775850154932414
Epochs 53, rate 18021.65574406585, time 3.5726440391517826
Epochs 54, rate 17905.629576855787, time 3.5354727844387526
Epochs 55, rate 17945.17064383541, time 3.576772804441134
Epochs 56, rate 17807.414640121406, time 3.5525530232844176
Epochs 57, rate 17811.66930909838, time 3.564943338464218
Epochs 58, rate 17958.668374078716, time 3.548809493997396
Epochs 59, rate 17927.644995603907, time 3.5306384745636024
Epochs 60, rate 17776.88108327718, time 3.5445678786745702
Epochs 61, rate 17887.952284467818, time 3.592880368763872
Epochs 62, rate 17835.89347503751, time 3.545524166758696
Epochs 63, rate 18055.143394859613, time 3.563394355827768
Epochs 64, rate 18002.27766504253, time 3.5701743239296775
Epochs 65, rate 17898.703713760606, time 3.549286865090835
Epochs 66, rate 17806.933426864805, time 3.5525709556168295
Epochs 67, rate 17847.64860210722, time 3.5697624986023584
Epochs 68, rate 17851.954488848365, time 3.5589227119526186
Epochs 69, rate 18008.82866524367, time 3.5650493865759927
Epochs 70, rate 17876.05718034815, time 3.6119674831134034
Epochs 71, rate 17831.596149983434, time 3.5865524191503937
Epochs 72, rate 17908.878870341356, time 3.567551256328443
Epochs 73, rate 17795.455817918526, time 3.5929517889235285
Epochs 74, rate 17763.779856191177, time 3.530113180851913
Epochs 75, rate 17768.0681613872, time 3.5674764352115744
Epochs 76, rate 17960.26813937816, time 3.563400230214029
Epochs 77, rate 18035.376938658123, time 3.5443251738106483
Epochs 78, rate 18061.997538451527, time 3.549415483212215
Epochs 79, rate 17973.17232711048, time 3.553174162225332
Epochs 80, rate 17993.410035450084, time 3.5606278295599623
Epochs 81, rate 17918.8869359843, time 3.5698700926077436
Epochs 82, rate 18135.010669648083, time 3.547468897450017
Epochs 83, rate 17888.65026756475, time 3.575207126184978
Epochs 84, rate 17755.839884750916, time 3.5720603107656643
Epochs 85, rate 17846.488002490743, time 3.602074090838869
Epochs 86, rate 17985.983575439368, time 3.553139843450481
Epochs 87, rate 17893.92939780738, time 3.5533102006229456
Epochs 88, rate 18045.82315897622, time 3.6107598331800546
Epochs 89, rate 18075.726512026115, time 3.628133791287837
Epochs 90, rate 17909.302685734758, time 3.56333839457875
Epochs 91, rate 17874.395711727113, time 3.5528652932334808
Epochs 92, rate 18072.92670863789, time 3.5608080804340716
Epochs 93, rate 17958.2338992981, time 3.5491777251954773
Epochs 94, rate 17911.068571905234, time 3.549955617472733
Epochs 95, rate 17969.799188799803, time 3.5663797802444606
Epochs 96, rate 17930.203229469516, time 3.5470338837658346
Epochs 97, rate 17948.271552145554, time 3.5707330088807794
Epochs 98, rate 17979.223532008255, time 3.5581009163724957
Epochs 99, rate 17896.61994426131, time 3.5532666065009835
