Updated best error: 2166.301805387157. was found in iteration 0, time 6.040161316806916
Epochs 0, rate 2166.301805387157, time 6.071008022874594
Updated best error: 1967.7291964935014. was found in iteration 1, time 9.068366095394595
Epochs 1, rate 1967.7291964935014, time 9.185052101151086
Epochs 2, rate 2022.810896347077, time 6.932605033245636
Epochs 3, rate 2042.6011352262985, time 6.222269114237861
Epochs 4, rate 2029.675384984965, time 6.193610462083598
Epochs 5, rate 2057.7042492574737, time 5.955666632959037
Epochs 6, rate 2077.2541469454254, time 6.0222762871708255
Epochs 7, rate 2154.316304814027, time 8.019366302236449
Epochs 8, rate 2119.4071438578912, time 7.582451789086917
Epochs 9, rate 2120.929905603009, time 6.75429919976159
Epochs 10, rate 2092.333498850472, time 7.140408010076499
Epochs 11, rate 2295.5401092432826, time 8.048052471247502
Epochs 12, rate 2279.245820609214, time 7.311528852034826
Epochs 13, rate 2284.8201268836638, time 7.10469483959605
Epochs 14, rate 2241.22024282145, time 6.122831849439535
Epochs 15, rate 2290.413611563785, time 6.774755045873462
Epochs 16, rate 2321.605760751257, time 6.465593261906179
Epochs 17, rate 2444.8856363997847, time 6.9960725097043905
Epochs 18, rate 2334.0679049954756, time 7.289619559349376
Epochs 19, rate 2256.1560089927216, time 7.730196287942817
Epochs 20, rate 2131.3010992447475, time 7.013887665059883
Epochs 21, rate 2200.4010643446354, time 6.912154133970034
Epochs 22, rate 2166.747368003085, time 7.233841034802026
Epochs 23, rate 2156.8876937416744, time 6.672082540681004
Epochs 24, rate 2244.4569287707454, time 6.969967360055307
Epochs 25, rate 2310.219881729195, time 7.2136346954794135
Epochs 26, rate 2281.2875890465016, time 6.5418514392658835
Epochs 27, rate 2215.405787786546, time 8.075560671422863
Epochs 28, rate 2214.557556809092, time 7.7334321466769325
Epochs 29, rate 2205.892502580191, time 7.545123162679374
Epochs 30, rate 2276.5244293327883, time 6.935880775956321
Epochs 31, rate 2338.777186059571, time 7.306854078109609
Epochs 32, rate 2391.3745651843697, time 6.377268169715535
Epochs 33, rate 2373.9637113171893, time 8.160549731153878
