Updated best error: 5930.071689121222. was found in iteration 0, time 1.5379190021194518
Epochs 0, rate 5930.071689121222, time 1.5459004365839064
Updated best error: 5205.949562761282. was found in iteration 1, time 1.5605384770606179
Epochs 1, rate 5205.949562761282, time 1.5682911196781788
Updated best error: 5194.136128730705. was found in iteration 2, time 1.536012609518366
Epochs 2, rate 5194.136128730705, time 1.545469442207832
Epochs 3, rate 5195.738923634362, time 1.6054487705696374
Epochs 4, rate 5217.523295680323, time 1.5727837877057027
Epochs 5, rate 5211.493181879803, time 1.537500065693166
Updated best error: 5193.8111930573305. was found in iteration 6, time 1.5418594779039267
Epochs 6, rate 5193.8111930573305, time 1.5418820478953421
Epochs 7, rate 5194.759641264852, time 1.555115491966717
Epochs 8, rate 5194.736907384262, time 1.5461106777365785
Epochs 9, rate 5194.698079727218, time 1.5704426905722357
Epochs 10, rate 5194.611568141691, time 1.5457331711950246
Epochs 11, rate 5194.118736369748, time 1.5399685442098416
Epochs 12, rate 5230.568967701612, time 1.530476156010991
Epochs 13, rate 5194.775642724594, time 1.5464606674213428
Epochs 14, rate 5194.749079685408, time 1.539630921673961
Epochs 15, rate 5194.699132979697, time 1.5578328589035664
Epochs 16, rate 5194.57001970816, time 1.5338808260275982
Epochs 17, rate 5224.843703308706, time 1.5386177448090166
Epochs 18, rate 5196.488809173709, time 1.5357105424627662
Updated best error: 5186.541457839826. was found in iteration 19, time 1.5383543249918148
Epochs 19, rate 5186.541457839826, time 1.546310716017615
Epochs 20, rate 5194.480498663131, time 1.5450291725283023
Epochs 21, rate 5186.661487033259, time 1.5266540954762604
Updated best error: 5148.130820927496. was found in iteration 22, time 1.5409245231130626
Epochs 22, rate 5148.130820927496, time 1.5487080835737288
Epochs 23, rate 5194.86616184586, time 1.556135779916076
Epochs 24, rate 5194.864098342334, time 1.5440376381156966
Epochs 25, rate 5194.864096067239, time 1.5343789120670408
Epochs 26, rate 5194.864093799804, time 1.5432566540548578
Epochs 27, rate 5194.864091539968, time 1.5399481384665705
Epochs 28, rate 5194.86408928756, time 1.5355806876323186
Epochs 29, rate 5194.8640870427225, time 1.5398519840382505
Epochs 30, rate 5194.864084805177, time 1.5328401323058642
Epochs 31, rate 5194.86408257491, time 1.5501173176453449
Epochs 32, rate 5194.86408035204, time 1.5326802872004919
Epochs 33, rate 5194.864078136405, time 1.545992262515938
Epochs 34, rate 5194.864075927756, time 1.5331632235029247
Epochs 35, rate 5194.864073726441, time 1.5395066320197657
Epochs 36, rate 5194.864071532103, time 1.5401670365827158
Epochs 37, rate 5194.864069344759, time 1.5448597428621724
Epochs 38, rate 5194.864067164367, time 1.543928498227615
Epochs 39, rate 5194.8640649908575, time 1.5386440249276347
Epochs 40, rate 5194.864062824282, time 1.5385642569453921
Epochs 41, rate 5194.864060664372, time 1.5479382299236022
Epochs 42, rate 5194.864058511348, time 1.5606912110815756
Epochs 43, rate 5194.8640563650115, time 1.5521671689348295
Epochs 44, rate 5194.86405422532, time 1.553165505232755
Epochs 45, rate 5194.864052092103, time 1.5445867385424208
Epochs 46, rate 5194.864049965573, time 1.5397474818164483
Epochs 47, rate 5194.864047845486, time 1.5617402526258957
Epochs 48, rate 5194.864045731887, time 1.5484987699310295
Epochs 49, rate 5194.864043624752, time 1.5599779370531905
Epochs 50, rate 5194.864041523886, time 1.5355312190949917
Epochs 51, rate 5194.864039429416, time 1.5386307302687783
Epochs 52, rate 5194.864037341176, time 1.56196440680651
Epochs 53, rate 5194.864035259152, time 1.5499005837773439
Epochs 54, rate 5194.864033183328, time 1.535468146787025
Epochs 55, rate 5194.864031113614, time 1.5950829540670384
Epochs 56, rate 5194.864029049875, time 1.5435683056421112
Epochs 57, rate 5194.8640269922935, time 1.5329028955020476
Epochs 58, rate 5194.864024940703, time 1.5623524254187942
Epochs 59, rate 5194.864022895089, time 1.5414402323076501
Epochs 60, rate 5194.864020855303, time 1.5414652757463045
Epochs 61, rate 5194.864018821464, time 1.5498322553758044
