Updated best error: 26513.393585341408. was found in iteration 0, time 2.5863158978609135
Epochs 0, rate 26513.393585341408, time 2.596624207231798
Updated best error: 25192.82024279459. was found in iteration 1, time 2.6077224668406416
Epochs 1, rate 25192.82024279459, time 2.616742739963229
Epochs 2, rate 25275.34156985781, time 2.57861210538249
Updated best error: 25138.031721841944. was found in iteration 3, time 2.5699671745533124
Epochs 3, rate 25138.031721841944, time 2.5789172642253106
Epochs 4, rate 25143.759750726767, time 2.6021359264705097
Updated best error: 25085.137099456453. was found in iteration 5, time 2.590670672376291
Epochs 5, rate 25085.137099456453, time 2.5995549071085406
Epochs 6, rate 25093.370653605263, time 2.581158496788703
Epochs 7, rate 25105.750048996582, time 2.584353853177163
Epochs 8, rate 25097.489114913762, time 2.592260466539301
Epochs 9, rate 25122.91548792381, time 2.5823052386258496
Epochs 10, rate 25110.335945077626, time 2.5815248729195446
Updated best error: 25083.821278077037. was found in iteration 11, time 2.601384005160071
Epochs 11, rate 25083.821278077037, time 2.611968719822471
Epochs 12, rate 25099.147726403353, time 2.569833918765653
Epochs 13, rate 25091.0372809813, time 2.5806597923947265
Epochs 14, rate 25106.847762497113, time 2.5825482526561245
Epochs 15, rate 25086.439880841837, time 2.593465024678153
Epochs 16, rate 25105.72430752308, time 2.5790635055163875
Epochs 17, rate 25088.726672426394, time 2.58130968491605
Updated best error: 25075.41610722848. was found in iteration 18, time 2.5802829042077065
Epochs 18, rate 25075.41610722848, time 2.5891875446977792
Epochs 19, rate 25079.98202136502, time 2.578930558898719
Epochs 20, rate 25083.526813697168, time 2.574356267869007
Epochs 21, rate 25078.697138742988, time 2.5738550900423434
Updated best error: 25074.45470784427. was found in iteration 22, time 2.571798436867539
Epochs 22, rate 25074.45470784427, time 2.571821934398031
Epochs 23, rate 25097.662342061107, time 2.5834631108737085
Epochs 24, rate 25078.84927116673, time 2.5878132477228064
Epochs 25, rate 25081.881574162253, time 2.5854276289610425
Epochs 26, rate 25116.026358048886, time 2.5973139837296912
Epochs 27, rate 25091.954742313323, time 2.581312776703271
Updated best error: 25071.185973677173. was found in iteration 28, time 2.587510253113578
Epochs 28, rate 25071.185973677173, time 2.5963456376921386
Epochs 29, rate 25079.61530879125, time 2.5972456553427037
Epochs 30, rate 25083.184627321585, time 2.582772097666748
Epochs 31, rate 25093.258068803236, time 2.5828490830317605
Epochs 32, rate 25072.735278600925, time 2.5903803540713852
Epochs 33, rate 25089.642182480857, time 2.580547869903967
Epochs 34, rate 25083.704472132475, time 2.585797406063648
