Updated best error: 13609.257166942845. was found in iteration 0, time 2.394784349773545
Epochs 0, rate 13609.257166942845, time 2.4037121786095668
Updated best error: 13237.872953354004. was found in iteration 1, time 2.4045834427233785
Epochs 1, rate 13237.872953354004, time 2.413509725680342
Updated best error: 13235.313612369793. was found in iteration 2, time 2.4133031946548726
Epochs 2, rate 13235.313612369793, time 2.422203506634105
Updated best error: 13215.660889060848. was found in iteration 3, time 2.4404546032019425
Epochs 3, rate 13215.660889060848, time 2.449049756338354
Updated best error: 13200.285930197533. was found in iteration 4, time 2.402758054784499
Epochs 4, rate 13200.285930197533, time 2.4117195840517525
Updated best error: 13175.80929861679. was found in iteration 5, time 2.4181560552096926
Epochs 5, rate 13175.80929861679, time 2.4267382228863426
Epochs 6, rate 13253.780206890966, time 2.4113337296876125
Epochs 7, rate 13276.82483931592, time 2.41065168264322
Epochs 8, rate 13252.276612462476, time 2.4430554099963047
Epochs 9, rate 13244.904719417214, time 2.398304034053581
Epochs 10, rate 13257.946209569642, time 2.4123357761418447
Epochs 11, rate 13266.2088059129, time 2.4036333381955046
Epochs 12, rate 13295.558546942513, time 2.4212376340292394
Epochs 13, rate 13235.66107743832, time 2.4103777508134954
Epochs 14, rate 13269.757678396732, time 2.443770539102843
Epochs 15, rate 13259.956235403628, time 2.5258391018141992
Epochs 16, rate 13200.052111916459, time 2.461701945459936
Epochs 17, rate 13278.4181719394, time 2.5110402886930387
Epochs 18, rate 13243.959184493382, time 2.390697014343459
Epochs 19, rate 13317.046561449133, time 2.4422874113952275
Epochs 20, rate 13229.280822837996, time 2.41306234485819
Epochs 21, rate 13264.559366069752, time 2.428494354884606
Epochs 22, rate 13313.655300743441, time 2.4060517298348714
Epochs 23, rate 13280.909806219734, time 2.401393033156637
Epochs 24, rate 13351.213245544297, time 2.428791784273926
Epochs 25, rate 13246.521363013597, time 2.4283403841254767
Epochs 26, rate 13287.138659650538, time 2.426483150862623
Epochs 27, rate 13252.650203950105, time 2.4047884278115816
Epochs 28, rate 13236.347722922605, time 2.423879252310144
Updated best error: 13133.617968060104. was found in iteration 29, time 2.4105873735970818
Epochs 29, rate 13133.617968060104, time 2.41923106770264
Epochs 30, rate 13229.175533368127, time 2.4360958093602676
Epochs 31, rate 13219.978528771857, time 2.4342218804813456
Updated best error: 13124.055398763272. was found in iteration 32, time 2.400779623683775
Epochs 32, rate 13124.055398763272, time 2.409367356536677
Epochs 33, rate 13184.850226652581, time 2.432372685841983
Epochs 34, rate 13276.546449619469, time 2.4226171870541293
Epochs 35, rate 13263.032993312305, time 2.424127522390336
Epochs 36, rate 13252.173458190653, time 2.4270449276082218
Epochs 37, rate 13257.026625983483, time 2.411823158763582
Epochs 38, rate 13333.765331567809, time 2.423617687600199
Epochs 39, rate 13265.14919611902, time 2.422891118883854
Epochs 40, rate 13244.019460180816, time 2.4315474893082865
Epochs 41, rate 13178.220903654958, time 2.4229238917760085
Epochs 42, rate 13254.547513969668, time 2.42522077637841
Epochs 43, rate 13255.726390125825, time 2.4239466531726066
Epochs 44, rate 13201.240485921528, time 2.4551891073060688
Epochs 45, rate 13273.718315011847, time 2.4284724032040685
Epochs 46, rate 13302.517761211659, time 2.429005426412914
Epochs 47, rate 13356.365534894667, time 2.421138697041897
Epochs 48, rate 13240.398627626028, time 2.4138467298762407
Epochs 49, rate 13280.858659193256, time 2.424755154090235
Epochs 50, rate 13181.88687539119, time 2.42194379697321
Epochs 51, rate 13288.092322867833, time 2.426658145734109
Epochs 52, rate 13235.091766914422, time 2.41650318869506
Epochs 53, rate 13175.779218874173, time 2.442166213557357
Epochs 54, rate 13174.28726045851, time 2.4580081938474905
Epochs 55, rate 13259.082771564203, time 2.4045172785699833
Epochs 56, rate 13249.68655809809, time 2.4331051289336756
Epochs 57, rate 13262.475281338222, time 2.427374202379724
Epochs 58, rate 13187.242496535899, time 2.4486908005201258
Epochs 59, rate 13270.572289362535, time 2.4190362854569685
Epochs 60, rate 13280.907366599924, time 2.409060651785694
Epochs 61, rate 13238.843673899504, time 2.413792932871729
Epochs 62, rate 13236.56382943235, time 2.4112610728188884
Epochs 63, rate 13251.97480339541, time 2.439161310932832
Epochs 64, rate 13317.052778118134, time 2.412220452679321
Epochs 65, rate 13275.121265188174, time 2.431192243588157
Epochs 66, rate 13294.525062589499, time 2.4202436261984985
Epochs 67, rate 13329.761772757143, time 2.4594863746897317
Epochs 68, rate 13304.710573726057, time 2.4298253669112455
Epochs 69, rate 13268.273307302677, time 2.421317401982378
Epochs 70, rate 13321.472946905273, time 2.4741673909302335
Epochs 71, rate 13287.201861105554, time 2.4277529456012417
Epochs 72, rate 13241.748132460429, time 2.431089596444508
Epochs 73, rate 13285.761762840075, time 2.423076934966957
Epochs 74, rate 13261.241409538738, time 2.4659015125362203
Epochs 75, rate 13310.84858788509, time 2.4213656338106375
Epochs 76, rate 13262.292871655398, time 2.407891030772589
Epochs 77, rate 13162.94653459465, time 2.4505372125131544
Epochs 78, rate 13135.779404925388, time 2.427050183643587
Epochs 79, rate 13202.424320633618, time 2.422477747692028
Epochs 80, rate 13250.971881498264, time 2.3993802832846995
Epochs 81, rate 13267.17593708228, time 2.4475174693507142
Epochs 82, rate 13249.61428818583, time 2.412302384909708
Epochs 83, rate 13206.298769567582, time 2.4280308968154714
Epochs 84, rate 13175.491092608738, time 2.42200192247401
Epochs 85, rate 13247.040244708307, time 2.4326351780910045
Epochs 86, rate 13192.886451362918, time 2.4529132467578165
Epochs 87, rate 13283.45406955884, time 2.4397091746504884
Epochs 88, rate 13250.10884815206, time 2.441396978276316
Epochs 89, rate 13259.929859298782, time 2.4350931445660535
Epochs 90, rate 13277.107762347816, time 2.435419327521231
Epochs 91, rate 13331.022625124553, time 2.459687649679836
Epochs 92, rate 13239.600120028637, time 2.4142366035375744
Epochs 93, rate 13263.710538654354, time 2.431414233520627
Epochs 94, rate 13257.71471088606, time 2.417093100666534
Epochs 95, rate 13258.167398551437, time 2.4679111706500407
Epochs 96, rate 13199.151590315723, time 2.415465586789651
Epochs 97, rate 13285.788374836313, time 2.4403992603183724
Epochs 98, rate 13340.408368657112, time 2.416328193852678
Epochs 99, rate 13286.472417833576, time 2.447264252434252
