Updated best error: 2249.8722034314433. was found in iteration 0, time 7.651343178193201
Epochs 0, rate 2249.8722034314433, time 7.665088930472848
Updated best error: 1860.5475945467863. was found in iteration 1, time 7.654097955673933
Epochs 1, rate 1860.5475945467863, time 7.668176074497751
Epochs 2, rate 1893.5690691169805, time 7.675967055212823
Epochs 3, rate 1903.7259293028353, time 7.684432044334244
Epochs 4, rate 1900.5632016280097, time 7.642308682858129
Epochs 5, rate 1905.269815611684, time 7.656264057950466
Epochs 6, rate 1869.4064992989543, time 7.687771168581094
Updated best error: 1806.008399324158. was found in iteration 7, time 9.279535094974563
Epochs 7, rate 1806.008399324158, time 9.293235398057732
Epochs 8, rate 1922.3977633101115, time 7.670039800519589
Epochs 9, rate 1923.5434318348086, time 7.664683907059953
Epochs 10, rate 1933.2160608038744, time 7.688344075737405
Epochs 11, rate 1929.8449504172804, time 7.718320136060356
Epochs 12, rate 1983.2372553778011, time 7.655690841609612
Epochs 13, rate 1958.783107907582, time 7.652353881625459
Epochs 14, rate 1903.7881693214902, time 7.680568553929334
Epochs 15, rate 1851.5413402976417, time 7.670243548913277
Epochs 16, rate 2005.0224003611518, time 7.725027447289904
Epochs 17, rate 2012.2573907083581, time 7.663901067935512
Epochs 18, rate 2024.9521149103084, time 7.7088187816989375
Epochs 19, rate 1963.6885886436144, time 7.667620790496585
Epochs 20, rate 1984.4854835181573, time 7.741966082539875
Epochs 21, rate 1927.6470540806968, time 8.792797756366781
Epochs 22, rate 2009.404916535163, time 8.579034442751436
Epochs 23, rate 1953.555292672818, time 8.003823915612884
Epochs 24, rate 2058.0023535491546, time 7.799117976523121
Epochs 25, rate 2076.015116378785, time 7.807626868947409
Epochs 26, rate 1991.5239124694976, time 8.828384163760347
Epochs 27, rate 2059.1738689098374, time 8.166378667199751
Epochs 28, rate 1952.270341679438, time 8.008283501534606
Epochs 29, rate 2104.196437360764, time 7.995256897687796
Epochs 30, rate 1960.5402144352513, time 8.045219162493595
Epochs 31, rate 2016.2105082925214, time 7.7586416071571875
Epochs 32, rate 2216.226773128243, time 7.825866835119086
Epochs 33, rate 2085.99084613736, time 7.803383089383715
Epochs 34, rate 2083.2831246968203, time 7.775761729979422
Epochs 35, rate 2131.382431072835, time 7.800396428239765
Epochs 36, rate 2189.982875074492, time 7.7580043909547385
Epochs 37, rate 2097.984320714375, time 7.773001387278782
Epochs 38, rate 2050.967841573586, time 7.775920029205736
Epochs 39, rate 1866.3224731606988, time 8.111479445375153
Epochs 40, rate 2156.200664428026, time 8.011624480845057
Epochs 41, rate 2001.5929511874358, time 8.405922184188967
Epochs 42, rate 1834.7048029944453, time 8.494108146202052
Updated best error: 1804.2902150114562. was found in iteration 43, time 8.067390638272627
Epochs 43, rate 1804.2902150114562, time 8.08278709280421
Epochs 44, rate 1872.7263139794113, time 8.693398829636863
Epochs 45, rate 2025.4928955887258, time 7.95326184516307
Epochs 46, rate 1958.4101350985131, time 8.633408370878897
Epochs 47, rate 2044.6519655811535, time 8.330679347927799
Epochs 48, rate 1995.320479049467, time 8.63210394816997
Epochs 49, rate 1987.6989677614379, time 8.503615065754275
Epochs 50, rate 2003.9343231660941, time 9.049681221848004
Epochs 51, rate 2000.6809550656367, time 8.666780135055888
Epochs 52, rate 1922.0109954653246, time 8.612019425039762
Epochs 53, rate 1884.9931253316397, time 8.050209916516906
Epochs 54, rate 1937.9537239104675, time 8.086875664928812
Epochs 55, rate 2018.6564045851417, time 8.593263131333515
Epochs 56, rate 2027.4139707714266, time 8.65961771356524
Epochs 57, rate 2049.9354871795163, time 8.808854924631305
Epochs 58, rate 2027.7053358172445, time 8.520144039925071
Epochs 59, rate 2036.30718455868, time 8.254061287152581
Epochs 60, rate 2017.3807003623047, time 9.066509171301732
Epochs 61, rate 2054.6065744576276, time 8.860082655693986
Epochs 62, rate 2048.7418476584794, time 8.075503782645683
Epochs 63, rate 2045.9865698510978, time 7.981209078337997
Epochs 64, rate 2045.2032941956406, time 7.83969513795455
Epochs 65, rate 2042.556884207408, time 7.787607891586958
Epochs 66, rate 2043.594398015408, time 7.902505301637575
Epochs 67, rate 2041.7001872162589, time 8.155149316051393
Epochs 68, rate 2055.6533341272984, time 7.896462105112732
Epochs 69, rate 2061.447951271169, time 7.812310609049746
Epochs 70, rate 2060.4085996352346, time 7.860850345095969
Epochs 71, rate 2054.706326397628, time 7.834418084938079
Epochs 72, rate 2059.8998840530703, time 7.838380203203997
Epochs 73, rate 2052.7479242005234, time 7.920952107990161
Epochs 74, rate 2068.381853221232, time 7.812617004616186
Epochs 75, rate 2076.773667665171, time 7.833355130394921
Epochs 76, rate 2076.4965787008296, time 7.812024000872043
Epochs 77, rate 2076.228369526773, time 7.87801437122107
Epochs 78, rate 2075.964720994751, time 7.804254353453871
Epochs 79, rate 2075.6973490948, time 7.823111130070174
Epochs 80, rate 2075.4039709116682, time 7.846284652303439
Epochs 81, rate 2074.9753260789444, time 7.825000208700658
Epochs 82, rate 2070.2635943943524, time 7.83753831103968
Epochs 83, rate 2072.101454706201, time 7.867787375696935
Epochs 84, rate 2093.0016446389595, time 7.849048705145833
Epochs 85, rate 2084.1917129007898, time 7.861050692546996
Epochs 86, rate 2109.275498903734, time 7.973227334689
Epochs 87, rate 2109.7758958240624, time 8.849014077190077
Epochs 88, rate 2104.856473044777, time 8.083044638216961
Epochs 89, rate 2111.949038391001, time 8.485906267684186
Epochs 90, rate 2109.8183149725223, time 8.296043354202993
Epochs 91, rate 2109.76221004452, time 8.6087854213838
Epochs 92, rate 2109.6165533809676, time 8.446164505672641
Epochs 93, rate 2109.462349407635, time 8.145785855158465
Epochs 94, rate 2109.297307897004, time 8.567975139594637
Epochs 95, rate 2109.087298384383, time 9.397199031285709
Epochs 96, rate 2101.62869142697, time 9.45056689363264
Epochs 97, rate 2060.395962150649, time 10.508177917188732
Epochs 98, rate 2067.5250459638073, time 10.563145467400318
Epochs 99, rate 2096.262663883615, time 10.459165447726264
