Updated best error: 18963.819410068627. was found in iteration 0, time 4.979282279979088
Epochs 0, rate 18963.819410068627, time 4.990288404485909
Epochs 1, rate 19525.96524084979, time 5.020632077663322
Epochs 2, rate 19541.15933162478, time 4.960907512126141
Epochs 3, rate 19629.39226865522, time 4.993582079550833
Epochs 4, rate 19475.91816002852, time 4.958659168478334
Epochs 5, rate 19660.140169582395, time 4.951636495519779
Epochs 6, rate 19447.07482647919, time 4.974274521155166
Epochs 7, rate 19404.16692175213, time 4.969238008765387
Epochs 8, rate 19293.95972734028, time 5.0004925208195345
Epochs 9, rate 19383.419841007406, time 5.021863225148991
Epochs 10, rate 19238.911514604515, time 5.042924751294777
Epochs 11, rate 19444.2616650139, time 5.0446972697391175
Epochs 12, rate 19530.204250098515, time 4.989735284747439
Epochs 13, rate 19535.16644419693, time 5.002090662776027
Epochs 14, rate 19591.338422264293, time 4.997578825743403
Epochs 15, rate 19506.001259787638, time 4.985241380039952
Epochs 16, rate 19530.90988851438, time 4.978685875292285
Epochs 17, rate 19407.072526202515, time 4.964139969903044
Epochs 18, rate 19478.10531448389, time 4.972993286821293
Epochs 19, rate 19417.963203323277, time 4.970185021491488
Epochs 20, rate 19431.484649089787, time 4.978718957354431
Epochs 21, rate 19618.223241545318, time 4.979465004274971
Epochs 22, rate 19724.88840028526, time 4.959219399315771
Epochs 23, rate 19529.359305147216, time 4.980423456610879
Epochs 24, rate 19417.794195219867, time 5.002254218052258
Epochs 25, rate 19555.76786644392, time 4.9765516183833824
Epochs 26, rate 19563.933554139105, time 4.977560466752038
Epochs 27, rate 19447.187311179987, time 4.976862651616102
Epochs 28, rate 19639.133837675276, time 4.969885427839472
Epochs 29, rate 19578.278654689853, time 5.011018491641153
Epochs 30, rate 19554.47904574625, time 4.981368614273379
Epochs 31, rate 19564.11506005959, time 4.976396101759747
Epochs 32, rate 19643.82282318791, time 4.969891611399362
Epochs 33, rate 19543.454909997163, time 4.982363549614092
Epochs 34, rate 19419.283224234685, time 4.975848547212081
Epochs 35, rate 19590.095342792658, time 4.991514914290747
Epochs 36, rate 19510.438601675465, time 4.971700612877612
Epochs 37, rate 19572.27551449402, time 5.005072377069155
Epochs 38, rate 19512.763593238345, time 4.987166323320707
Epochs 39, rate 19558.227274641547, time 5.013438120004139
Epochs 40, rate 19699.147710202356, time 5.005222637657425
Epochs 41, rate 19439.29844045027, time 4.981843202753225
Epochs 42, rate 19584.308618469753, time 4.9780919440236175
Epochs 43, rate 19559.45312237887, time 5.003865345497616
Epochs 44, rate 19648.8811575338, time 4.985887871589512
Epochs 45, rate 19621.930704570168, time 4.988876696967054
Epochs 46, rate 19495.4206953631, time 4.964386694089626
Epochs 47, rate 19460.580340502933, time 4.976058479209314
Epochs 48, rate 19555.12979950612, time 5.008287520860904
Epochs 49, rate 19687.327636120597, time 5.008868157456163
Epochs 50, rate 19543.355633513675, time 4.997281705524074
Epochs 51, rate 19350.94504308952, time 4.969978181296028
Epochs 52, rate 19565.91794043322, time 4.974213303881697
Epochs 53, rate 19482.28667937322, time 4.980374297272647
Epochs 54, rate 19573.32439327703, time 5.049808294075774
Epochs 55, rate 19436.41976035758, time 4.996268219489139
Epochs 56, rate 19713.284243370217, time 4.996877918834798
Epochs 57, rate 19602.813756613847, time 4.9845259417488705
Epochs 58, rate 19417.872244909307, time 4.974521863696282
Epochs 59, rate 19539.141815699062, time 5.024470215474139
Epochs 60, rate 19585.853248982425, time 5.001372132712277
Epochs 61, rate 19562.027861381695, time 4.989491652348079
Epochs 62, rate 19379.95153688043, time 5.025262020775699
Epochs 63, rate 19908.356442804397, time 5.027970421535429
Epochs 64, rate 19551.337820396442, time 5.013265907764435
Epochs 65, rate 19588.657817450192, time 5.004293248071917
Epochs 66, rate 19776.72683395462, time 4.996212567421026
Epochs 67, rate 19588.48803770374, time 5.103618899564026
Epochs 68, rate 19329.98157137501, time 5.069086480536498
Epochs 69, rate 19153.32679225346, time 5.0105247341125505
Epochs 70, rate 19345.26633453192, time 4.986736565668252
Epochs 71, rate 19595.062013000002, time 5.010557816160144
Epochs 72, rate 19451.180631754247, time 5.004086098691914
Updated best error: 18899.375088517405. was found in iteration 73, time 5.030839285784168
Epochs 73, rate 18899.375088517405, time 5.041843864397379
Epochs 74, rate 19772.4134791349, time 5.0088264184159925
Epochs 75, rate 19519.028683413373, time 5.005740820270148
Epochs 76, rate 19222.45780348732, time 4.993532301843516
Epochs 77, rate 19265.304726387334, time 5.004767218211782
Epochs 78, rate 19115.079723780713, time 4.998549645213643
Updated best error: 18639.009663493118. was found in iteration 79, time 5.009107770543778
Epochs 79, rate 18639.009663493118, time 5.019899325401639
Epochs 80, rate 19319.056156739265, time 4.973878463919391
Epochs 81, rate 19593.369702281063, time 5.001025234814733
Epochs 82, rate 19579.132980393137, time 5.064943493052851
Epochs 83, rate 19478.873304761953, time 5.005647139289067
Epochs 84, rate 19510.870029722264, time 4.989452695881482
Epochs 85, rate 19520.548872413074, time 4.994226097667706
Epochs 86, rate 19600.42250650299, time 4.993850137005211
Epochs 87, rate 19631.963500357055, time 4.98441092747089
Epochs 88, rate 19634.548101206965, time 4.979122434859164
Epochs 89, rate 19561.923628196248, time 4.985339698701864
Epochs 90, rate 19572.342303121535, time 4.977533877434325
Epochs 91, rate 19554.745560139523, time 4.980229292719741
Epochs 92, rate 19643.529379106858, time 4.994551971452893
Epochs 93, rate 19597.74008588551, time 4.987728100051754
Epochs 94, rate 19491.060373507386, time 4.991652189404704
Epochs 95, rate 19626.993128195747, time 4.976231309803552
Epochs 96, rate 19691.813446606757, time 4.984230985777685
Epochs 97, rate 19581.083862996267, time 5.075235725162202
Epochs 98, rate 19481.156395940314, time 5.126810354136978
Epochs 99, rate 19508.00034858374, time 5.023519492606283
