Updated best error: 10554.914086825762. was found in iteration 0, time 3.4021396984462626
Epochs 0, rate 10554.914086825762, time 3.4198426221264526
Updated best error: 9811.302468963515. was found in iteration 1, time 3.4512347184863756
Epochs 1, rate 9811.302468963515, time 3.4623459635695326
Epochs 2, rate 9836.390051325576, time 3.3875715322355973
Updated best error: 9807.385283166861. was found in iteration 3, time 3.3810577665426536
Epochs 3, rate 9807.385283166861, time 3.3925199288569274
Updated best error: 9795.090232170887. was found in iteration 4, time 3.414529704452434
Epochs 4, rate 9795.090232170887, time 3.4249026320685516
Updated best error: 9780.2150835265. was found in iteration 5, time 3.4166481932697934
Epochs 5, rate 9780.2150835265, time 3.4292589524848154
Epochs 6, rate 9796.991827715015, time 3.3999389682358014
Epochs 7, rate 9830.511343528995, time 3.4215851502958685
Updated best error: 9761.773280294381. was found in iteration 8, time 3.4164701066474663
Epochs 8, rate 9761.773280294381, time 3.427038125686522
Epochs 9, rate 9818.542875314666, time 3.4422407255042344
Epochs 10, rate 9815.971365348787, time 3.42200192247401
Epochs 11, rate 9859.414121806183, time 3.4241572034952696
Epochs 12, rate 9819.462413533689, time 3.4183672238941654
Epochs 13, rate 9823.35774052271, time 3.4219505988876335
Epochs 14, rate 9835.32526042331, time 3.514470929672825
Updated best error: 9747.990020469453. was found in iteration 15, time 3.4380025111458963
Epochs 15, rate 9747.990020469453, time 3.4476102227927186
Epochs 16, rate 9808.253620672811, time 3.4296444976644125
Updated best error: 9744.201915435924. was found in iteration 17, time 3.410922831906646
Epochs 17, rate 9744.201915435924, time 3.4420249191389303
Epochs 18, rate 9823.69634997369, time 3.7090766362962313
Epochs 19, rate 9757.652138461119, time 3.7079805996836512
Epochs 20, rate 9801.026287925417, time 4.091422439101734
Epochs 21, rate 9825.229164908422, time 3.6729299980361247
Epochs 22, rate 9825.398532618641, time 3.365738915730617
Epochs 23, rate 9824.601320299485, time 3.3275346967493533
Epochs 24, rate 9783.216477181399, time 3.378784997810726
Epochs 25, rate 9778.251805579392, time 3.342878900170035
Epochs 26, rate 9814.706026584576, time 3.3316999450617004
Epochs 27, rate 9788.747339540181, time 3.3465055601045606
Epochs 28, rate 9804.023277840077, time 3.3704473900870653
Epochs 29, rate 9779.038122015949, time 3.4622903114941437
Epochs 30, rate 9811.798939843738, time 3.3323158279745257
Epochs 31, rate 9839.19821358508, time 3.469644114280527
Epochs 32, rate 9844.781770188885, time 3.368454427603865
Epochs 33, rate 9819.099178560486, time 3.3824985368191847
Epochs 34, rate 9798.634764420412, time 3.3707361624983605
Epochs 35, rate 9808.11830389381, time 3.348161827569129
Epochs 36, rate 9827.889537623581, time 3.3519801779693807
Epochs 37, rate 9813.509396162244, time 3.382383831718471
Epochs 38, rate 9827.863204226775, time 3.3413255890336586
Epochs 39, rate 9850.840926677127, time 3.3686640504020033
Epochs 40, rate 9802.26969918868, time 3.4091642264756956
Epochs 41, rate 9841.188382769522, time 3.3485461360251065
Epochs 42, rate 9837.597853715282, time 3.386391089974495
Epochs 43, rate 9813.246245132339, time 3.357582795593771
Epochs 44, rate 9853.196357400202, time 3.3378729964024387
Epochs 45, rate 9845.066746885666, time 3.402114964192151
Epochs 46, rate 9871.650404150676, time 3.331653877517965
Epochs 47, rate 9777.982391235844, time 3.667217312984576
Epochs 48, rate 9819.390386150093, time 3.264754214171262
Epochs 49, rate 9799.126733006191, time 3.273714197559457
Epochs 50, rate 9800.953288325158, time 3.2864946955814958
Epochs 51, rate 9811.139463639101, time 3.2528227194052306
Epochs 52, rate 9804.886209464557, time 3.266022463030822
Epochs 53, rate 9810.552584266767, time 3.2876640074246097
Epochs 54, rate 9797.537596512357, time 3.2578394443917205
Epochs 55, rate 9823.516743854043, time 3.2565480071789352
Epochs 56, rate 9796.762513903015, time 3.30861979463225
Epochs 57, rate 9842.296249310364, time 3.2656415555247804
Epochs 58, rate 9822.172481451898, time 3.2667669640650274
Epochs 59, rate 9808.074567489759, time 3.267293803670327
Epochs 60, rate 9801.89799061802, time 3.249790299909364
Epochs 61, rate 9774.650678790347, time 3.2796927758390666
Epochs 62, rate 9819.28353629389, time 3.28716004700982
Epochs 63, rate 9791.406867827227, time 3.2642913744493853
Epochs 64, rate 9816.397894128504, time 3.266092955651402
Epochs 65, rate 9811.554394944724, time 3.2585530276119243
Epochs 66, rate 9807.978405849857, time 3.2643052874700516
Epochs 67, rate 9813.871417172531, time 3.2709739514320972
Epochs 68, rate 9794.225060511259, time 3.2893165647401474
Epochs 69, rate 9820.094673571644, time 3.2759050340682734
Epochs 70, rate 9797.12057729223, time 3.268762399973639
Epochs 71, rate 9811.673617952543, time 3.2667341911728727
Epochs 72, rate 9814.39305977115, time 3.292749060790811
Epochs 73, rate 9833.813411531515, time 3.264152244279103
Epochs 74, rate 9826.231709549575, time 3.2637762836238835
Epochs 75, rate 9843.93078341907, time 3.244280126556987
Epochs 76, rate 9820.056295528571, time 3.2736010383450775
Epochs 77, rate 9851.608178436001, time 3.2568915041265427
Epochs 78, rate 9843.46384805531, time 3.245233322850254
Epochs 79, rate 9814.374347981442, time 3.265218290609482
Epochs 80, rate 9804.86785882433, time 3.2710574295342667
