Updated best error: 21712.440916189793. was found in iteration 0, time 2.8736605242302176
Epochs 0, rate 21712.440916189793, time 2.8934244296106044
Epochs 1, rate 22002.585253800098, time 2.8553825291455723
Epochs 2, rate 22289.024937581944, time 2.843605932634091
Epochs 3, rate 22274.882655690784, time 2.8227824736677576
Epochs 4, rate 22274.098105230732, time 2.8470770759740844
Epochs 5, rate 22384.736585800772, time 2.8355753388314042
Epochs 6, rate 22315.254333802954, time 2.848058098286856
Epochs 7, rate 22317.964787308138, time 2.832336697494611
Epochs 8, rate 22341.981891809104, time 2.859153884463012
Epochs 9, rate 22395.873861340548, time 2.8399004322709516
Epochs 10, rate 22269.026524550984, time 2.851446381857386
Epochs 11, rate 22208.869836323553, time 2.8310554631461855
Epochs 12, rate 22300.7400896295, time 2.836695800535381
Epochs 13, rate 22005.723447017648, time 2.825748110684799
Epochs 14, rate 22204.765609377893, time 2.8433882711979095
Epochs 15, rate 22260.172491286496, time 2.8370250752777793
Epochs 16, rate 22112.251261815934, time 2.837788745353464
Epochs 17, rate 22299.955415969096, time 2.8463495797186624
Epochs 18, rate 22283.274384293887, time 2.829042713274248
Epochs 19, rate 22314.989889269582, time 2.8304207203909755
Epochs 20, rate 22230.777096938433, time 2.8323969872435555
Epochs 21, rate 22217.50962539506, time 2.846142739523202
Epochs 22, rate 22194.39959719184, time 2.8631234229833353
Epochs 23, rate 22214.361814875698, time 2.870943466463359
Epochs 24, rate 22243.135346191662, time 2.8493362408480607
Epochs 25, rate 22271.599062072488, time 2.8373187945398968
Epochs 26, rate 22322.853299308586, time 2.86213281613891
Epochs 27, rate 22390.628778161903, time 2.864635613426799
Epochs 28, rate 22410.353569812636, time 2.836820708529558
Epochs 29, rate 22304.531571669286, time 2.8576061385392677
Epochs 30, rate 22271.575537249573, time 2.838224068225827
Epochs 31, rate 22370.084571510084, time 2.838998250372242
Epochs 32, rate 22299.28439382894, time 2.8382144836941734
Epochs 33, rate 22327.702084561595, time 2.8423098577477504
Epochs 34, rate 22380.877034085664, time 2.830837801739108
Epochs 35, rate 22227.914539723195, time 2.8336194777220953
Epochs 36, rate 22276.40994998241, time 2.8510234261339065
Epochs 37, rate 22140.559271733866, time 2.8312536463490687
Epochs 38, rate 22231.96370040152, time 2.841004507528851
Epochs 39, rate 22157.042421790677, time 2.8357033385836985
Epochs 40, rate 22252.944360864753, time 2.8762770990724675
Epochs 41, rate 22223.95828374362, time 2.8470393562165555
Epochs 42, rate 22268.417944303426, time 2.8567203430866357
Epochs 43, rate 22335.442702863467, time 2.879087528650416
Epochs 44, rate 22235.586239616252, time 2.872919114975957
Epochs 45, rate 22257.665546594708, time 2.8389926851377822
Epochs 46, rate 22200.88577783342, time 2.839629901369335
Epochs 47, rate 22025.002242897837, time 2.8319177610683255
Epochs 48, rate 22179.535026220845, time 2.8366039746033493
Epochs 49, rate 22197.532237436655, time 2.835707667079987
Epochs 50, rate 22066.64166706845, time 2.8498803944385145
Epochs 51, rate 22221.248509877147, time 2.8483716049522627
Epochs 52, rate 22225.253135414787, time 2.827893498033518
Epochs 53, rate 22199.350822974742, time 3.0841400564531796
Epochs 54, rate 22172.827991004575, time 2.906054976192536
Epochs 55, rate 22120.38344839728, time 2.8602029260073323
Epochs 56, rate 22184.975086246504, time 2.851224391924916
Epochs 57, rate 22231.521864714854, time 2.852410708583193
Epochs 58, rate 22256.79995315359, time 2.8757654092041776
Epochs 59, rate 22207.937287192355, time 2.8610472915752325
Epochs 60, rate 22136.17688112714, time 2.86262719205115
Epochs 61, rate 22300.14368918204, time 2.857894601795124
Epochs 62, rate 22259.090860578806, time 2.84696824522689
Epochs 63, rate 22276.28394474658, time 2.8512104789260775
Epochs 64, rate 22315.729810406123, time 2.8585781946894713
Epochs 65, rate 22226.16461420593, time 2.9195530767610762
Epochs 66, rate 22286.10179461647, time 2.8635961564141326
Epochs 67, rate 22371.790979693084, time 2.8664146246155724
Epochs 68, rate 22340.015754293832, time 2.868435103970114
Epochs 69, rate 22335.434558773384, time 2.850431968283374
Epochs 70, rate 22420.359094406573, time 2.8655112060077954
Epochs 71, rate 22353.078135027794, time 2.85644239190151
Epochs 72, rate 22292.72249450579, time 2.848885149898706
Epochs 73, rate 22380.519416066018, time 2.8488335171423387
Epochs 74, rate 22352.319292545177, time 2.857321385439718
Epochs 75, rate 22447.13035059423, time 2.848005228821421
Epochs 76, rate 22240.3487397362, time 2.868341732159024
Epochs 77, rate 22243.664943549382, time 2.8887941772991326
Epochs 78, rate 22312.531302123585, time 2.8613076196052134
Epochs 79, rate 22320.64936652144, time 2.8594219419464935
Epochs 80, rate 22327.24789224554, time 2.8515264590096194
Epochs 81, rate 22390.117710433504, time 2.847875992360059
Epochs 82, rate 22340.71464015912, time 2.865994451480219
Epochs 83, rate 22378.171443381954, time 2.8655755150830373
Epochs 84, rate 22386.412367837336, time 2.8581524563778657
Epochs 85, rate 22347.17197840596, time 2.8603129934344906
Epochs 86, rate 22261.208502490244, time 2.9319897686655167
Epochs 87, rate 22326.426338494053, time 2.8523331048490945
Epochs 88, rate 22404.19503197715, time 3.0097588997741695
Epochs 89, rate 22314.451986797263, time 2.8682533072133083
Epochs 90, rate 22411.794114561075, time 2.8618826910096686
Epochs 91, rate 22434.459442441654, time 2.8466479366470594
Epochs 92, rate 22442.06202085966, time 2.8721115415974054
Epochs 93, rate 22327.434871692934, time 2.8792115090764128
Epochs 94, rate 22269.00496495671, time 2.9210139436472673
Epochs 95, rate 22197.778934930095, time 2.859584569669096
Epochs 96, rate 22216.79035126216, time 2.8680282254936174
Epochs 97, rate 22309.389249624764, time 2.872665279690409
Epochs 98, rate 22224.41947703751, time 2.8622951346915215
Epochs 99, rate 22345.703152994036, time 2.8998315288336016
