Updated best error: 2297.577119238748. was found in iteration 0, time 3.609387700458683
Epochs 0, rate 2297.577119238748, time 3.619691990523279
Updated best error: 1813.65299789623. was found in iteration 1, time 3.6204324722421006
Epochs 1, rate 1813.65299789623, time 3.6303425601381605
Updated best error: 1794.1804883459074. was found in iteration 2, time 3.6115374162782246
Epochs 2, rate 1794.1804883459074, time 3.6212870407052833
Epochs 3, rate 1837.0706763574212, time 3.6039436912342353
Updated best error: 1793.5173755918752. was found in iteration 4, time 3.608644745316269
Epochs 4, rate 1793.5173755918752, time 3.6086670061449695
Epochs 5, rate 1800.1603634441544, time 3.6342131616529514
Updated best error: 1733.549011690671. was found in iteration 6, time 3.6090961454447097
Epochs 6, rate 1733.549011690671, time 3.618648514197048
Epochs 7, rate 1764.5217416413818, time 3.6200144633548916
Updated best error: 1701.6027935626876. was found in iteration 8, time 3.5794057657403755
Epochs 8, rate 1701.6027935626876, time 3.5892073320992495
Epochs 9, rate 1733.0862717770071, time 3.6409563375491416
Epochs 10, rate 1744.4503986871396, time 3.621676296021178
Epochs 11, rate 1722.6994924985918, time 3.6243472862352064
Updated best error: 1672.3004357688967. was found in iteration 12, time 3.5962429905448516
Epochs 12, rate 1672.3004357688967, time 3.605981484555741
Epochs 13, rate 1787.4724008119151, time 3.611977685992315
Updated best error: 1633.278720938656. was found in iteration 14, time 3.612789587867155
Epochs 14, rate 1633.278720938656, time 3.62275841961673
Epochs 15, rate 1673.6023742821847, time 3.6193311795977934
Epochs 16, rate 1758.5050222017248, time 3.605522664151067
Epochs 17, rate 1663.8136903005432, time 3.6098969169051998
Epochs 18, rate 1718.3133624403777, time 3.625976346014795
Epochs 19, rate 1724.1035871802678, time 3.613652194964743
Epochs 20, rate 1851.5724194110578, time 3.6086580399769446
Epochs 21, rate 1884.958308065717, time 3.599624163016415
Epochs 22, rate 1860.5805879114164, time 3.59285996300423
Epochs 23, rate 1799.325863620304, time 3.6283350662779412
Epochs 24, rate 1699.6777836354067, time 3.5942645594313944
Epochs 25, rate 1848.007843356848, time 3.6141833630608744
Epochs 26, rate 1803.772640240263, time 3.6140658753574826
Epochs 27, rate 1851.5647516675438, time 3.593418029600798
Epochs 28, rate 1811.5932925452162, time 3.5994120667910465
Epochs 29, rate 1845.442206075342, time 3.600193978383686
Epochs 30, rate 1807.3176490716648, time 3.6078275874115207
Epochs 31, rate 1721.4161623370212, time 3.61253853519338
Epochs 32, rate 1817.3120894291776, time 3.6164487115147494
Epochs 33, rate 1837.2141293254058, time 3.6038354788743163
Epochs 34, rate 1836.0791334413009, time 3.612550593143169
Epochs 35, rate 1815.065952746162, time 3.632582555981571
Epochs 36, rate 1804.6401138995195, time 3.6018678689979424
Epochs 37, rate 1702.1467898060018, time 3.595379455915463
Epochs 38, rate 1677.8170260966438, time 3.5997329937326867
Epochs 39, rate 1654.8156623229222, time 3.604354279845211
Epochs 40, rate 1809.8680227160594, time 3.6270182764492347
Epochs 41, rate 1839.756684680529, time 3.606531512521542
Epochs 42, rate 1820.7118498402451, time 3.6288872584882483
Epochs 43, rate 1848.3972010157486, time 3.6120370482021826
Epochs 44, rate 1855.4418037053185, time 3.6524735335769947
Epochs 45, rate 1878.6445223858786, time 3.6112430786597542
Epochs 46, rate 1865.9521833852039, time 3.609019778437869
Epochs 47, rate 1863.2318962598886, time 3.6150079412418563
Epochs 48, rate 1807.6238289559258, time 3.608116359822816
Epochs 49, rate 1675.542484538717, time 3.6080786400852958
Epochs 50, rate 1652.335774526822, time 3.613283654585757
Epochs 51, rate 1783.764049993139, time 3.60723551121373
Epochs 52, rate 1864.9135845265032, time 3.6024905538324674
Epochs 53, rate 1767.4924440549414, time 3.604602859093575
Epochs 54, rate 1824.8343054713018, time 3.6051071286892693
Epochs 55, rate 1794.9189193968277, time 3.618534427452687
Epochs 56, rate 1787.4396775428124, time 3.6077669884889474
Epochs 57, rate 1804.7832066997896, time 3.6266859099159774
Updated best error: 1597.413570105876. was found in iteration 58, time 3.6232531046898657
Epochs 58, rate 1597.413570105876, time 3.632942439373437
Epochs 59, rate 1618.9138207616943, time 3.5984242425383854
Updated best error: 1554.161022670667. was found in iteration 60, time 3.617984708665972
Epochs 60, rate 1554.161022670667, time 3.6275942753818526
Updated best error: 1525.1177074019927. was found in iteration 61, time 3.6220905947684514
Epochs 61, rate 1525.1177074019927, time 3.6318238327512518
Epochs 62, rate 1584.8294913369614, time 3.6042621447504644
Epochs 63, rate 1851.832294844297, time 3.603737469395128
Epochs 64, rate 1788.448866978444, time 3.616634218418767
Epochs 65, rate 1776.2883949900765, time 3.6033346102394717
Epochs 66, rate 1858.1952173620518, time 3.6213414560625097
Epochs 67, rate 1827.3623423530564, time 3.6134583402508724
Epochs 68, rate 1801.889101809244, time 3.6253233617189835
Epochs 69, rate 1772.2739255760428, time 3.593800482998631
Epochs 70, rate 1715.7503427964289, time 3.609691313422445
Epochs 71, rate 1826.2162253898814, time 3.619926038398262
Epochs 72, rate 1780.3814846729726, time 3.610083660520104
Epochs 73, rate 1819.1515557462765, time 3.6288192392912606
Epochs 74, rate 1778.8189103114778, time 3.621185939442512
