Updated best error: 2057.6089094349086. was found in iteration 0, time 1.0918290083936881
Epochs 0, rate 2057.6089094349086, time 1.1407895359152462
Updated best error: 1893.0749851167686. was found in iteration 1, time 1.2769853025965858
Epochs 1, rate 1893.0749851167686, time 1.292767302307766
Epochs 2, rate 1893.559568748765, time 0.9618245345918695
Epochs 3, rate 1893.6016595817475, time 0.9192782173777232
Epochs 4, rate 1894.117911289891, time 0.932234328603954
Epochs 5, rate 1893.936086190431, time 0.9030744986521313
Epochs 6, rate 1893.9377088402296, time 0.9050303597468883
Epochs 7, rate 1893.9341246170468, time 0.9052038087102119
Epochs 8, rate 1893.9305295470485, time 0.9097045153321233
Epochs 9, rate 1893.92676225277, time 0.9114337488426827
Epochs 10, rate 1893.9225337505447, time 0.9231614952004747
Epochs 11, rate 1893.917430931385, time 0.9437100947543513
Epochs 12, rate 1893.9107367373788, time 0.9406668540323153
Epochs 13, rate 1893.9009474620884, time 0.9864212039392442
Epochs 14, rate 1893.8840653743252, time 0.9842597393435426
Epochs 15, rate 1893.8440863250262, time 0.9197160136682214
Epochs 16, rate 1893.5515312950834, time 0.9190231453831075
Epochs 17, rate 1895.155258567878, time 0.9307811912003672
Epochs 18, rate 1893.8993497203116, time 1.0236122460482875
Epochs 19, rate 1893.920950942738, time 0.9661879660998238
Epochs 20, rate 1893.915816961657, time 1.0029365742520895
Epochs 21, rate 1893.9071516927145, time 0.9833315864816541
Epochs 22, rate 1893.8909749820748, time 0.9656969911593478
Epochs 23, rate 1893.8464708654762, time 1.0879995275754482
Updated best error: 1891.5019925181728. was found in iteration 24, time 1.1802666414441774
Epochs 24, rate 1891.5019925181728, time 1.1903294633521
Epochs 25, rate 1894.384757589356, time 1.039787520407117
Epochs 26, rate 1893.866739346311, time 1.0982262139150407
Epochs 27, rate 1893.8780527688828, time 1.0744791661854833
Epochs 28, rate 1893.7578099809857, time 1.055239936176804
Epochs 29, rate 1916.8184242663956, time 1.0277595620427746
Epochs 30, rate 1925.17802150412, time 1.1017502267059172
Epochs 31, rate 1924.9773167913488, time 1.1032256249309285
Epochs 32, rate 1924.951223684569, time 1.1757013165770331
Epochs 33, rate 1924.9048296102699, time 1.0752363435167354
Epochs 34, rate 1923.8272747413528, time 1.020138010950177
Epochs 35, rate 1892.3121590271764, time 0.9683045998535817
Epochs 36, rate 1892.6653297024172, time 0.905911208348698
Epochs 37, rate 1895.3338890478865, time 0.9150350561685627
Epochs 38, rate 1893.9361391251991, time 0.8912957378925057
Epochs 39, rate 1893.9454697556844, time 0.924371000204701
Epochs 40, rate 1893.9455278151968, time 0.9326668688590871
Epochs 41, rate 1893.9454362050012, time 0.9624088813288836
Epochs 42, rate 1893.9453449320663, time 0.9145193469739752
Epochs 43, rate 1893.9452562179554, time 0.9301167673256714
Epochs 44, rate 1893.9451698756761, time 0.9151933553803246
Epochs 45, rate 1893.9450856951432, time 0.945739540271461
Epochs 46, rate 1893.9450034813142, time 0.9452096088934923
Epochs 47, rate 1893.944923052659, time 0.9468550551100634
Epochs 48, rate 1893.9448442400499, time 0.9260019150533481
Epochs 49, rate 1893.9447668849261, time 0.9043977812252706
Epochs 50, rate 1893.9446908381146, time 0.9290300060529262
Epochs 51, rate 1893.9446159588808, time 0.9141931640042458
Epochs 52, rate 1893.9445421136859, time 0.9202938676608028
Epochs 53, rate 1893.944469175252, time 1.1567381826607743
Epochs 54, rate 1893.9443970219504, time 1.020377314867801
Epochs 55, rate 1893.9443255367169, time 1.0403356932947645
Epochs 56, rate 1893.9442546065127, time 1.1081387752346927
Epochs 57, rate 1893.9441841215603, time 1.0857681887137005
Epochs 58, rate 1893.9441139748226, time 1.1407277002872434
Epochs 59, rate 1893.9440440612273, time 1.1263373115216382
Epochs 60, rate 1893.9439742772122, time 1.122616661421489
Epochs 61, rate 1893.9439045201968, time 1.1826027916831663
Epochs 62, rate 1893.9438346878037, time 1.1323430975025985
Epochs 63, rate 1893.9437646775993, time 1.0010926356626442
Epochs 64, rate 1893.9436943863311, time 0.9182993592839921
Epochs 65, rate 1893.9436237094067, time 0.9281343168986496
Epochs 66, rate 1893.9435525403962, time 0.9187690009275684
Epochs 67, rate 1893.9434807704035, time 0.8980219089862658
