Updated best error: 2121.2726440431366. was found in iteration 0, time 3.94066159799695
Epochs 0, rate 2121.2726440431366, time 3.950922603115032
Updated best error: 1865.213192847271. was found in iteration 1, time 4.016642442555167
Epochs 1, rate 1865.213192847271, time 4.0267290711854
Updated best error: 1862.5030190632158. was found in iteration 2, time 4.006973822812142
Epochs 2, rate 1862.5030190632158, time 4.017325417138636
Updated best error: 1854.5347633459132. was found in iteration 3, time 3.9429903279815335
Epochs 3, rate 1854.5347633459132, time 3.9529492660294636
Epochs 4, rate 1876.0066546382072, time 3.971150894096354
Epochs 5, rate 1870.6540236268474, time 3.9208670839943807
Updated best error: 1847.8202347013062. was found in iteration 6, time 3.9025424030114664
Epochs 6, rate 1847.8202347013062, time 3.912572761219053
Epochs 7, rate 1868.8712260040134, time 3.9779657993349247
Epochs 8, rate 1905.7937029115985, time 4.12746704856545
Epochs 9, rate 1880.7151350955596, time 4.035336591448868
Epochs 10, rate 1853.9051660366608, time 3.9896629370487062
Epochs 11, rate 1905.1191780346494, time 4.020515517499007
Updated best error: 1830.1255453399583. was found in iteration 12, time 3.9773758873780025
Epochs 12, rate 1830.1255453399583, time 3.9886850064940518
Updated best error: 1748.0061789484896. was found in iteration 13, time 4.048763581035018
Epochs 13, rate 1748.0061789484896, time 4.058926885852998
Epochs 14, rate 1829.795719367946, time 3.965152528413455
Epochs 15, rate 1798.6151907231442, time 3.9786796917251195
Epochs 16, rate 1870.5319379336706, time 3.969338182483625
Epochs 17, rate 1859.1600108690302, time 3.99466234807187
Epochs 18, rate 1811.1545235164774, time 3.965263214195147
Epochs 19, rate 1749.90154401012, time 4.004155663787969
Epochs 20, rate 1860.636282555446, time 4.009302552796726
Epochs 21, rate 1884.489439042523, time 4.00868512399029
Epochs 22, rate 1869.2109461899215, time 3.9933393746759975
Epochs 23, rate 1911.2108240653224, time 4.019314669480082
Epochs 24, rate 1934.2481837654143, time 3.9638508883144823
Epochs 25, rate 1774.7148748157804, time 4.023307396375458
Epochs 26, rate 1842.0528880194704, time 3.9750808578173746
Epochs 27, rate 1884.9416268062832, time 4.000771090351918
Epochs 28, rate 1909.562271538139, time 4.044310487843177
Epochs 29, rate 1864.442068939353, time 4.101083329391258
Epochs 30, rate 1874.70775870583, time 4.0866277040331624
Epochs 31, rate 1856.1661914201602, time 4.069398441308294
Epochs 32, rate 1849.6546333315273, time 3.9952429846744053
Epochs 33, rate 1774.6427639320852, time 4.0608066891363706
Epochs 34, rate 1891.5099545931769, time 4.059849164339539
Epochs 35, rate 1896.9238753180152, time 4.071707074705046
Updated best error: 1746.9903154220237. was found in iteration 36, time 3.9901999795329175
Epochs 36, rate 1746.9903154220237, time 4.000268366653472
Updated best error: 1729.0005730931819. was found in iteration 37, time 3.965910324106517
Epochs 37, rate 1729.0005730931819, time 3.9758086632355116
Epochs 38, rate 1853.5308534392175, time 4.007114498883311
Epochs 39, rate 1839.5964331511245, time 3.975603368926386
Epochs 40, rate 1772.8040024428587, time 3.9715933280604077
Epochs 41, rate 1793.6456743154686, time 3.9716489801357966
Updated best error: 1726.3189119489832. was found in iteration 42, time 3.9722861963382456
Epochs 42, rate 1726.3189119489832, time 3.9823777718193014
Updated best error: 1704.3985034348677. was found in iteration 43, time 3.969011381152086
Epochs 43, rate 1704.3985034348677, time 3.9797528491544654
Epochs 44, rate 1718.4961471468648, time 3.9779515771369915
Epochs 45, rate 1927.7101525256414, time 3.9677579728595447
Epochs 46, rate 1925.8777068729792, time 3.9845556228538044
Epochs 47, rate 1913.0667999577158, time 4.009608639178623
Epochs 48, rate 1924.1932826865018, time 3.954897706855263
Epochs 49, rate 1923.0610659976753, time 3.97494296435616
Epochs 50, rate 1909.6955828283717, time 3.964988663981785
Epochs 51, rate 1920.3711697253357, time 3.9581026477681007
Epochs 52, rate 1912.6699705570077, time 4.0007383174670395
Epochs 53, rate 1909.7177311058003, time 3.9789257975426153
Epochs 54, rate 1935.4280910482018, time 4.013793674894259
Epochs 55, rate 1933.4799480110116, time 3.965062557559577
Epochs 56, rate 1935.4361979226844, time 3.9692114194331225
Epochs 57, rate 1930.5100875013297, time 3.95984424839844
Epochs 58, rate 1918.678471430549, time 4.010809178020281
Epochs 59, rate 1848.3158170394777, time 4.042527457342658
Epochs 60, rate 1813.4413418651197, time 4.063280732851126
Epochs 61, rate 1863.4622112575537, time 4.095000558067113
Epochs 62, rate 1936.703438566928, time 4.051190629674238
Epochs 63, rate 1934.2539925276994, time 4.060096816050645
Epochs 64, rate 1899.6539855684077, time 3.9799244430396357
Epochs 65, rate 1923.5594441849646, time 3.9952578252195963
Epochs 66, rate 1965.3797633692732, time 3.9898110333961085
Epochs 67, rate 1953.5190035409435, time 3.9678470161670703
Epochs 68, rate 1907.4480124395088, time 3.9698251380978036
Epochs 69, rate 1958.5633335398788, time 3.9920831837662263
Epochs 70, rate 1951.7196537764046, time 4.005918906892475
Epochs 71, rate 1982.5748671466226, time 4.003995818675321
Epochs 72, rate 1976.612204494931, time 3.978122243483085
Epochs 73, rate 1976.2090936009608, time 3.9949152558110654
Epochs 74, rate 1975.8144948855322, time 3.974427564353391
Epochs 75, rate 1975.424475771029, time 4.060465974784165
Epochs 76, rate 1975.0317628146472, time 4.138470081292326
Epochs 77, rate 1974.6282278332264, time 4.068837901286315
Epochs 78, rate 1974.2879108109569, time 4.1306763179673
Epochs 79, rate 1973.9169202879991, time 4.0706230960422545
Epochs 80, rate 1973.4553574785868, time 4.020713391531899
Epochs 81, rate 1973.4825657107592, time 4.022758295948734
Epochs 82, rate 1971.4675805693503, time 4.0534899877311545
Epochs 83, rate 1991.1363309503938, time 4.307330830844876
Epochs 84, rate 1991.8838232562002, time 4.112199521325238
Epochs 85, rate 1990.4978132278384, time 4.110931272472953
Epochs 86, rate 1990.2169902268818, time 4.041987013893959
Epochs 87, rate 1989.9461677544696, time 4.130973438193905
Epochs 88, rate 1989.6826077364567, time 4.078730366025411
Epochs 89, rate 1989.423821906973, time 4.080718381657789
Epochs 90, rate 1989.1663648077597, time 4.0624907826277195
Epochs 91, rate 1988.903107571741, time 4.094231013601529
Epochs 92, rate 1988.6107613180202, time 4.104483980088844
Epochs 93, rate 1988.1041913181803, time 4.085544962079439
Epochs 94, rate 1983.8173518426079, time 4.120194868817634
Epochs 95, rate 1970.3354734767186, time 4.078405728949292
Epochs 96, rate 1969.5872434417847, time 4.056942271177832
Epochs 97, rate 1969.661617496212, time 4.008541046961909
Epochs 98, rate 1969.3463842733483, time 3.982299858915212
Epochs 99, rate 1966.4637069252108, time 4.054014663081034
