Updated best error: 2092.5430065798496. was found in iteration 0, time 1.7361761029460467
Epochs 0, rate 2092.5430065798496, time 1.7482795007817913
Updated best error: 1929.0081536315538. was found in iteration 1, time 1.7236077011330053
Epochs 1, rate 1929.0081536315538, time 1.7345631204370875
Updated best error: 1920.1076638607824. was found in iteration 2, time 1.695022324216552
Epochs 2, rate 1920.1076638607824, time 1.7077378948451951
Epochs 3, rate 1924.8716070576224, time 1.7866893232567236
Epochs 4, rate 1970.0475984500179, time 1.7343275266466662
Epochs 5, rate 1958.0655901295788, time 1.8971698139503133
Epochs 6, rate 1957.9492181546707, time 1.7140142116695642
Epochs 7, rate 1958.6326737945888, time 1.5960451165155973
Epochs 8, rate 1958.1145381781403, time 1.6026828626636416
Epochs 9, rate 1957.905011471265, time 1.737540197034832
Epochs 10, rate 1955.0628480770172, time 1.5886508114053868
Epochs 11, rate 2001.4607382334711, time 1.5958475516817998
Epochs 12, rate 1994.1378818425635, time 1.5886990431754384
Epochs 13, rate 1993.7003419448415, time 1.5882603193458635
Epochs 14, rate 1993.684211731424, time 1.629195199930109
Epochs 15, rate 1993.669483714672, time 1.6598811333824415
Epochs 16, rate 1993.6507725491363, time 1.6135377990431152
Epochs 17, rate 1993.615637745492, time 1.608560339664109
Epochs 18, rate 1993.441143564878, time 1.6089103293779772
Epochs 19, rate 2022.0530557235923, time 1.6335747087432537
Epochs 20, rate 2030.7790557615947, time 1.6275834541302174
Epochs 21, rate 2030.7700805905663, time 1.6029045433970168
Epochs 22, rate 2030.7506969219148, time 1.6031478666118346
Epochs 23, rate 2030.690230064431, time 1.6365842490340583
Epochs 24, rate 2031.244807809185, time 1.7829927890270483
Epochs 25, rate 2029.6703842399497, time 1.8403073107474484
Epochs 26, rate 2030.2224934463707, time 2.181955063424539
Epochs 27, rate 2030.4338992605292, time 1.7586892206163611
Epochs 28, rate 2030.8005242621132, time 1.715037900605239
Epochs 29, rate 2030.7977790815034, time 1.7502205213240813
Epochs 30, rate 2030.7969143671392, time 1.613173587131314
Epochs 31, rate 2030.7960359145598, time 1.615537872625282
Epochs 32, rate 2030.7951209329005, time 1.6076705249142833
Epochs 33, rate 2030.794155540846, time 1.618253384513082
Epochs 34, rate 2030.7931224950407, time 1.6085053059505299
Epochs 35, rate 2030.7919995692594, time 1.619452068262035
Epochs 36, rate 2030.7907570427433, time 1.6250101642217487
Epochs 37, rate 2030.7893536271931, time 1.8118734311137814
Epochs 38, rate 2030.7877295205906, time 1.944082036119653
Epochs 39, rate 2030.7857938594864, time 1.865433293103706
Epochs 40, rate 2030.7834004098754, time 2.052310782164568
Epochs 41, rate 2030.7802961356813, time 1.782028462330345
Epochs 42, rate 2030.7759990041093, time 2.0349896935222205
Epochs 43, rate 2030.7694566956532, time 2.1343042146181688
Epochs 44, rate 2030.7578267311371, time 2.0832539518305566
Epochs 45, rate 2030.7296568154522, time 1.9276575641706586
Epochs 46, rate 2030.4526241571327, time 1.8349192627356388
Epochs 47, rate 2031.7947445964041, time 1.6695429511892144
Epochs 48, rate 2030.7941886801577, time 1.9151061671727803
Epochs 49, rate 2030.7936010686465, time 1.8913959116034675
Epochs 50, rate 2030.7928968216097, time 1.807360975712072
Epochs 51, rate 2030.7921278268932, time 1.7143138053361326
Epochs 52, rate 2030.7912784130024, time 1.6758557510911487
Epochs 53, rate 2030.7903279535042, time 1.6942193885042798
Epochs 54, rate 2030.7892486772712, time 1.6880778733175248
Epochs 55, rate 2030.7880022147717, time 1.6929672168917023
Epochs 56, rate 2030.7865339418515, time 1.829445881623542
Epochs 57, rate 2030.7847632911971, time 1.6469933504995424
Epochs 58, rate 2030.782566237717, time 1.6387018103268929
Epochs 59, rate 2030.779741466454, time 1.619846270448761
Epochs 60, rate 2030.7759393203378, time 1.6197510435595177
Epochs 61, rate 2030.77049532904, time 1.6664171598968096
Epochs 62, rate 2030.7619768405164, time 1.6984798636985943
Epochs 63, rate 2030.7466387653742, time 1.8407383051235229
Epochs 64, rate 2030.7107015045585, time 1.6116026528470684
Epochs 65, rate 2030.5254588531861, time 1.642179446411319
Epochs 66, rate 2030.8577172833957, time 1.5907748654135503
Epochs 67, rate 2030.7960783229264, time 1.5953225671255495
Epochs 68, rate 2030.7961314617728, time 1.6092315654677805
Epochs 69, rate 2030.7958890758578, time 1.6011459379806183
Epochs 70, rate 2030.795641248189, time 1.5761195109516848
Epochs 71, rate 2030.7953872751962, time 1.5839729456638452
Epochs 72, rate 2030.7951263816035, time 1.6384365354606416
Epochs 73, rate 2030.7948577091067, time 1.620562945434358
Epochs 74, rate 2030.7945803017415, time 1.6513366854633205
Epochs 75, rate 2030.7942930882293, time 1.6376873967528809
Epochs 76, rate 2030.7939948606881, time 1.6258165009203367
Epochs 77, rate 2030.7936842487402, time 1.707253721804591
Epochs 78, rate 2030.793359687189, time 1.6099658636376262
Epochs 79, rate 2030.793019376329, time 1.6420217655249871
Epochs 80, rate 2030.7926612318743, time 1.6270488851005211
Epochs 81, rate 2030.7922828218848, time 1.6441176843363792
Epochs 82, rate 2030.7918812857438, time 1.6380834539886564
Epochs 83, rate 2030.7914532298564, time 1.6621149456477724
Epochs 84, rate 2030.7909945905026, time 1.6935438342043199
Epochs 85, rate 2030.7905004527026, time 1.6839596201025415
Epochs 86, rate 2030.789964805679, time 1.6238822822633665
Epochs 87, rate 2030.7893802091473, time 1.6348503778572194
Epochs 88, rate 2030.7887373281244, time 1.6357148400275037
Epochs 89, rate 2030.7880242727224, time 1.6532028848887421
Epochs 90, rate 2030.7872256389646, time 1.7256529147271067
Epochs 91, rate 2030.7863210799662, time 1.6823373622319195
Epochs 92, rate 2030.7852831137363, time 1.6475136973604094
Epochs 93, rate 2030.7840736445735, time 1.6066848649061285
Epochs 94, rate 2030.7826382198673, time 1.6489829120400827
Epochs 95, rate 2030.7808960886437, time 1.6704627562430687
Epochs 96, rate 2030.778721978869, time 1.6609719139232766
Epochs 97, rate 2030.7759102325163, time 1.6589508162578568
Epochs 98, rate 2030.7720975005334, time 1.7068861089646816
Epochs 99, rate 2030.7665746719686, time 1.6259584136714693
