Updated best error: 27603.493570165283. was found in iteration 0, time 7.485949861817062
Epochs 0, rate 27603.493570165283, time 7.499618628731696
Updated best error: 25320.83200977751. was found in iteration 1, time 7.489882298963494
Epochs 1, rate 25320.83200977751, time 7.5033646314404905
Updated best error: 25286.899748143107. was found in iteration 2, time 7.46352887924877
Epochs 2, rate 25286.899748143107, time 7.47637677811872
Updated best error: 25284.871477825593. was found in iteration 3, time 7.507933357264847
Epochs 3, rate 25284.871477825593, time 7.5204359041235875
Updated best error: 25216.339185595552. was found in iteration 4, time 7.483949169865809
Epochs 4, rate 25216.339185595552, time 7.4969541312530055
Updated best error: 25167.51588426468. was found in iteration 5, time 7.491940188869194
Epochs 5, rate 25167.51588426468, time 7.5042736152608995
Updated best error: 25138.497467085916. was found in iteration 6, time 7.547535061574308
Epochs 6, rate 25138.497467085916, time 7.560320815638988
Updated best error: 25079.09696788386. was found in iteration 7, time 7.515054039708048
Epochs 7, rate 25079.09696788386, time 7.528367251725285
Epochs 8, rate 25112.099679985782, time 7.5138355685412535
Epochs 9, rate 25122.613238068756, time 7.5038061378654675
Epochs 10, rate 25124.965875878905, time 7.530826145717583
Epochs 11, rate 25111.933019941174, time 7.517938053686521
Epochs 12, rate 25134.609539185523, time 7.502673309048987
Epochs 13, rate 25125.79106445513, time 7.507827618333977
Epochs 14, rate 25098.88693628957, time 7.533737985722837
Epochs 15, rate 25110.65959428205, time 7.494513478777662
Epochs 16, rate 25122.24066768795, time 7.506564934679773
Epochs 17, rate 25106.98951685485, time 7.5367212458950235
Epochs 18, rate 25133.625658934387, time 7.571620968585194
Epochs 19, rate 25112.628002044195, time 7.498848775081569
Epochs 20, rate 25121.38605927512, time 7.61819680489134
Epochs 21, rate 25142.72374385455, time 7.717283770834911
Epochs 22, rate 25128.80303832323, time 7.567169112109696
Epochs 23, rate 25156.500668374763, time 7.523356091936876
Epochs 24, rate 25134.609413933405, time 7.570359521654609
Epochs 25, rate 25123.359138562126, time 7.54058473630721
Epochs 26, rate 25145.536609494142, time 7.565978157792415
Epochs 27, rate 25116.235515869208, time 7.573732964665396
Epochs 28, rate 25117.225502060573, time 7.594263631901413
Epochs 29, rate 25130.691384457754, time 7.542169583604846
Epochs 30, rate 25118.511038904457, time 7.547227120114258
Epochs 31, rate 25120.73468492178, time 7.500608308051596
Epochs 32, rate 25134.381254175732, time 7.5437136193941114
Epochs 33, rate 25139.40446014765, time 7.599873051440227
Epochs 34, rate 25137.26233498747, time 7.502933327894425
Epochs 35, rate 25122.441409799983, time 7.503362158015079
Epochs 36, rate 25130.185131394435, time 7.527069940122601
Epochs 37, rate 25132.226310218623, time 7.525977304467233
Epochs 38, rate 25125.509259004128, time 7.531051227422722
Epochs 39, rate 25164.843813432984, time 7.530671556633024
Epochs 40, rate 25125.45581999287, time 7.515330444992287
Epochs 41, rate 25123.245976533995, time 7.508644467059639
Epochs 42, rate 25128.82494298697, time 7.521819167253852
Epochs 43, rate 25127.498041770377, time 7.599804723067791
Epochs 44, rate 25119.045004995267, time 7.513729829603108
Epochs 45, rate 25112.663222138413, time 7.530224794172682
Epochs 46, rate 25123.40190925425, time 7.518727694725385
Epochs 47, rate 25110.051170173978, time 7.533777869706682
Epochs 48, rate 25105.203850429927, time 7.513096632712404
Epochs 49, rate 25093.45350962525, time 7.519810745856375
Epochs 50, rate 25091.5972459083, time 7.545816340134479
Epochs 51, rate 25100.276140073063, time 7.5604488153985585
Epochs 52, rate 25104.337262381592, time 7.540419635166472
Epochs 53, rate 25118.143684207982, time 7.418690933438484
Epochs 54, rate 25128.38559358843, time 7.763633907074109
Epochs 55, rate 25120.374891688647, time 7.569530924156425
Epochs 56, rate 25112.717608479375, time 7.583640269956959
Epochs 57, rate 25098.70738356414, time 7.735867233946919
Epochs 58, rate 25093.891681084006, time 7.638212072110036
Epochs 59, rate 25104.043043509268, time 7.618633673642762
Epochs 60, rate 25112.55735082492, time 7.544094217722886
