Updated best error: 14168.461832390925. was found in iteration 0, time 2.1033975280006416
Epochs 0, rate 14168.461832390925, time 2.112727597646881
Updated best error: 13971.840546326821. was found in iteration 1, time 2.194839445321122
Epochs 1, rate 13971.840546326821, time 2.2040631576965097
Updated best error: 13919.278123006081. was found in iteration 2, time 2.204617204988608
Epochs 2, rate 13919.278123006081, time 2.2135818260139786
Epochs 3, rate 13985.861107871679, time 2.1662355177104473
Epochs 4, rate 13935.501265548783, time 2.147411204816308
Epochs 5, rate 13940.316193198696, time 2.0964017535443418
Epochs 6, rate 13949.299274350895, time 2.0980926489282865
Updated best error: 13858.368869718563. was found in iteration 7, time 2.0877435280708596
Epochs 7, rate 13858.368869718563, time 2.098786135582486
Epochs 8, rate 14018.526003749814, time 2.0873700408264995
Epochs 9, rate 13955.977416275166, time 2.0803275804501027
Epochs 10, rate 13948.412454228703, time 2.093407981301425
Epochs 11, rate 13930.875003064857, time 2.084574142645579
Epochs 12, rate 14004.153744145806, time 2.0690877172455657
Epochs 13, rate 13945.038841946816, time 2.089149361185264
Epochs 14, rate 14050.781887187963, time 2.065575453249039
Epochs 15, rate 13879.163047905247, time 2.0670156051346567
Epochs 16, rate 13926.613532886355, time 2.0779564930708148
Epochs 17, rate 14031.595499048364, time 2.0770660599519033
Epochs 18, rate 13941.676986324534, time 2.104575187637238
Epochs 19, rate 13999.041063019029, time 2.071677393600112
Epochs 20, rate 14016.054810662006, time 2.063204984209733
Epochs 21, rate 13882.202092098467, time 2.0732625500822905
Epochs 22, rate 13897.517279119736, time 2.064769116579555
Epochs 23, rate 14007.47378830453, time 2.0988782706845086
Epochs 24, rate 13898.615808706241, time 2.072381701465929
Epochs 25, rate 13954.251117056836, time 2.0729904733016156
Epochs 26, rate 13997.554482817495, time 2.063892287289491
Epochs 27, rate 13997.605166421716, time 2.1112840447749477
Epochs 28, rate 13864.839290913469, time 2.0840522498765495
Epochs 29, rate 13986.74530160178, time 2.091478709509829
Epochs 30, rate 13953.851398518758, time 2.07970644152374
Epochs 31, rate 13948.090641141765, time 2.0727715751563665
Epochs 32, rate 13975.992518429783, time 2.06076773267705
Epochs 33, rate 13907.040423479715, time 2.0992996805289295
Epochs 34, rate 13992.555539776271, time 2.06553773349151
Epochs 35, rate 13977.428724065943, time 2.0662847079511266
Epochs 36, rate 14028.184606171659, time 2.0837517287000082
Epochs 37, rate 13939.478319475043, time 2.0988637392874807
Epochs 38, rate 13981.285298593617, time 2.063415843702387
Epochs 39, rate 13983.473915323291, time 2.120508684660308
Epochs 40, rate 13968.302468180376, time 2.0712516552594025
Epochs 41, rate 13972.271300557624, time 2.0684452450077515
Epochs 42, rate 14047.153610694324, time 2.0737158052797895
Epochs 43, rate 13956.802566025002, time 2.073784133652225
Epochs 44, rate 13979.290263249188, time 2.108725286234403
Epochs 45, rate 13950.368518786107, time 2.1034120593685657
Epochs 46, rate 13942.731198581718, time 2.085296073666541
Epochs 47, rate 14002.03945350538, time 2.0762127281632274
Epochs 48, rate 14001.280848018276, time 2.1089636625838466
Epochs 49, rate 13912.448120159703, time 2.076786872028606
