Updated best error: 24558.316935281488. was found in iteration 0, time 2.9971493772691247
Epochs 0, rate 24558.316935281488, time 3.009878551722977
Updated best error: 24443.4473469203. was found in iteration 1, time 2.977776582288243
Epochs 1, rate 24443.4473469203, time 2.98724145361939
Epochs 2, rate 24548.58366420178, time 2.9660649131938044
Epochs 3, rate 24669.42314272517, time 2.993587953923452
Epochs 4, rate 24750.23861796366, time 2.9763534351695853
Epochs 5, rate 24735.716071651106, time 2.9683404645275004
Epochs 6, rate 24758.18223705062, time 2.9996456818162187
Epochs 7, rate 24777.899727985885, time 2.990016636877044
Epochs 8, rate 24818.344859354653, time 2.9730025621593086
Epochs 9, rate 24765.50331271658, time 2.9715423136613026
Epochs 10, rate 24802.66359028331, time 3.0021354936234275
Epochs 11, rate 24813.361227501005, time 2.988266688433214
Epochs 12, rate 24816.35987144931, time 2.99164074980672
Epochs 13, rate 24827.62037070406, time 2.9768635791515408
Epochs 14, rate 24707.35052799925, time 2.977122052102459
Epochs 15, rate 24774.614282337046, time 2.9714498693883797
Epochs 16, rate 24789.997179635688, time 2.9803223553444695
Epochs 17, rate 24797.723365347483, time 2.9713172319525256
Epochs 18, rate 24773.562076554972, time 2.989319749281094
Epochs 19, rate 24835.175974840226, time 2.974678617021709
Epochs 20, rate 24824.92864994816, time 2.979014531683788
Epochs 21, rate 24806.082831367683, time 3.0014089249225435
Epochs 22, rate 24803.374845633178, time 2.9775576841439033
Epochs 23, rate 24812.507128607285, time 2.980161582695473
Epochs 24, rate 24739.12678096549, time 2.9890897207224043
Epochs 25, rate 24832.66851247786, time 3.1033922719670954
Epochs 26, rate 24807.226749109257, time 2.996770943188494
Epochs 27, rate 24828.3124075181, time 2.9874309798378818
Epochs 28, rate 24839.716473757104, time 2.9775048146766494
Epochs 29, rate 24839.286118771135, time 2.999721739646702
Epochs 30, rate 24805.39528919933, time 2.9831742147880504
Epochs 31, rate 24824.10970848595, time 2.984690115356898
Epochs 32, rate 24857.262261034073, time 2.982361076199595
Epochs 33, rate 24894.883825375913, time 2.978802126280243
Epochs 34, rate 24881.70682387341, time 2.9886349196340234
Epochs 35, rate 24839.07926956208, time 2.99267835174669
Epochs 36, rate 24876.483691712223, time 2.977395056426758
Epochs 37, rate 24857.907164357806, time 2.9835909869616444
Epochs 38, rate 24845.294601111676, time 2.9915214070333604
Epochs 39, rate 24807.514054078772, time 2.9827487856255175
Epochs 40, rate 24779.948839134307, time 2.9920516475949626
Epochs 41, rate 24803.079038265776, time 3.004610774055436
Epochs 42, rate 24822.447524303854, time 2.983364668540162
Epochs 43, rate 24849.71607082915, time 3.0070872912001505
Epochs 44, rate 24830.079303475013, time 2.998986204778703
Epochs 45, rate 24820.731964851777, time 2.9963204705936732
Epochs 46, rate 24824.609025026057, time 2.9982580901878464
Epochs 47, rate 24823.081804462006, time 2.989162377592038
Epochs 48, rate 24864.57133124539, time 3.0066269249045945
Epochs 49, rate 24842.686332852318, time 2.9963489149859015
Epochs 50, rate 24851.89617391768, time 2.9870503815100165
Epochs 51, rate 24853.815585722255, time 2.9813735611232914
Epochs 52, rate 24845.23030211454, time 3.0013257559949125
Epochs 53, rate 24842.59434453806, time 2.9836172671057284
Epochs 54, rate 24844.259207117782, time 3.0179233677172306
Epochs 55, rate 24832.764519934182, time 2.98723032320504
Epochs 56, rate 24873.61295359466, time 3.0089401959758106
Epochs 57, rate 24868.75515855697, time 2.987565163164618
Epochs 58, rate 24834.608758595135, time 2.9892195755537614
Epochs 59, rate 24853.23853683762, time 3.0157232558567557
Epochs 60, rate 24842.31684166514, time 2.9881090075659813
Epochs 61, rate 24831.143457370952, time 2.9836401462907816
Epochs 62, rate 24808.060488226347, time 3.000146241274706
Epochs 63, rate 24878.120325261796, time 2.990008907423544
Epochs 64, rate 24852.109073822452, time 2.991223977633126
Epochs 65, rate 24870.371415177575, time 3.0095520595750713
Epochs 66, rate 24848.833938273074, time 2.9945089956927404
Epochs 67, rate 24862.46096675465, time 2.999094417138622
Epochs 68, rate 24899.983578809246, time 2.9870188453369337
Epochs 69, rate 24901.156155761175, time 2.9890823004470803
Epochs 70, rate 24857.6317607486, time 2.992842834532894
Epochs 71, rate 24861.391269106844, time 2.9926171344686736
Epochs 72, rate 24817.237181446082, time 2.9805152825229015
Epochs 73, rate 24862.866022421797, time 2.9838442038835638
Epochs 74, rate 24866.57121872654, time 2.9947594300119817
Epochs 75, rate 24903.840009750496, time 2.989505256184202
Epochs 76, rate 24846.688156575525, time 2.993916301140416
Epochs 77, rate 24875.164395125095, time 2.993276302328013
Epochs 78, rate 24873.14750458713, time 3.0095223784701375
Epochs 79, rate 24863.468971651335, time 2.98732987857602
Epochs 80, rate 24888.785201024442, time 2.9917004211938547
Epochs 81, rate 24868.112036396244, time 2.9827787759086277
Epochs 82, rate 24859.130124208732, time 2.9849940374988364
Epochs 83, rate 24889.791318654577, time 2.9894672272685057
Epochs 84, rate 24886.388203140625, time 2.981679029156112
Epochs 85, rate 24898.13222585971, time 2.991383822746684
Epochs 86, rate 24863.468587126954, time 2.9902562499601117
Epochs 87, rate 24882.694795816926, time 2.994162097786102
Epochs 88, rate 24857.219880525823, time 3.0064259590935762
Epochs 89, rate 24837.14496348392, time 2.98476369976197
Epochs 90, rate 24828.545589388094, time 3.0050287829417357
Epochs 91, rate 24851.786770061983, time 2.9927358588856805
Epochs 92, rate 24890.32738749886, time 3.014420379045987
Epochs 93, rate 24855.28443644849, time 2.990165969933514
Epochs 94, rate 24870.034168462178, time 2.9902683079080816
Epochs 95, rate 24857.069081321555, time 2.996175156854406
Epochs 96, rate 24876.83936078055, time 2.989370145322937
Epochs 97, rate 24881.386980533156, time 2.9934880893742957
Epochs 98, rate 24846.68322832726, time 2.9925243810175743
Epochs 99, rate 24906.155698221784, time 2.977252834468345
