Updated best error: 7624.675201228673. was found in iteration 0, time 2.7774059395014774
Epochs 0, rate 7624.675201228673, time 2.786369323839608
Updated best error: 6907.509482333524. was found in iteration 1, time 2.7788145552476635
Epochs 1, rate 6907.509482333524, time 2.787921707429632
Epochs 2, rate 6950.756216415307, time 2.7326016941078706
Epochs 3, rate 7000.784816578411, time 2.7084502413272276
Epochs 4, rate 6959.77946567164, time 2.71007961028954
Updated best error: 6894.621846984467. was found in iteration 5, time 2.7465511948030326
Epochs 5, rate 6894.621846984467, time 2.7572391749781673
Epochs 6, rate 6908.522392105424, time 2.768891791041824
Epochs 7, rate 6942.062682923179, time 2.747356294756173
Epochs 8, rate 6917.683766845281, time 2.7782453582331073
Epochs 9, rate 6906.147599511775, time 2.7203826636396116
Epochs 10, rate 6907.581518860719, time 2.7253029250423424
Epochs 11, rate 6905.481947884709, time 2.7177190936999978
Epochs 12, rate 6905.640562074405, time 2.8090633107203757
Epochs 13, rate 6921.681735786776, time 2.8938597524538636
Epochs 14, rate 6949.782133565863, time 2.740130800921179
Epochs 15, rate 6908.202501902261, time 2.778134981628682
Epochs 16, rate 6907.1262255547335, time 2.8071754688135115
Epochs 17, rate 6911.381398895316, time 2.7843779072427424
Epochs 18, rate 6906.762242129479, time 2.8164047463797033
Epochs 19, rate 6908.075334657393, time 2.855777968026814
Epochs 20, rate 6908.015036737895, time 2.8272661755108857
Epochs 21, rate 6907.914894260692, time 2.7308149534655968
Epochs 22, rate 6906.650273440884, time 2.7427445931680268
Epochs 23, rate 6909.080402361469, time 2.794473192858277
Epochs 24, rate 7000.028121152631, time 2.827379334710713
Epochs 25, rate 6903.518275305247, time 2.7439729580437415
Epochs 26, rate 6911.604754519991, time 2.7231563010063837
Epochs 27, rate 6908.265821918871, time 2.7552035459011677
Epochs 28, rate 6908.185842151817, time 2.7201640746716294
Epochs 29, rate 6921.35035556497, time 2.763851877687557
Epochs 30, rate 6905.131234218558, time 2.730367572650721
Epochs 31, rate 6907.461068279599, time 2.7180817596890847
Epochs 32, rate 6906.092175781414, time 3.0011297370292596
Epochs 33, rate 6913.572496468961, time 2.7634913759393385
Epochs 34, rate 6907.378061347034, time 2.748616195807699
Epochs 35, rate 6903.50007863683, time 2.821155268968141
Epochs 36, rate 6905.402366555541, time 2.7384596929114196
Epochs 37, rate 6908.111558494304, time 2.8072873913115473
Epochs 38, rate 6907.1550591110845, time 2.8330787251106813
Epochs 39, rate 6903.49997629711, time 2.751384577139106
Epochs 40, rate 6907.192265757821, time 2.7675026535216602
Epochs 41, rate 6903.939833631996, time 2.715446324975346
Epochs 42, rate 6955.741009682779, time 2.7173069591954118
Epochs 43, rate 6907.881954783447, time 2.723242870888498
Epochs 44, rate 6906.953237543396, time 2.716025415684271
Epochs 45, rate 6909.715218742562, time 2.723304088169243
Epochs 46, rate 6909.592706342126, time 2.718063827356673
Epochs 47, rate 6908.0497903373725, time 2.7151096299421624
Epochs 48, rate 6907.205085925182, time 2.727464080453501
Epochs 49, rate 6908.5666709890975, time 2.7355685678339796
Epochs 50, rate 6906.402125292492, time 2.7142974188900553
Epochs 51, rate 6908.729911780079, time 2.7209648461284814
Epochs 52, rate 6907.425896239546, time 2.7075091029764735
Epochs 53, rate 6908.191159788815, time 2.7332076833263272
Epochs 54, rate 6907.074960046384, time 2.7666199498416972
Epochs 55, rate 6909.46519399539, time 2.787351892060542
Epochs 56, rate 6905.286611414948, time 2.8629450271982932
Epochs 57, rate 6907.041774498348, time 2.878164013454807
Epochs 58, rate 6903.162573822391, time 3.0501755977456924
Epochs 59, rate 6910.226420162197, time 2.880011043838749
Epochs 60, rate 6904.83948395671, time 2.744986134908686
Epochs 61, rate 6905.969175159936, time 2.7458561622770503
Epochs 62, rate 6907.3831169666755, time 2.8136159592831973
Updated best error: 6852.235477912645. was found in iteration 63, time 2.8075062894567964
Epochs 63, rate 6852.235477912645, time 2.8167807070349227
Epochs 64, rate 6904.361709128602, time 2.7816729074256727
Epochs 65, rate 6901.407842587341, time 2.8390480280431802
Epochs 66, rate 7010.316529798501, time 2.8280471595644485
Epochs 67, rate 6910.240040295779, time 2.8163169397739694
Epochs 68, rate 6908.291299752566, time 2.8297686636215076
Epochs 69, rate 6908.02440011042, time 2.8060009009423084
Epochs 70, rate 6908.041138738829, time 2.861376257154916
Epochs 71, rate 6909.800278255844, time 2.80192655101564
Epochs 72, rate 6906.136303217265, time 2.778500739397714
Epochs 73, rate 6910.97652972354, time 2.8279621355686686
Epochs 74, rate 6907.1411717779965, time 2.88829269031703
Epochs 75, rate 6908.836932189919, time 2.8202747295435984
Epochs 76, rate 6909.671366276548, time 2.8044976766832406
Epochs 77, rate 6909.6667247919495, time 2.761826142319478
Epochs 78, rate 6974.611965294128, time 2.8125019903309294
Epochs 79, rate 6897.692307384704, time 2.7952690174715826
Epochs 80, rate 6906.598863343111, time 2.7818667621395434
Epochs 81, rate 6908.706552477593, time 2.755719564273022
Epochs 82, rate 6910.856465247073, time 2.7926119402764016
Epochs 83, rate 6907.386769654497, time 2.7565979394566966
Epochs 84, rate 6907.1071727879125, time 2.7918643474549754
Epochs 85, rate 6910.65503771977, time 2.812926801139838
Epochs 86, rate 6909.0377947849975, time 2.845681754872203
Epochs 87, rate 6908.921371027793, time 2.817422251740936
Epochs 88, rate 6909.197237149851, time 2.7917416037234943
Epochs 89, rate 6909.252171302455, time 2.756377804595104
Epochs 90, rate 6907.301955019033, time 2.7908524073063745
Epochs 91, rate 6908.024079810987, time 2.7939856188822887
Epochs 92, rate 6906.917188472449, time 2.747953626982053
Epochs 93, rate 6908.895987577466, time 2.8053720325478935
Epochs 94, rate 6909.515870815021, time 2.777912682518945
Epochs 95, rate 6909.59617858035, time 2.809579638269497
Epochs 96, rate 6908.020761013208, time 2.7755471603377373
Epochs 97, rate 6908.93168720388, time 2.7654206477236585
Epochs 98, rate 6907.374333121764, time 2.728566300633247
Epochs 99, rate 6909.909428655164, time 2.7215572315108147
