Updated best error: 26012.13809382999. was found in iteration 0, time 5.643326497403905
Epochs 0, rate 26012.13809382999, time 5.65462479528469
Updated best error: 24565.91875248729. was found in iteration 1, time 5.753392689357497
Epochs 1, rate 24565.91875248729, time 5.764749731091797
Updated best error: 24428.94786239109. was found in iteration 2, time 5.800506495679656
Epochs 2, rate 24428.94786239109, time 5.81226144971879
Updated best error: 24368.188897649048. was found in iteration 3, time 5.796182329786461
Epochs 3, rate 24368.188897649048, time 5.807592240988015
Epochs 4, rate 24517.887203096845, time 5.6778443850616895
Epochs 5, rate 24621.831489647284, time 5.673700160867156
Epochs 6, rate 24599.722525921756, time 5.680021617738021
Epochs 7, rate 24672.484468258866, time 5.688285331876614
Epochs 8, rate 24672.097968624053, time 5.663094731264209
Epochs 9, rate 24655.886715671426, time 5.676381972316449
Epochs 10, rate 24661.264476936143, time 5.685645877836578
Epochs 11, rate 24656.77168968151, time 5.686835595435696
Epochs 12, rate 24721.490318922602, time 5.672384916928422
Epochs 13, rate 24718.578493952402, time 5.688480114124104
Epochs 14, rate 24666.970428572364, time 5.675432176976756
Epochs 15, rate 24715.748889263752, time 5.672075429580218
Epochs 16, rate 24724.402217586477, time 5.694511561872787
Epochs 17, rate 24813.755297453812, time 5.676068465651042
Epochs 18, rate 24815.60771284427, time 5.690457617702123
Epochs 19, rate 24826.47677285987, time 5.681147335455535
Epochs 20, rate 24822.188043556405, time 5.666436019751927
Epochs 21, rate 24782.076752480094, time 5.687954202056062
Epochs 22, rate 24845.772910807373, time 5.678961445792083
Epochs 23, rate 24828.917816631292, time 5.693005864182851
Epochs 24, rate 24831.1133119829, time 5.678745330251331
Epochs 25, rate 24866.43723427037, time 5.719443071177011
Epochs 26, rate 24869.558010426183, time 5.700433560547026
Epochs 27, rate 24847.488658493436, time 5.7179608710303
Epochs 28, rate 24874.613853337625, time 5.687411285189228
Epochs 29, rate 24880.381851350165, time 5.705283329329177
Epochs 30, rate 24877.55739104866, time 5.705298788237997
Epochs 31, rate 24855.38051661029, time 5.70942229749744
Epochs 32, rate 24848.01790353466, time 5.6980086761577695
Epochs 33, rate 24868.546427823487, time 5.678895590839602
Epochs 34, rate 24870.19919919089, time 5.704643948873127
Epochs 35, rate 24886.407716465303, time 5.70960254836973
Epochs 36, rate 24858.127147188035, time 5.706963712686047
Epochs 37, rate 24892.78787760346, time 5.8238231674004055
Epochs 38, rate 24855.50138220552, time 5.849223390812767
Epochs 39, rate 24795.412407781554, time 5.820228661992587
Epochs 40, rate 24810.63933104855, time 5.711224806229438
Epochs 41, rate 24834.505537537163, time 5.7279627848420205
Epochs 42, rate 24844.14614972587, time 5.699652885668911
Epochs 43, rate 24829.516228705845, time 5.694639870811443
Epochs 44, rate 24789.396121808622, time 5.716916157991363
Epochs 45, rate 24818.96176735608, time 5.714795504920403
Epochs 46, rate 24859.51302941141, time 5.693117168322715
Epochs 47, rate 24825.7501435214, time 5.683754325789778
Epochs 48, rate 24834.789382335275, time 5.750829293148854
Epochs 49, rate 24795.621121579356, time 5.832778203928683
Epochs 50, rate 24766.286475962803, time 5.763027608682023
Epochs 51, rate 24796.92979723525, time 5.703708375729548
Epochs 52, rate 24810.57606474512, time 5.7176816831415636
Epochs 53, rate 24833.570320491235, time 5.715754575605388
Epochs 54, rate 24817.388756058397, time 5.69566046795444
Epochs 55, rate 24828.785237323587, time 5.66767087736298
Epochs 56, rate 24811.78733974118, time 5.68252348749229
Epochs 57, rate 24843.433699904348, time 5.67688315012856
Epochs 58, rate 24830.55569323535, time 5.683450094469663
Epochs 59, rate 24839.21497301421, time 5.70530620851423
Epochs 60, rate 24807.37253820789, time 5.684979289699186
Epochs 61, rate 24755.04646881283, time 5.687181565808714
Epochs 62, rate 24825.20494181826, time 5.679618449405098
Epochs 63, rate 24848.04422063807, time 5.686545586311695
Epochs 64, rate 24849.163009860422, time 5.707786435797971
Epochs 65, rate 24809.578362241195, time 5.833849506288971
Epochs 66, rate 24782.504206603764, time 5.71269989528264
Epochs 67, rate 24809.58187512654, time 5.728209199844059
Epochs 68, rate 24808.686971294443, time 5.709471147647491
Epochs 69, rate 24830.98875850316, time 5.7031271207706595
Epochs 70, rate 24861.663928706676, time 5.68044735607873
Epochs 71, rate 24803.115811786894, time 5.684570246980002
Epochs 72, rate 24761.611111378563, time 5.695402922536232
Epochs 73, rate 24850.823075225162, time 5.700356575183832
Epochs 74, rate 24846.649525256427, time 5.6823636423778225
Epochs 75, rate 24846.845410026242, time 5.704883871132552
Epochs 76, rate 24848.876187854454, time 5.70023661405321
Epochs 77, rate 24848.0844190757, time 5.696668388789476
Epochs 78, rate 24857.792463270194, time 5.69103454416836
Epochs 79, rate 24862.500306734306, time 5.69047678674724
Epochs 80, rate 24848.834071082412, time 5.704364142628037
Epochs 81, rate 24805.28932263455, time 5.702237305995368
Epochs 82, rate 24761.864617839732, time 5.718876347591504
Epochs 83, rate 24799.075240670147, time 5.784321636814639
Epochs 84, rate 24753.563648543153, time 5.852329394712797
Epochs 85, rate 24827.770784895165, time 5.75415110341055
Epochs 86, rate 24858.562496610906, time 5.699106877018494
Epochs 87, rate 24834.58662307411, time 5.714034926621025
Epochs 88, rate 24778.339259479057, time 5.678737291618745
Epochs 89, rate 24772.65947258564, time 5.707811788406616
Epochs 90, rate 24723.02910933071, time 5.710680343472632
Epochs 91, rate 24729.887541736953, time 5.696243268805119
Epochs 92, rate 24690.879385064705, time 5.701270505856883
Epochs 93, rate 24744.71051715735, time 5.686437683130862
Epochs 94, rate 24756.06859417587, time 5.752144227906683
Epochs 95, rate 24780.538988311193, time 5.822670551180636
Epochs 96, rate 24794.016563312227, time 5.825339995504692
Epochs 97, rate 24852.07380803236, time 5.764325847820146
Epochs 98, rate 24758.51332574011, time 5.714994306485096
Epochs 99, rate 24788.169334563794, time 5.7084854876393365
