Updated best error: 21496.735486508496. was found in iteration 0, time 5.9874377817614
Epochs 0, rate 21496.735486508496, time 6.0004894290468656
Epochs 1, rate 22114.843485110257, time 5.998278495942941
Epochs 2, rate 22568.42970954579, time 6.013911162604927
Epochs 3, rate 22823.171080071737, time 6.021328965260182
Epochs 4, rate 22575.58040409379, time 6.025206677877577
Epochs 5, rate 22613.019925728804, time 6.007556314478279
Epochs 6, rate 22863.356569714277, time 5.989649951574393
Epochs 7, rate 22920.155040292804, time 6.012028267534333
Epochs 8, rate 22992.83856003345, time 6.0170116012886865
Epochs 9, rate 22954.52323372277, time 6.016434984005173
Epochs 10, rate 23163.475113012297, time 6.013087821134832
Epochs 11, rate 23182.676600532075, time 6.0311336234008195
Epochs 12, rate 23139.23617878828, time 6.04874472116353
Epochs 13, rate 22938.62517101675, time 6.016579370203544
Epochs 14, rate 22767.12890249953, time 6.008108506706776
Epochs 15, rate 22892.266544630464, time 6.033240054282942
Epochs 16, rate 22947.288180448617, time 5.9858501518610865
Epochs 17, rate 23143.1866800596, time 6.025347663118737
Epochs 18, rate 22974.188051677153, time 6.0015183740033535
Epochs 19, rate 22900.646023209883, time 6.044063145309337
Epochs 20, rate 23047.775937761962, time 6.044458584190579
Epochs 21, rate 22986.097187202497, time 6.051560097592301
Epochs 22, rate 23037.511114184126, time 6.048792952962685
Epochs 23, rate 23083.505109748603, time 5.989510512212291
Epochs 24, rate 23002.813110292955, time 6.0352027173066745
Epochs 25, rate 23237.89615029249, time 6.0182217246619985
Epochs 26, rate 23227.50433193363, time 6.034486351476517
Epochs 27, rate 23256.548369780292, time 6.042519727881881
Epochs 28, rate 23140.42584261451, time 6.023203512508189
Epochs 29, rate 23105.749529526365, time 6.021055342585896
Epochs 30, rate 23157.120196499494, time 6.027990208938718
Epochs 31, rate 23167.6112244918, time 6.033722990585375
Epochs 32, rate 23011.70884719065, time 6.018356835513259
Epochs 33, rate 22998.934702391784, time 5.9928298490413
Epochs 34, rate 22817.406359017685, time 6.036347913250211
Epochs 35, rate 22937.224798105377, time 5.990774741745554
Epochs 36, rate 23031.430726214956, time 5.979146241588751
Epochs 37, rate 23040.079145391377, time 6.007606710540131
Epochs 38, rate 23193.52878129006, time 6.024447645468172
Epochs 39, rate 23088.93446057403, time 6.131291891710134
Epochs 40, rate 22990.902448989444, time 6.064539397193585
Epochs 41, rate 23113.281845572834, time 6.019918803634937
Epochs 42, rate 23083.745037845696, time 6.022904228040716
Epochs 43, rate 23041.76380908309, time 6.023466932325391
Epochs 44, rate 23125.494688575644, time 6.02759817102924
Epochs 45, rate 23104.40012007915, time 6.043242895626463
Epochs 46, rate 23147.956646506853, time 6.025566561263986
Epochs 47, rate 23091.370486518164, time 6.008830437713186
Epochs 48, rate 23045.942108798718, time 6.00054848207219
Epochs 49, rate 23126.539197285638, time 6.04582051403122
Epochs 50, rate 22798.54130088042, time 6.083219323889352
Epochs 51, rate 23003.369623643175, time 6.0361086093471386
Epochs 52, rate 22922.885646204944, time 6.064096344867721
Epochs 53, rate 23077.748583193516, time 6.080191851244308
Epochs 54, rate 22860.253351356598, time 5.987348738446599
Epochs 55, rate 22903.710377493575, time 6.033916536121978
Epochs 56, rate 23059.447057191803, time 6.036956994241336
Epochs 57, rate 22948.58278920852, time 6.0160995256883325
Epochs 58, rate 22939.34176121326, time 6.045594195617014
Epochs 59, rate 22715.701530179052, time 6.023645018940442
Epochs 60, rate 22755.880818137055, time 6.021541679845541
Epochs 61, rate 22878.870599436457, time 6.09463572781533
Epochs 62, rate 22975.410014165904, time 6.037007390288636
Epochs 63, rate 23024.258495396618, time 6.058440239416086
Epochs 64, rate 22888.832265555797, time 5.991655590347364
Epochs 65, rate 23199.297176674456, time 5.9970869232784025
Epochs 66, rate 23079.53293342065, time 6.007636391630513
Epochs 67, rate 22997.087507090797, time 6.033215629198821
Epochs 68, rate 23017.197014736783, time 6.045754040736938
Epochs 69, rate 22815.160531030728, time 6.015464164549485
Epochs 70, rate 22850.00042163696, time 6.114139614350279
Epochs 71, rate 22662.21718959665, time 6.033442256797571
Epochs 72, rate 22753.988328517848, time 6.059617589897243
Epochs 73, rate 22833.385247662758, time 6.027817069174489
Epochs 74, rate 22605.92520227678, time 6.029290303151356
Epochs 75, rate 22838.5757049242, time 6.026451120022102
Epochs 76, rate 22705.292319691376, time 5.986328759652679
Epochs 77, rate 22813.61197391263, time 6.005485129920999
Epochs 78, rate 22950.826657350197, time 6.010016754371463
Epochs 79, rate 22954.588810530713, time 6.017240083951037
Epochs 80, rate 22912.04452830515, time 6.0018461028521415
Epochs 81, rate 22922.060639162868, time 6.01509593334049
Epochs 82, rate 22786.05205058106, time 6.013943007943453
Epochs 83, rate 22670.208734139167, time 6.00826556920947
Epochs 84, rate 22692.597553977568, time 5.989575748812058
Epochs 85, rate 22604.495426173053, time 6.009854435818852
Epochs 86, rate 22676.95749902766, time 6.017059523903299
Epochs 87, rate 22731.008839058795, time 6.0468370918533765
Epochs 88, rate 22685.578926306258, time 5.986521686834749
Epochs 89, rate 22757.13656649927, time 6.009011306945467
Epochs 90, rate 22642.275483328427, time 6.026300550249289
Epochs 91, rate 22780.572197941874, time 6.015540222375421
Epochs 92, rate 22706.105691494093, time 6.073813196402625
Epochs 93, rate 22697.187340865243, time 6.035338446512469
Epochs 94, rate 22817.481410194854, time 6.018372912774794
Epochs 95, rate 22788.264215302475, time 6.034128941522795
Epochs 96, rate 22797.301706914466, time 6.022994508064585
Epochs 97, rate 22753.58722146039, time 6.001460866857087
Epochs 98, rate 22815.55443532104, time 6.002743956254562
Epochs 99, rate 22863.269520207854, time 6.0248808040778385
