Updated best error: 24530.864892517653. was found in iteration 0, time 1.5183551350346534
Epochs 0, rate 24530.864892517653, time 1.5270971478021238
Epochs 1, rate 24615.124618648595, time 1.551473373110639
Epochs 2, rate 24782.60275395299, time 1.5316207336145453
Epochs 3, rate 24786.371407047354, time 1.550789161825378
Epochs 4, rate 24815.175603913005, time 1.5197754995460855
Epochs 5, rate 24809.16473976808, time 1.5415796716624754
Epochs 6, rate 24783.64830925101, time 1.5161853226309177
Epochs 7, rate 24799.39381145981, time 1.5204937204398448
Epochs 8, rate 24779.906568823488, time 1.5201795954126283
Epochs 9, rate 24653.466700866116, time 1.5216120178811252
Epochs 10, rate 24674.241087683975, time 1.5238087287798407
Epochs 11, rate 24729.373746237696, time 1.5224276298977202
Epochs 12, rate 24720.988652498614, time 1.5419890235571074
Epochs 13, rate 24774.647057242666, time 1.524155626691936
Epochs 14, rate 24740.010374822545, time 1.5254081074599526
Epochs 15, rate 24754.329975380562, time 1.536222850678314
Epochs 16, rate 24798.1822721797, time 1.5411091024870984
Epochs 17, rate 24785.951496867856, time 1.5215501822458464
Epochs 18, rate 24803.21227197019, time 1.5398522932227934
Epochs 19, rate 24783.16160700338, time 1.5209448113819235
Epochs 20, rate 24781.95073549934, time 1.5177593486951082
Epochs 21, rate 24844.141509838042, time 1.5315440574195236
Epochs 22, rate 24825.57631639432, time 1.51826269076264
Epochs 23, rate 24865.807751209035, time 1.520443633569812
Epochs 24, rate 24818.5318627191, time 1.5425421433028532
Epochs 25, rate 24872.500682504855, time 1.5210285986686358
Epochs 26, rate 24807.839059615908, time 1.532162722942303
Epochs 27, rate 24839.10478655692, time 1.5575938641704852
Epochs 28, rate 24879.434611710145, time 1.5306990734898136
Epochs 29, rate 24850.524904914437, time 1.5667226588338963
Epochs 30, rate 24871.485083289877, time 1.546719758742256
Epochs 31, rate 24894.119013897118, time 1.496014229618595
Epochs 32, rate 24888.85542465245, time 1.4810571172638447
Epochs 33, rate 24844.32718116382, time 1.487499153627141
Epochs 34, rate 24837.66566549935, time 1.4978074630053015
Epochs 35, rate 24888.561145589032, time 1.4949515842454275
Epochs 36, rate 24882.876152357545, time 1.5056203953718068
Epochs 37, rate 24886.168313780985, time 1.5036484570009634
Epochs 38, rate 24870.598400904804, time 1.4910806735497317
Epochs 39, rate 24874.641277946306, time 1.498858668783214
Epochs 40, rate 24850.545394193327, time 1.5024602852936368
Epochs 41, rate 24885.5395328217, time 1.492625946048065
Epochs 42, rate 24914.498346054123, time 1.4955130518064834
Epochs 43, rate 24876.31818537633, time 1.5091645047432394
Epochs 44, rate 24836.97223753524, time 1.4939022335383925
Epochs 45, rate 24893.262046155403, time 1.5383704022460734
Epochs 46, rate 24928.53856103007, time 1.5004654677322833
Epochs 47, rate 24884.98996481953, time 1.4927953756778152
Epochs 48, rate 24861.972297583827, time 1.4910138910636306
Epochs 49, rate 24876.502114834297, time 1.5210796130704693
Epochs 50, rate 24916.460294332683, time 1.529923345457064
Epochs 51, rate 24906.020985395873, time 1.5796991758252261
Epochs 52, rate 24887.714549349977, time 1.5622751308474108
Epochs 53, rate 24893.214310687246, time 1.5284096091345418
Epochs 54, rate 24833.239500657724, time 1.5246973068424268
Epochs 55, rate 24906.03216063396, time 1.574159939722449
Epochs 56, rate 24899.562238502087, time 1.5468625990615692
Epochs 57, rate 24915.159552236037, time 1.5347137520293472
Epochs 58, rate 24873.00358953778, time 1.5270900367031572
Epochs 59, rate 24873.863409771155, time 1.508338689847733
Epochs 60, rate 24873.81209474241, time 1.4944015562796267
Epochs 61, rate 24893.171280299644, time 1.5027091737138107
Epochs 62, rate 24916.024583029794, time 1.4954573997310945
Epochs 63, rate 24887.098678672395, time 1.4966968950175215
Epochs 64, rate 24909.315960480653, time 1.5004132166213822
Epochs 65, rate 24882.129032066892, time 1.5017936971562449
Epochs 66, rate 24918.14062403612, time 1.4975004490770516
Epochs 67, rate 24870.367320420595, time 1.4870687776128761
Epochs 68, rate 24888.776999654696, time 1.4951077192163211
Epochs 69, rate 24868.385024557087, time 1.4904187230858952
Epochs 70, rate 24849.374285576363, time 1.5380105188596644
Epochs 71, rate 24884.259634346945, time 1.4909467994075385
Epochs 72, rate 24877.17410137012, time 1.5036212493214407
Epochs 73, rate 24859.529231443496, time 1.4946717779967003
Epochs 74, rate 24863.509934243873, time 1.5044832380590378
Epochs 75, rate 24862.47411792715, time 1.4936088234535418
Epochs 76, rate 24906.04759124558, time 1.496972681947227
Epochs 77, rate 24875.423803268215, time 1.4790777586167678
Epochs 78, rate 24878.03580470883, time 1.4693321535087307
Epochs 79, rate 24899.908996322254, time 1.4704603446516558
Epochs 80, rate 24912.46449777645, time 1.475528393224522
Epochs 81, rate 24899.62664959003, time 1.4674090652915766
Epochs 82, rate 24899.090924070293, time 1.5055165115045384
Epochs 83, rate 24913.908982848967, time 1.5169258043533773
Epochs 84, rate 24879.925899027192, time 1.7035983082969324
Epochs 85, rate 24914.842556300875, time 1.5207487924271845
