Updated best error: 19575.190480383535. was found in iteration 0, time 3.782534586993279
Epochs 0, rate 19575.190480383535, time 3.7934977357363096
Epochs 1, rate 19875.40706248654, time 3.7894289510149974
Epochs 2, rate 20307.254307731775, time 3.776375448665931
Epochs 3, rate 20356.377258299355, time 3.796504184268997
Epochs 4, rate 20300.51183984332, time 3.795683316217037
Epochs 5, rate 20337.583288523434, time 3.8047088453749893
Epochs 6, rate 20091.390861263855, time 3.7914488120004535
Epochs 7, rate 20320.50860384905, time 3.7789638882968575
Epochs 8, rate 20353.078903298454, time 3.776062251155963
Epochs 9, rate 20232.269509773836, time 3.797577650868334
Epochs 10, rate 20352.05754764118, time 3.7870281825162238
Epochs 11, rate 20305.97420918201, time 3.7785013577522477
Epochs 12, rate 20392.490656825117, time 3.80403483696864
Epochs 13, rate 20321.57183841237, time 3.7604651400033617
Epochs 14, rate 20382.286798336354, time 3.7678971648711013
Epochs 15, rate 20324.872925279018, time 3.7843658492929535
Epochs 16, rate 20428.376331840132, time 3.781769061839441
Epochs 17, rate 20362.280784641516, time 3.7832763054175302
Epochs 18, rate 20517.824689032408, time 3.791587942178012
Epochs 19, rate 20425.642641759798, time 3.7845646508503705
Epochs 20, rate 20348.946614503493, time 3.801989005005453
Epochs 21, rate 20458.24787483492, time 3.7886798123072367
Epochs 22, rate 20414.179535207117, time 3.7799745917291148
Epochs 23, rate 20324.297877204186, time 3.7845269311219454
Epochs 24, rate 20337.685747748754, time 3.768053299834719
Epochs 25, rate 20296.523865416395, time 3.7868247432779754
Epochs 26, rate 20304.28837203986, time 3.804566005055676
Epochs 27, rate 20353.53248697058, time 3.821818765325588
Epochs 28, rate 20303.31457688618, time 3.783636188818491
Epochs 29, rate 20380.804276113522, time 3.776617535157129
Epochs 30, rate 20642.769783834032, time 3.7821292543958407
Epochs 31, rate 20622.905732544183, time 3.8003203704283806
Epochs 32, rate 20339.217444294434, time 3.834970586336567
Epochs 33, rate 20458.223878730463, time 3.7859500782360556
Epochs 34, rate 20394.80890340015, time 3.7861371310282266
Epochs 35, rate 20400.09763856152, time 3.814447648561327
Epochs 36, rate 20260.73581668846, time 3.8048770383029478
Epochs 37, rate 20444.629688543897, time 3.785487547691446
Epochs 38, rate 20419.893607499645, time 3.7995783428050345
Epochs 39, rate 20156.859899440067, time 3.8089906538516516
Epochs 40, rate 20335.226692778826, time 3.7764561441581463
Epochs 41, rate 20438.342602966215, time 3.7962110833614133
Epochs 42, rate 20480.302028562175, time 3.7953453844820615
Epochs 43, rate 20377.807120990907, time 3.7979733989341184
Epochs 44, rate 20456.895660896975, time 3.7995601013099076
Epochs 45, rate 20390.131849385136, time 3.786258019696106
Epochs 46, rate 20316.20129113084, time 3.7944685551919974
Epochs 47, rate 20378.99462810699, time 3.836791954934597
Epochs 48, rate 20479.013189261506, time 3.792919881743728
Epochs 49, rate 20509.96371819183, time 3.794916554354131
Epochs 50, rate 20441.35977395164, time 3.7812329468870303
Epochs 51, rate 20434.98726487958, time 3.817370000630035
Epochs 52, rate 20350.963423917878, time 3.79580946090573
Epochs 53, rate 20533.56843528774, time 3.8078531873761676
Epochs 54, rate 20231.754185963353, time 3.796606522228103
Epochs 55, rate 20265.612423299146, time 3.7796685053472174
Epochs 56, rate 20290.11992034037, time 3.7931301228964003
Epochs 57, rate 20318.937578995014, time 3.7756396046170266
Epochs 58, rate 20454.384499612876, time 3.784688322120928
Epochs 59, rate 20482.03284524323, time 3.776611969951773
Epochs 60, rate 20357.878420823497, time 3.777857030450832
Epochs 61, rate 20451.22652531847, time 3.787112278980203
Epochs 62, rate 20376.513626026648, time 3.7724634172627702
Epochs 63, rate 20402.53874290455, time 3.7760665796668036
Epochs 64, rate 20295.82096636425, time 3.807346135159605
Epochs 65, rate 20371.99798502235, time 3.7891859369701706
Epochs 66, rate 20410.35351810434, time 3.784034410287859
Epochs 67, rate 20433.68237901848, time 3.8009279055258958
Epochs 68, rate 20341.18357972758, time 3.8040778127178783
Epochs 69, rate 20376.407934505736, time 3.7905930068227462
Epochs 70, rate 20435.89756562112, time 3.7923519214382395
Epochs 71, rate 20398.488250705053, time 3.793508556977031
Epochs 72, rate 20395.244598643716, time 3.8048080915614264
Epochs 73, rate 20422.660234299765, time 3.825490874456591
Epochs 74, rate 20413.75424125611, time 3.803628267662134
