Updated best error: 2101.5097581076375. was found in iteration 0, time 2.0548729416623246
Epochs 0, rate 2101.5097581076375, time 2.0694949048920535
Updated best error: 1951.8663143366387. was found in iteration 1, time 2.093244426039746
Epochs 1, rate 1951.8663143366387, time 2.1042081931373104
Epochs 2, rate 1957.0101695927992, time 2.0539076874265447
Epochs 3, rate 1954.0956331027262, time 2.0605884093383793
Epochs 4, rate 1957.648719480134, time 2.0543408460507635
Epochs 5, rate 1984.3588257972156, time 2.061691557057202
Epochs 6, rate 2013.4590497016866, time 2.092566398321651
Epochs 7, rate 1991.704724521099, time 2.085243204172002
Epochs 8, rate 1992.3937679513358, time 2.0610326983733103
Epochs 9, rate 2035.502540922942, time 2.055274873302551
Epochs 10, rate 2030.8972327451063, time 2.0573670819867402
Epochs 11, rate 2031.0612755112716, time 2.060788447619416
Epochs 12, rate 2028.2439067131334, time 2.09534652842558
Epochs 13, rate 2029.1334006967024, time 2.0862767868384253
Epochs 14, rate 1993.2730702002539, time 2.066754040424712
Epochs 15, rate 1993.508506595735, time 2.068543563655112
Epochs 16, rate 1993.283043486927, time 2.085886294808006
Epochs 17, rate 1994.5539861096079, time 2.061632504017325
Epochs 18, rate 2007.9701325216156, time 2.068704645469552
Epochs 19, rate 2007.216623594873, time 2.1173408451431897
Epochs 20, rate 1993.301670185955, time 2.087997672497295
Epochs 21, rate 1993.7137686902029, time 2.089765244105365
Epochs 22, rate 1992.2378272716, time 2.084892596147256
Epochs 23, rate 1987.7237819018183, time 2.061025587259792
Epochs 24, rate 1973.1732995180264, time 2.0667410549358465
Epochs 25, rate 1993.6580002126118, time 2.1026286018895917
Epochs 26, rate 1993.6546203970588, time 2.1210107899969444
Epochs 27, rate 1993.649821013982, time 2.0779549471626524
Epochs 28, rate 1993.6437666809384, time 2.080624391499441
Epochs 29, rate 1993.6355848390708, time 2.069557668088237
Epochs 30, rate 1993.6233017414881, time 2.0887851493025664
Epochs 31, rate 1993.6011551170825, time 2.0716965626343153
Epochs 32, rate 1993.5408317916747, time 2.0951022777007893
Epochs 33, rate 1993.054124444481, time 2.069955271203071
Epochs 34, rate 1993.617914321224, time 2.085503532201983
Epochs 35, rate 1993.5099618419742, time 2.0937604444334283
Epochs 36, rate 1999.9506090796506, time 2.070127792598214
Epochs 37, rate 2032.0683237236144, time 2.0922760800167453
Epochs 38, rate 2030.7016139312054, time 2.10909135316615
Epochs 39, rate 2030.6193726080703, time 2.114068503375165
Epochs 40, rate 2027.5551550923951, time 2.1734174174198415
Epochs 41, rate 2030.843133754013, time 2.11039763095323
Epochs 42, rate 2029.9607934060873, time 2.1010041797999293
Epochs 43, rate 2030.8082614828963, time 2.0906414550554473
Epochs 44, rate 2030.7120150567262, time 2.120473438350018
Epochs 45, rate 2030.6522578390368, time 2.135668308706954
Epochs 46, rate 2029.4365175920402, time 2.118213345936965
Epochs 47, rate 2030.6983008389427, time 2.0930032671021763
Epochs 48, rate 2030.765568793363, time 2.0924040797981434
Epochs 49, rate 2030.76046741226, time 2.0780656329588965
Epochs 50, rate 2030.7540724345176, time 2.1311091674142517
Epochs 51, rate 2030.7450476881143, time 2.101928313350072
Epochs 52, rate 2030.7311044824512, time 2.111516546749044
Epochs 53, rate 2030.7059686305658, time 2.0972643606364727
Epochs 54, rate 2030.641953606809, time 2.0880561071971897
Epochs 55, rate 2030.4630520735968, time 2.0873255191836506
Epochs 56, rate 2030.5495124038139, time 2.0987357395351864
Epochs 57, rate 2033.9590018121762, time 2.096807395282667
Epochs 58, rate 2030.7573153336439, time 2.079113437794149
Epochs 59, rate 2030.740314305499, time 2.0773687453765888
Epochs 60, rate 2030.6882316615613, time 2.1067128455324564
Epochs 61, rate 2030.6654025132568, time 2.078540221438743
Epochs 62, rate 2030.790482373951, time 2.0819012973515783
Epochs 63, rate 2030.786282189886, time 2.081568312452873
Epochs 64, rate 2030.7854366414651, time 2.1252743569784798
Epochs 65, rate 2030.7844712570923, time 2.1653466304705944
Epochs 66, rate 2030.783341561817, time 2.2006547775526997
Epochs 67, rate 2030.7819766362863, time 2.231268981617177
Epochs 68, rate 2030.7802554300556, time 2.211969461845001
Epochs 69, rate 2030.777952102484, time 2.1071336370077915
Epochs 70, rate 2030.7745901659243, time 2.1231181484181434
Epochs 71, rate 2030.7689605864784, time 2.1328291255631484
Epochs 72, rate 2030.7568305618886, time 2.1216214168816805
