Updated best error: 2127.9615632724335. was found in iteration 0, time 5.4558155022677965
Epochs 0, rate 2127.9615632724335, time 5.467544176150113
Updated best error: 1927.649454205104. was found in iteration 1, time 5.397817696808488
Epochs 1, rate 1927.649454205104, time 5.408997270264081
Updated best error: 1921.7843568964436. was found in iteration 2, time 5.480983223693329
Epochs 2, rate 1921.7843568964436, time 5.492430854632403
Epochs 3, rate 1949.4086799274437, time 5.293078644725028
Epochs 4, rate 1960.9620544799943, time 5.213006445439532
Epochs 5, rate 1973.8293028263981, time 5.214414752001176
Epochs 6, rate 1959.1064417719956, time 5.3041602087032516
Epochs 7, rate 1960.0065314757721, time 5.337203007307835
Epochs 8, rate 1990.4232490021843, time 5.634999401736422
Epochs 9, rate 1975.6196134060672, time 5.400811469022301
Epochs 10, rate 1972.1721401464688, time 5.410719392675674
Epochs 11, rate 1987.1318247283386, time 5.493304592135246
Epochs 12, rate 2022.485001858741, time 5.481170585655491
Epochs 13, rate 2033.9538437590998, time 6.194704643639852
Epochs 14, rate 2056.0866105900222, time 5.43541747245763
Epochs 15, rate 2065.2404641658763, time 5.514041481190361
Epochs 16, rate 2061.4896022082808, time 5.257457609346602
Epochs 17, rate 2085.1962225105026, time 5.999537778639933
Epochs 18, rate 2046.0653908552545, time 6.849046231727698
Epochs 19, rate 2028.2814973595048, time 6.300332273778622
Epochs 20, rate 1988.793397127857, time 5.881981127138715
Epochs 21, rate 1970.2703777000122, time 6.664867868079455
Updated best error: 1920.0314349060811. was found in iteration 22, time 6.018975501036039
Epochs 22, rate 1920.0314349060811, time 6.032163805066375
Epochs 23, rate 1996.1633967691303, time 5.297325516075944
Epochs 24, rate 2044.7222821777127, time 5.51790868176613
Epochs 25, rate 2084.6927359891934, time 5.318427544567385
Epochs 26, rate 2032.457999897549, time 5.43824026916991
Epochs 27, rate 2063.9007151957644, time 5.24570976641553
Epochs 28, rate 2072.398501418347, time 5.777372239084798
Epochs 29, rate 2113.879986963983, time 5.255784027918708
Epochs 30, rate 2135.4623649852733, time 5.375074859766755
Epochs 31, rate 2141.705909823148, time 5.332946860624361
Epochs 32, rate 2138.375528251314, time 5.4577113827836
Epochs 33, rate 2139.933792639942, time 5.353272542721243
Epochs 34, rate 2151.297560288969, time 5.420675857298193
Epochs 35, rate 2152.506831169163, time 5.402917281535338
Epochs 36, rate 2154.8249504968094, time 5.352485993455048
Epochs 37, rate 2182.429922687899, time 5.387702005420579
Epochs 38, rate 2185.4540391345968, time 5.368360746608232
Epochs 39, rate 2185.1708745009532, time 5.5139026601973455
Epochs 40, rate 2185.129213702885, time 5.39992598273966
Epochs 41, rate 2185.072287403825, time 5.578886346411309
Epochs 42, rate 2184.9728316348346, time 5.5420851779636
Epochs 43, rate 2184.631218364278, time 5.551032794232015
Epochs 44, rate 2182.6217037607394, time 5.287155409343541
Epochs 45, rate 2151.868986202601, time 5.480017660258454
Epochs 46, rate 2151.041923989661, time 5.256973745519645
Epochs 47, rate 2157.2086448443733, time 5.453772143722745
Epochs 48, rate 2186.232855830459, time 5.201796572524472
Epochs 49, rate 2208.8423576497275, time 5.521638298014295
Epochs 50, rate 2252.580275610796, time 5.278669396095211
Epochs 51, rate 2286.5338328972307, time 5.526617303286912
Epochs 52, rate 2306.8816931370925, time 5.5497351734375115
Epochs 53, rate 2278.237760951091, time 5.681494233358535
Epochs 54, rate 2265.7459089583863, time 5.64811566726712
Epochs 55, rate 2197.181283678524, time 5.9822451343789
Epochs 56, rate 2273.4154243966254, time 6.313071032753214
Epochs 57, rate 2286.0933170032513, time 5.339922229322838
Epochs 58, rate 2307.2162367348674, time 5.438275515465648
Epochs 59, rate 2263.319034679391, time 5.383892930374714
Epochs 60, rate 2292.5972735558666, time 5.4115411882521585
Epochs 61, rate 2257.390277758858, time 5.5111021243355935
Epochs 62, rate 2120.2469246167047, time 5.471031705921632
Epochs 63, rate 2386.745991760415, time 5.555947181244846
Epochs 64, rate 2390.0167849490713, time 5.645530319408863
Epochs 65, rate 2387.458225869589, time 5.7347065790963825
Epochs 66, rate 2382.811936168738, time 6.42789331250242
Epochs 67, rate 2386.8915110272246, time 5.697371769128949
Epochs 68, rate 2361.372730193052, time 5.433421727371751
Epochs 69, rate 2305.41276358164, time 5.196619074864429
Epochs 70, rate 2325.6483483179145, time 5.419710293863318
Epochs 71, rate 2340.5704412900645, time 5.247711385876755
Epochs 72, rate 2354.486570763165, time 5.572459459785023
Epochs 73, rate 2352.5130357623125, time 5.290575229068054
Epochs 74, rate 2351.320633328483, time 5.409487008480937
Epochs 75, rate 2347.306014132637, time 5.286143469187664
Epochs 76, rate 2360.0690925253366, time 5.348158426611917
Epochs 77, rate 2301.060212012717, time 5.330794980545761
Epochs 78, rate 2266.1159130075744, time 5.334178935634554
Epochs 79, rate 2254.9416344431847, time 5.402320258508553
Epochs 80, rate 2236.6988121102204, time 5.2741887860465795
