Updated best error: 25470.6507540838. was found in iteration 0, time 6.473154214065289
Epochs 0, rate 25470.6507540838, time 6.485455176734831
Updated best error: 25053.223470301666. was found in iteration 1, time 6.460663415986346
Epochs 1, rate 25053.223470301666, time 6.4733168417878915
Epochs 2, rate 25072.97234455516, time 6.793215456069447
Epochs 3, rate 25062.64453640875, time 6.552609912061598
Updated best error: 25051.7058806903. was found in iteration 4, time 6.486434344027657
Epochs 4, rate 25051.7058806903, time 6.498594939825125
Epochs 5, rate 25057.266249980265, time 6.608613518328639
Epochs 6, rate 25058.99807484589, time 6.5445932312868536
Updated best error: 25046.77966600841. was found in iteration 7, time 6.474692993797362
Epochs 7, rate 25046.77966600841, time 6.48662974461331
Epochs 8, rate 25046.944201180202, time 6.445191521983361
Epochs 9, rate 25055.967254792933, time 6.479006338457111
Epochs 10, rate 25061.023841492002, time 6.505240415397566
Epochs 11, rate 25069.803388000633, time 6.479922742553754
Epochs 12, rate 25063.594223075284, time 6.4860181901894975
Epochs 13, rate 25065.19818928435, time 6.465202769875759
Epochs 14, rate 25058.447440089312, time 6.481375261617359
Epochs 15, rate 25061.92684273444, time 6.455925569665851
Epochs 16, rate 25069.572354516637, time 6.4980501678655855
Epochs 17, rate 25059.151151512044, time 6.4791519613645505
Epochs 18, rate 25060.752727378986, time 6.4912739099236205
Epochs 19, rate 25058.462661471247, time 6.482673500751844
Epochs 20, rate 25062.010635471288, time 6.460401232878212
Epochs 21, rate 25067.805831705602, time 6.470830740086967
Epochs 22, rate 25069.92629562376, time 6.487873877573293
Epochs 23, rate 25063.689917253258, time 6.452319933858234
Epochs 24, rate 25066.558243724943, time 6.488196041202173
Epochs 25, rate 25067.38505333095, time 6.46728013799293
Epochs 26, rate 25067.256963638698, time 6.488448948977748
Epochs 27, rate 25069.487575869673, time 6.466954573406838
Epochs 28, rate 25061.19354793182, time 6.490873214992462
Epochs 29, rate 25060.446526854626, time 6.452842754137237
Epochs 30, rate 25064.663756277565, time 6.459735572279897
Epochs 31, rate 25058.560683867134, time 6.466438555013156
Epochs 32, rate 25066.551617838446, time 6.531097294966457
Epochs 33, rate 25082.47038153019, time 6.462767064222135
Epochs 34, rate 25064.002954100266, time 6.502649502333952
Epochs 35, rate 25060.31532676392, time 6.467115036852192
Epochs 36, rate 25068.013652558424, time 6.452263354265597
Epochs 37, rate 25059.712779583457, time 6.486240180121968
Epochs 38, rate 25062.50241353324, time 6.493593364546541
Epochs 39, rate 25057.5702461249, time 6.461014642380178
Epochs 40, rate 25058.27760488762, time 6.458486183284549
Updated best error: 25041.102168902613. was found in iteration 41, time 6.452344977296889
Epochs 41, rate 25041.102168902613, time 6.466721762233647
Epochs 42, rate 25050.796703559143, time 6.503389674850041
Epochs 43, rate 25080.413364301716, time 6.471182275679894
Epochs 44, rate 25069.221884122497, time 6.489893429359654
Epochs 45, rate 25064.65079409138, time 6.493620263034245
Epochs 46, rate 25067.201049091196, time 7.2858373828057665
Epochs 47, rate 25063.759160561054, time 6.489493661996676
Epochs 48, rate 25060.449764279794, time 6.473146175441798
Epochs 49, rate 25060.09598443891, time 6.470629774295958
Epochs 50, rate 25064.241014722935, time 6.493609132623533
Epochs 51, rate 25066.698084066677, time 6.477479307475733
Epochs 52, rate 25071.602056526644, time 6.478414262266597
Epochs 53, rate 25063.397587282234, time 6.525789942505071
Epochs 54, rate 25049.234768110422, time 6.493152476468822
Epochs 55, rate 25055.705486685485, time 6.508262322837254
Epochs 56, rate 25058.252497257312, time 6.487624989153119
Epochs 57, rate 25063.611312611112, time 6.508458032622002
Epochs 58, rate 25061.463350786133, time 6.522772363561671
Epochs 59, rate 25063.90447036827, time 6.497426555491984
Epochs 60, rate 25053.26017483968, time 6.5128081694711
Epochs 61, rate 25060.816547358434, time 6.516953321202891
Epochs 62, rate 25079.52346668903, time 6.463694289559498
Epochs 63, rate 25063.465876866965, time 6.541500522027491
Epochs 64, rate 25063.59217164016, time 6.560473240475403
Epochs 65, rate 25057.799723317716, time 6.468230551661691
Epochs 66, rate 25063.24106259727, time 6.487534090760164
Epochs 67, rate 25063.144664162868, time 6.473944164259592
Epochs 68, rate 25065.32259610534, time 6.499907091958448
Epochs 69, rate 25059.955124160886, time 6.497179212979972
