Updated best error: 23148.4938557947. was found in iteration 0, time 1.661849979947874
Epochs 0, rate 23148.4938557947, time 1.6705156257085036
Epochs 1, rate 23479.70163163099, time 1.6960534334102704
Epochs 2, rate 23564.163448352225, time 1.71232826312189
Epochs 3, rate 23491.271164308902, time 1.6632777647428156
Epochs 4, rate 23600.88043750173, time 1.6948887592407118
Epochs 5, rate 23723.188556482193, time 1.6944722962434753
Epochs 6, rate 23777.49661500316, time 1.6601689782364701
Epochs 7, rate 23824.368447648336, time 1.703672511062905
Epochs 8, rate 23773.61019162099, time 1.6659991509986867
Epochs 9, rate 23800.339352722658, time 1.6812945042656793
Epochs 10, rate 23763.152914563045, time 1.6808523794825305
Epochs 11, rate 23832.054127195886, time 1.6920718369328824
Epochs 12, rate 23799.769799229736, time 1.693221979723603
Epochs 13, rate 23860.713423958332, time 1.6660059529167484
Epochs 14, rate 23886.56551538708, time 1.6919317792198854
Epochs 15, rate 23621.246275667436, time 1.7265863236279984
Epochs 16, rate 23824.491334675797, time 1.6629889923278824
Epochs 17, rate 23749.10652168237, time 1.697635807282495
Epochs 18, rate 23779.399213266974, time 1.6783013503991242
Epochs 19, rate 23720.15598190567, time 1.6660591315630882
Epochs 20, rate 23676.278767005548, time 1.690252323394816
Epochs 21, rate 23882.653623699924, time 1.6971587453699613
Epochs 22, rate 23807.93940160249, time 1.6699043804692337
Epochs 23, rate 23841.89625882388, time 1.6847436959324114
Epochs 24, rate 23818.19616095433, time 1.7315912998528802
Epochs 25, rate 23735.000329116363, time 1.6653511135518784
Epochs 26, rate 23676.39190789668, time 1.7050502089878137
Epochs 27, rate 23777.44970386479, time 1.6880577767442446
Epochs 28, rate 23772.711740304294, time 1.7054629618469335
Epochs 29, rate 23695.577162353144, time 1.6772275746116065
Epochs 30, rate 23772.69676878602, time 1.6882853318784328
Epochs 31, rate 23793.162116625583, time 1.6825506951718125
Epochs 32, rate 23695.030829567695, time 1.6872811211796943
Epochs 33, rate 23675.495514670867, time 1.7053278509883967
Epochs 34, rate 23740.54007516936, time 1.6925312756902713
Epochs 35, rate 23828.6259676042, time 1.686632774555619
Epochs 36, rate 23775.085661750036, time 1.7159601790881425
Epochs 37, rate 23681.29099403437, time 1.7033825019389042
Epochs 38, rate 23746.648178319036, time 1.7001667397889833
Epochs 39, rate 23698.3854748561, time 1.6822297682301723
Epochs 40, rate 23705.083172703307, time 1.7143812061694916
Epochs 41, rate 23756.89671364228, time 1.6767053726798622
Epochs 42, rate 23782.66206744342, time 1.682160821499565
