Updated best error: 25763.58118698561. was found in iteration 0, time 6.744561633298872
Epochs 0, rate 25763.58118698561, time 6.7573467689799145
Updated best error: 25061.112767213144. was found in iteration 1, time 6.763511163328076
Epochs 1, rate 25061.112767213144, time 6.7762248788785655
Epochs 2, rate 25093.1436563641, time 6.710668285522843
Epochs 3, rate 25094.654031884864, time 6.693486017873511
Updated best error: 25060.335373952097. was found in iteration 4, time 6.689469484292204
Epochs 4, rate 25060.335373952097, time 6.689494527701754
Updated best error: 25037.799237097377. was found in iteration 5, time 6.735023486719001
Epochs 5, rate 25037.799237097377, time 6.747923327522585
Epochs 6, rate 25066.266749845683, time 6.73288304626476
Epochs 7, rate 25061.266431562202, time 6.760321990499506
Epochs 8, rate 25054.849027488897, time 6.718031982018147
Epochs 9, rate 25063.03533836026, time 6.710444749711314
Epochs 10, rate 25083.04304044655, time 6.711003434640588
Epochs 11, rate 25076.40017546523, time 6.738206785172224
Epochs 12, rate 25060.939877037035, time 6.753881500044372
Epochs 13, rate 25065.723148884976, time 6.735961533297086
Epochs 14, rate 25057.596403984375, time 6.718383208411979
Epochs 15, rate 25082.736130594938, time 7.31671438831836
Epochs 16, rate 25062.263687522092, time 6.756387079920387
Epochs 17, rate 25071.152081708824, time 6.732231607835274
Epochs 18, rate 25071.637377416915, time 6.707048427488189
Epochs 19, rate 25058.3103029519, time 6.664179637475172
Epochs 20, rate 25066.323050951294, time 6.64949769366649
Epochs 21, rate 25071.6229942215, time 6.644337819190696
Epochs 22, rate 25072.535033360833, time 6.6361189358867705
Epochs 23, rate 25066.43688199121, time 6.637351320066955
Epochs 24, rate 25074.344875825118, time 6.637857135559898
Epochs 25, rate 25062.75797446727, time 6.653147541976068
Epochs 26, rate 25068.74466012617, time 6.620624162693275
Epochs 27, rate 25059.74832093563, time 6.72319154732395
Epochs 28, rate 25072.707225457176, time 6.653535560588352
Epochs 29, rate 25063.18748190943, time 6.643478613084881
Epochs 30, rate 25059.230808503908, time 6.637480556557421
Epochs 31, rate 25058.640523308954, time 6.616949580144137
Epochs 32, rate 25066.71758326737, time 6.621644141501747
Epochs 33, rate 25072.464496555014, time 6.631084278546041
Epochs 34, rate 25069.32119280096, time 6.665004215639783
Epochs 35, rate 25065.548661968893, time 6.654135675431462
Epochs 36, rate 25064.161097060984, time 6.6444178963429295
Epochs 37, rate 25071.128051080803, time 6.6383901587396394
Epochs 38, rate 25070.685633125056, time 6.642004142369842
Epochs 39, rate 25064.683194142384, time 6.640854927100008
Epochs 40, rate 25069.973058520638, time 6.640745478012832
Epochs 41, rate 25062.06429753458, time 6.646400346769951
Epochs 42, rate 25072.093612773882, time 6.627399183955276
Epochs 43, rate 25074.614401092254, time 6.694169610796962
Epochs 44, rate 25064.74582231935, time 6.645319769071648
Epochs 45, rate 25054.862804562643, time 6.662329824466724
Epochs 46, rate 25063.765197088193, time 6.660143007262377
Epochs 47, rate 25065.287193248332, time 6.6366275339678396
Epochs 48, rate 25065.988366448957, time 6.654743210528977
Epochs 49, rate 25068.051785873868, time 6.662386094889371
Epochs 50, rate 25061.0457134641, time 6.643664119968889
Epochs 51, rate 25064.30913689263, time 6.646588327101199
Epochs 52, rate 25056.79315241806, time 6.681877614319092
Epochs 53, rate 25061.57473602432, time 6.651527139212703
Epochs 54, rate 25066.554088048462, time 6.645565874903696
Epochs 55, rate 25054.07476582647, time 6.670922813354991
Epochs 56, rate 25059.897816454788, time 6.654116506368155
Epochs 57, rate 25066.400958116923, time 6.6172553573560435
Epochs 58, rate 25069.472620751167, time 6.637673483724939
Epochs 59, rate 25068.56635590955, time 6.6567126754671335
Epochs 60, rate 25067.299246284663, time 6.664947326877154
Epochs 61, rate 25066.92166580578, time 6.778773434547475
Epochs 62, rate 25064.8249925564, time 6.679905985103687
Epochs 63, rate 25074.88965897231, time 6.672063371603144
Epochs 64, rate 25069.04954718577, time 6.671381633757846
Epochs 65, rate 25062.518909927563, time 6.642486460303189
Epochs 66, rate 25071.32609039945, time 6.7121980990923475
Epochs 67, rate 25062.99935155111, time 6.63684488623403
Epochs 68, rate 25071.066327184388, time 6.679499724967172
Epochs 69, rate 25065.94587567378, time 6.653656449256232
Epochs 70, rate 25063.133129887698, time 6.641742577630794
Epochs 71, rate 25063.19382670966, time 6.6806653266830835
Epochs 72, rate 25070.827758718064, time 6.641464008105686
Epochs 73, rate 25057.085986365393, time 6.650220552255632
Epochs 74, rate 25067.2508512006, time 6.6626931088394485
Epochs 75, rate 25051.13865060497, time 6.647926759411348
Epochs 76, rate 25071.103297593294, time 6.73624566802755
Epochs 77, rate 25058.715260458546, time 6.692572705564089
Epochs 78, rate 25060.794576245447, time 6.658110779157141
Epochs 79, rate 25072.909741743464, time 6.627636323624756
Epochs 80, rate 25068.02732339544, time 6.679495396499988
Epochs 81, rate 25058.157152890624, time 6.649091124389088
Epochs 82, rate 25086.4586904973, time 6.626717755279969
Epochs 83, rate 25077.84702262415, time 6.681565344333649
Epochs 84, rate 25069.08809804765, time 6.668782063701656
Epochs 85, rate 25064.133427673565, time 6.653966864134418
Epochs 86, rate 25074.59059613863, time 6.63127349561546
Epochs 87, rate 25068.838173836397, time 6.633474534988636
Epochs 88, rate 25061.39336044567, time 6.654785567923682
Epochs 89, rate 25063.636136789257, time 6.679009059211239
Epochs 90, rate 25058.95050145571, time 6.652632451150566
Epochs 91, rate 25061.091258533816, time 6.640999313327484
Epochs 92, rate 25060.105830528184, time 6.662431853270391
Epochs 93, rate 25062.02865124503, time 6.664612486900296
Epochs 94, rate 25057.55681082937, time 6.640992511383956
Epochs 95, rate 25054.73267628743, time 6.649594157293905
Epochs 96, rate 25068.624294823956, time 6.644292060838779
Epochs 97, rate 25055.70235202011, time 6.632940893468913
Epochs 98, rate 25065.460413888486, time 6.704177398991305
Epochs 99, rate 25076.650201898025, time 6.652467350009829
