Updated best error: 2094.4909280509146. was found in iteration 0, time 1.677822433412075
Epochs 0, rate 2094.4909280509146, time 1.6859835003851913
Updated best error: 1971.31851894942. was found in iteration 1, time 1.686527963145636
Epochs 1, rate 1971.31851894942, time 1.6944305571960285
Updated best error: 1958.5465687095414. was found in iteration 2, time 1.6955782265577
Epochs 2, rate 1958.5465687095414, time 1.7035284340381622
Epochs 3, rate 1992.8141475938214, time 1.682491023791954
Epochs 4, rate 1993.8106923035184, time 1.7162492606730666
Epochs 5, rate 1993.7550900190947, time 1.6932241439644713
Epochs 6, rate 1993.7184918100604, time 1.6675453510251828
Epochs 7, rate 1993.682944538221, time 1.6629429247695953
Epochs 8, rate 1993.6284153398499, time 1.6842861122568138
Epochs 9, rate 1993.3556160847838, time 1.67647565327934
Epochs 10, rate 1993.644279769696, time 1.6824925696710125
Epochs 11, rate 1993.261509642067, time 1.6661222038965207
Epochs 12, rate 1993.2288543514114, time 1.6741673290671315
Epochs 13, rate 1993.6368560992705, time 1.6767223775095772
Epochs 14, rate 1993.6131601556, time 1.6833814569108654
Epochs 15, rate 1993.5708807368553, time 1.7231618662190158
Epochs 16, rate 1993.4285798749486, time 1.6802677235682495
Epochs 17, rate 1995.7872628017114, time 1.7069791716057807
Epochs 18, rate 1993.59878739246, time 1.680874331126688
Epochs 19, rate 1993.54857522359, time 1.6649708244076464
Epochs 20, rate 1993.2733452310051, time 1.6769746668578591
Epochs 21, rate 1993.674630785008, time 1.6760378570179455
Epochs 22, rate 1993.4929713646386, time 1.683040124218678
Epochs 23, rate 1993.2309915891733, time 1.6699714721471537
Epochs 24, rate 1992.4163603501956, time 1.6894762862066273
Epochs 25, rate 1991.086073904689, time 1.675504524668213
Epochs 26, rate 1991.9193821334934, time 1.7039068681187928
Epochs 27, rate 1997.8752569660426, time 1.6723750232195016
Epochs 28, rate 1993.633539422422, time 1.6946061704074964
Epochs 29, rate 1993.6213012379678, time 1.6700246507825796
Epochs 30, rate 1993.6034519632053, time 1.6737672525341623
Epochs 31, rate 1993.5748881992617, time 1.674060353456298
Epochs 32, rate 1993.5173657722694, time 1.6787920161441434
Epochs 33, rate 1993.281659934106, time 1.6751220712612849
Epochs 34, rate 2002.4314014446516, time 1.682096512435237
Epochs 35, rate 2027.2715600008175, time 1.668731976824347
Epochs 36, rate 2005.1205529732292, time 1.672821167332586
Epochs 37, rate 1987.0854946153288, time 1.6681797846104018
Epochs 38, rate 1993.3851164321256, time 1.676357856427785
Epochs 39, rate 1988.8078902416755, time 1.6753187085851096
Epochs 40, rate 1993.6655819858436, time 1.6834414374898188
Epochs 41, rate 1993.4232225076044, time 1.6881060085434
Epochs 42, rate 1994.7148813302454, time 1.6951373384799808
Epochs 43, rate 1993.578700222846, time 1.695513917482458
Epochs 44, rate 2006.2049716034994, time 1.6839821900939569
Epochs 45, rate 2029.3377327208632, time 1.6779476505762432
Epochs 46, rate 2023.7005317195383, time 1.6795031259243842
