Updated best error: 8767.677147201415. was found in iteration 0, time 8.200661888622562
Epochs 0, rate 8767.677147201415, time 8.21451028806041
Updated best error: 6373.601243926538. was found in iteration 1, time 8.280206629962777
Epochs 1, rate 6373.601243926538, time 8.293119456240674
Epochs 2, rate 6444.884431223595, time 8.114542473500478
Epochs 3, rate 6551.960734948626, time 8.134922570970957
Epochs 4, rate 6421.157099479483, time 8.014129751565633
Epochs 5, rate 6385.299591634929, time 8.195276623257087
Epochs 6, rate 6490.715049587027, time 8.018073937477311
Updated best error: 6230.206967288271. was found in iteration 7, time 7.945700274649425
Epochs 7, rate 6230.206967288271, time 7.958439961163094
Epochs 8, rate 6234.683565438961, time 7.995323989351164
Epochs 9, rate 6332.36297524085, time 7.9693078830168815
Epochs 10, rate 6296.353097030676, time 7.984242734542931
Epochs 11, rate 6271.161495604551, time 7.985966712032678
Epochs 12, rate 6338.151702803351, time 7.953400356971542
Epochs 13, rate 6294.272881174568, time 8.141062231065007
Epochs 14, rate 6415.76687956625, time 8.068367641288205
Epochs 15, rate 6278.784205712578, time 8.203308144584298
Epochs 16, rate 6241.766239083879, time 8.187074744753772
Epochs 17, rate 6353.182175105621, time 8.178170722632785
Epochs 18, rate 6241.324711793263, time 8.194795542018255
Epochs 19, rate 6237.625898407788, time 8.150188552303007
Epochs 20, rate 6231.094773559066, time 7.963313227475737
Epochs 21, rate 6250.635541703759, time 7.9934679927973775
Epochs 22, rate 6373.325671037914, time 8.007064102843287
Epochs 23, rate 6317.396194373941, time 8.183410365061718
Epochs 24, rate 6321.890635582923, time 8.210077909796382
Epochs 25, rate 6233.642766462049, time 8.09901956509566
Epochs 26, rate 6345.870318158486, time 7.9660163722146535
Epochs 27, rate 6364.618607943551, time 7.950307029372198
Epochs 28, rate 6348.766543809378, time 7.936489238592912
Epochs 29, rate 6354.864191491054, time 7.969513177318731
Updated best error: 6215.882521292043. was found in iteration 30, time 7.973694502899889
Epochs 30, rate 6215.882521292043, time 7.9864323343354044
Epochs 31, rate 6238.822411502332, time 8.058775697718374
Epochs 32, rate 6249.798249170034, time 8.207479267279268
Epochs 33, rate 6244.106275507329, time 8.013349385859328
Epochs 34, rate 6348.89239434493, time 7.982988707895856
Epochs 35, rate 6238.625264521518, time 7.996268528673681
Epochs 36, rate 6307.714527899453, time 7.9479597487079445
Epochs 37, rate 6244.937081186483, time 7.977050322762807
Epochs 38, rate 6225.204356626194, time 8.050740775433951
Epochs 39, rate 6248.374673195169, time 8.183905977683025
Epochs 40, rate 6254.317832425071, time 8.256210693798494
Epochs 41, rate 6254.392508292211, time 8.210865386616206
Epochs 42, rate 6250.73502796095, time 8.018785356456647
Epochs 43, rate 6247.78678119347, time 8.069393803642015
Epochs 44, rate 6280.284291132228, time 7.952772416116204
Epochs 45, rate 6263.721954134718, time 8.020288889907533
Epochs 46, rate 6251.1096917684445, time 7.999872309417697
Epochs 47, rate 6248.874326345773, time 8.006132239825092
Epochs 48, rate 6249.881180987884, time 8.15464473728207
Epochs 49, rate 6268.545896384967, time 8.167237564150128
Epochs 50, rate 6245.197702074238, time 8.217069046600955
Epochs 51, rate 6226.99122066568, time 8.06396432578913
Epochs 52, rate 6264.086371469163, time 7.958738936446025
Epochs 53, rate 6233.807552874316, time 7.9175962881417945
Epochs 54, rate 6243.108100382888, time 7.941377345458022
Epochs 55, rate 6242.293757722588, time 7.98418429987214
Epochs 56, rate 6270.715664753055, time 7.957469760047388
Epochs 57, rate 6265.047998364807, time 8.033136479585664
Epochs 58, rate 6247.325239771978, time 8.154596196312923
Epochs 59, rate 6327.796338918131, time 8.207156485281303
Epochs 60, rate 6248.918238661955, time 7.960669444946689
Epochs 61, rate 6248.494294318827, time 7.946160640945891
Epochs 62, rate 6248.098442037804, time 7.948352714156499
Epochs 63, rate 6247.204144157131, time 7.933522983221337
Epochs 64, rate 6244.666441242762, time 7.934344469627831
Epochs 65, rate 6238.942185801937, time 7.968997158954153
Epochs 66, rate 6240.484206645265, time 7.9485589360119775
Epochs 67, rate 6294.317262806608, time 8.135094783210661
Epochs 68, rate 6254.84094819669, time 8.821957586318604
Epochs 69, rate 6231.669266150714, time 8.069704836874735
Epochs 70, rate 6279.853486371918, time 8.328039584695944
Epochs 71, rate 6233.573128509717, time 9.443332124443259
Epochs 72, rate 6247.24447391013, time 9.941431451632525
Epochs 73, rate 6239.141616896931, time 8.987917626276612
Epochs 74, rate 6250.6677708128045, time 8.303379842996947
Epochs 75, rate 6248.734644220903, time 9.509634764734074
Epochs 76, rate 6249.241841247935, time 8.750265970520559
Epochs 77, rate 6238.521280150506, time 9.119591043854598
Epochs 78, rate 6248.983598664672, time 8.326240786103881
Epochs 79, rate 6249.197585581832, time 8.296404474313022
Epochs 80, rate 6249.265129623499, time 8.534163724063546
Epochs 81, rate 6248.682781572482, time 8.361934478351031
Epochs 82, rate 6246.950963344236, time 9.078023893904174
Epochs 83, rate 6354.4370440277, time 9.145533256596536
Epochs 84, rate 6305.168308989844, time 8.567674927602638
Epochs 85, rate 6250.8979754274305, time 8.295243510277942
Epochs 86, rate 6247.185030097122, time 8.269899866456399
Epochs 87, rate 6245.9379080786985, time 8.35610770653875
