Updated best error: 25478.018416069117. was found in iteration 0, time 3.341394535771542
Epochs 0, rate 25478.018416069117, time 3.350917841777118
Updated best error: 24616.98642550437. was found in iteration 1, time 3.368805963180421
Epochs 1, rate 24616.98642550437, time 3.3783867763249873
Epochs 2, rate 24779.45386396536, time 3.3664676486787357
Epochs 3, rate 24879.651182228983, time 3.3616831164908945
Epochs 4, rate 24896.374657998243, time 3.3713906926841446
Epochs 5, rate 24937.36242677951, time 3.3975100645220664
Epochs 6, rate 24952.99822759629, time 3.3727761200661917
Epochs 7, rate 24936.664853247617, time 3.376637137058424
Epochs 8, rate 24961.678384817387, time 3.375584694567806
Epochs 9, rate 24947.50301570513, time 3.3765029537335067
Epochs 10, rate 24961.23014125361, time 3.389340649726364
Epochs 11, rate 24967.304566268074, time 3.395128155898419
Epochs 12, rate 24906.272384697375, time 3.3883107772398944
Epochs 13, rate 24965.82814437928, time 3.3692221169985714
Epochs 14, rate 24972.512209747107, time 3.35052642221126
Epochs 15, rate 24977.795426735567, time 3.3741794797824696
Epochs 16, rate 24976.70644814297, time 3.3851175850959407
Epochs 17, rate 24959.363809400103, time 3.380000686374842
Epochs 18, rate 24958.52961858495, time 3.376583649236636
Epochs 19, rate 24957.24501127957, time 3.4056102234080754
Epochs 20, rate 25000.603499343164, time 3.354625197216592
Epochs 21, rate 24991.341416603904, time 3.380851853878994
Epochs 22, rate 24979.09204308393, time 3.395544000535665
Epochs 23, rate 25016.176942022794, time 3.3918326257789886
Epochs 24, rate 24995.554716704763, time 3.3800956040740857
Epochs 25, rate 25021.12546078649, time 3.4155252581567765
Epochs 26, rate 24987.54826025473, time 3.377884980156523
Epochs 27, rate 24932.599189275294, time 3.3026814095192094
Epochs 28, rate 24956.60329976748, time 3.3277480296856083
Epochs 29, rate 24965.30765151264, time 3.317237517781905
Epochs 30, rate 24968.81313769321, time 3.3124267054499796
Epochs 31, rate 24986.35729806575, time 3.295535374465544
Epochs 32, rate 24937.74850620442, time 3.3021981640376907
Epochs 33, rate 24986.428178006154, time 3.308301031944211
Epochs 34, rate 24993.089091062626, time 3.3003916359884897
Epochs 35, rate 25006.633749537494, time 3.305570370343048
Epochs 36, rate 25000.522444326372, time 3.364197971728572
Epochs 37, rate 25019.2150655793, time 3.375163593898833
Epochs 38, rate 25021.310620757027, time 3.4153125435750553
Epochs 39, rate 25014.007654367986, time 3.374882860121943
Epochs 40, rate 25015.057521367675, time 3.383993722447485
Epochs 41, rate 25014.350608181565, time 3.2931485189910745
Epochs 42, rate 25012.03319761074, time 3.294918564015461
Epochs 43, rate 24996.113591215453, time 3.2981670990520797
Epochs 44, rate 25004.535257752483, time 3.3035545286711567
Epochs 45, rate 25006.274015122726, time 3.329801591091382
Epochs 46, rate 24986.493489605265, time 3.322536831623438
Epochs 47, rate 25000.02289387264, time 3.297380549785885
Epochs 48, rate 25008.670759460965, time 3.3289225975549925
Epochs 49, rate 25009.256270979036, time 3.3251747397735016
Epochs 50, rate 24996.721036716095, time 3.3041169237640133
Epochs 51, rate 25012.736278846955, time 3.3216519636989688
Epochs 52, rate 25012.306289611028, time 3.2949763803335372
