Updated best error: 2179.109875697765. was found in iteration 0, time 6.6334881388320355
Epochs 0, rate 2179.109875697765, time 6.647615107794991
Updated best error: 1835.0636564619701. was found in iteration 1, time 6.679248672313406
Epochs 1, rate 1835.0636564619701, time 6.692571159685031
Epochs 2, rate 1845.6095021769456, time 6.652716238430003
Epochs 3, rate 1842.5886580428864, time 6.641315602595569
Epochs 4, rate 1877.760489389203, time 6.648439685988706
Epochs 5, rate 1875.7640456839188, time 6.651605052102241
Epochs 6, rate 1897.8981257938985, time 6.660587296297308
Epochs 7, rate 1915.828824836388, time 6.648510487793828
Epochs 8, rate 1982.3373649008904, time 6.63270900984935
Epochs 9, rate 1883.6017282170853, time 6.699586103190086
Epochs 10, rate 1840.6702291224437, time 6.654343752321438
Updated best error: 1764.1830275194434. was found in iteration 11, time 6.635921680222964
Epochs 11, rate 1764.1830275194434, time 6.648840999259846
Epochs 12, rate 1827.5948714733427, time 6.664188912807731
Epochs 13, rate 1886.4281078505128, time 6.640943661244819
Epochs 14, rate 1927.1160642378238, time 6.645160542320809
Epochs 15, rate 2192.7685540854454, time 6.658946487747016
Epochs 16, rate 2148.631092174939, time 6.800267500948394
Epochs 17, rate 2085.563696297315, time 6.77452192553028
Epochs 18, rate 2016.1932586889202, time 6.688547824145644
Epochs 19, rate 1910.748825701543, time 6.65940345308627
Epochs 20, rate 2034.5488773722077, time 6.6822616135759745
Epochs 21, rate 2097.5417285729304, time 6.672097999588004
Epochs 22, rate 2028.8445632414225, time 6.6980766953493
Epochs 23, rate 1950.2800158836744, time 6.6602351423643995
Epochs 24, rate 2103.1562439037893, time 6.6778153223131085
Epochs 25, rate 2029.784826034541, time 6.704037959658308
Epochs 26, rate 2140.0444950695232, time 6.684698865094106
Epochs 27, rate 2088.458437392298, time 6.696236157702515
Epochs 28, rate 2021.5718831103218, time 6.680476109642768
Epochs 29, rate 2084.3754870058697, time 6.680731490821927
Epochs 30, rate 1933.929214163785, time 6.6826910620584385
Epochs 31, rate 1896.3681022309302, time 6.679645657073706
Epochs 32, rate 2010.1231499218122, time 6.649510369985364
Epochs 33, rate 2074.0946272045758, time 6.701732108864235
Epochs 34, rate 2046.5378420401435, time 6.6981549174233805
Epochs 35, rate 2111.823876061778, time 6.679827763029607
Epochs 36, rate 2118.271747465878, time 6.685792119111284
Epochs 37, rate 2100.9919806803846, time 6.692132435855456
Epochs 38, rate 2070.937919263606, time 6.626623765099794
Epochs 39, rate 2046.7378258753154, time 6.673126017005416
Epochs 40, rate 1999.8977676042036, time 6.704721861780854
Epochs 41, rate 2124.520165495805, time 6.697137102906709
Epochs 42, rate 2071.370906388051, time 6.820103135643876
Epochs 43, rate 2095.5151648062006, time 6.7064071919739945
Epochs 44, rate 2020.4697227633994, time 6.6846701115282485
Epochs 45, rate 2163.8035406299405, time 6.657559514482273
Epochs 46, rate 2123.9218340848824, time 6.683196259196848
Epochs 47, rate 2071.852663478503, time 6.713835506699979
Epochs 48, rate 2114.9602046089076, time 6.687779516389128
Epochs 49, rate 2146.828620169998, time 6.704365997691639
Epochs 50, rate 2123.44842892978, time 6.63418255301076
Epochs 51, rate 2098.0862977844995, time 6.650494174929918
Epochs 52, rate 2111.0676276548966, time 6.663980835903203
Epochs 53, rate 2066.9845602156947, time 6.672053168746061
Epochs 54, rate 2106.6910858069223, time 6.667644288041629
Epochs 55, rate 2192.745493291383, time 6.691273229720537
Epochs 56, rate 2225.8732515703405, time 6.691798832602217
Epochs 57, rate 2210.711500570424, time 6.704570055298973
Epochs 58, rate 2193.389508289463, time 6.674469705336378
Epochs 59, rate 2153.472341984412, time 6.665856619860278
Epochs 60, rate 2185.103105042941, time 6.706281047285302
Epochs 61, rate 2181.331841478173, time 6.712569422103115
Epochs 62, rate 2141.9731213581495, time 6.676276233381941
Epochs 63, rate 2152.1413074346983, time 6.713203237333801
Epochs 64, rate 2142.411736209142, time 6.651614018264809
Epochs 65, rate 2091.8221050573843, time 6.642837995896116
Epochs 66, rate 2130.1882610410366, time 6.666722937094164
Epochs 67, rate 2033.5138263556144, time 6.701502080308273
Epochs 68, rate 2090.5436724559554, time 6.714015448393184
Epochs 69, rate 2166.7162013249126, time 6.81632466922747
Epochs 70, rate 2147.3235182754197, time 6.776549515969236
Epochs 71, rate 2122.17654000699, time 6.683064240118256
Epochs 72, rate 2151.9526015266597, time 6.658642565598711
Epochs 73, rate 2145.6686336840285, time 6.656790897541214
Epochs 74, rate 2115.8179572319636, time 6.642715561334626
Epochs 75, rate 2113.4547581992133, time 6.682796182634775
Epochs 76, rate 2110.523722236428, time 6.647123205344542
Epochs 77, rate 2058.9166980446926, time 6.680131994347903
Epochs 78, rate 2025.8287698249787, time 6.682019836240215
Epochs 79, rate 2097.8975271609206, time 6.693975446934928
Epochs 80, rate 2150.0689874762516, time 6.651284434337867
Epochs 81, rate 2140.7779285311944, time 6.682320975785842
Epochs 82, rate 2137.6154076822654, time 6.663046808636864
Epochs 83, rate 2113.488448192091, time 6.6565781829704065
Epochs 84, rate 2122.2324005391124, time 6.675763615974574
Epochs 85, rate 2148.1760788811093, time 6.6723731681559
Epochs 86, rate 2155.598084819632, time 6.637923608868732
Epochs 87, rate 2130.2795385197223, time 6.668824111940921
Epochs 88, rate 2077.140202509245, time 6.656466569649638
Epochs 89, rate 1951.8661510532056, time 6.6806272977701155
Epochs 90, rate 1992.0692956454343, time 6.6829869455687
Epochs 91, rate 2130.2703303550397, time 6.667101989529328
Epochs 92, rate 2245.368704186523, time 6.6391822732111905
Epochs 93, rate 2192.1431742984714, time 6.675496795214713
Epochs 94, rate 2182.260905357435, time 6.684074325195979
Epochs 95, rate 2164.337946445197, time 6.6618400862353155
Epochs 96, rate 2158.0383845550086, time 6.6586827587743755
Epochs 97, rate 2153.9136912876997, time 6.675592331273947
Epochs 98, rate 2149.811628286159, time 6.665725837505306
Epochs 99, rate 2154.7375752050953, time 6.700901037940639
