Updated best error: 2145.902221618379. was found in iteration 0, time 6.169791066669859
Epochs 0, rate 2145.902221618379, time 6.183653379121097
Updated best error: 1979.5027781430986. was found in iteration 1, time 6.200615202717017
Epochs 1, rate 1979.5027781430986, time 6.211915355670499
Epochs 2, rate 2008.7039499842701, time 6.176190127269365
Epochs 3, rate 2006.0735370446246, time 6.171043547423324
Epochs 4, rate 2080.2187972976344, time 6.166951883526053
Epochs 5, rate 2115.9578020778704, time 6.206991074956022
Epochs 6, rate 2157.376585745739, time 6.211786428379128
Epochs 7, rate 2208.4787308732743, time 6.1542993852635846
Epochs 8, rate 2204.1682263980347, time 6.255001497949706
Epochs 9, rate 2184.3966652555823, time 6.328293419996044
Epochs 10, rate 2188.1151806747166, time 6.2030116427340545
Epochs 11, rate 2067.9868610307785, time 6.211243202327751
Epochs 12, rate 2040.583390734469, time 7.052208753390005
Epochs 13, rate 2130.6476129942157, time 6.391004028264433
Epochs 14, rate 2111.4439296834485, time 6.2665360079554375
Epochs 15, rate 2000.212780070463, time 6.232181366387522
Epochs 16, rate 2002.1422422314834, time 6.279264564072946
Epochs 17, rate 2072.376898847824, time 6.257981975533767
Epochs 18, rate 1995.370883335904, time 6.29575179918902
Epochs 19, rate 2092.8992707758007, time 6.273097387107555
Epochs 20, rate 2081.3896022705508, time 6.311239770438988
Epochs 21, rate 2070.3304020868054, time 6.29251965059666
Epochs 22, rate 2020.6874872236135, time 6.163865667040227
Updated best error: 1889.5875744418086. was found in iteration 23, time 6.21774243665277
Epochs 23, rate 1889.5875744418086, time 6.230828402709449
Epochs 24, rate 1906.1224720803227, time 6.132038247800665
Epochs 25, rate 2073.43067829902, time 6.196989470307017
Epochs 26, rate 1902.484572527702, time 6.315592380735325
Epochs 27, rate 2170.776596964925, time 6.268774148746161
Epochs 28, rate 1982.4138711140533, time 6.448579496354796
Epochs 29, rate 2117.967411400438, time 6.402221321477555
Epochs 30, rate 2109.513729820438, time 6.215439986815909
Epochs 31, rate 2133.5693496870167, time 6.514328398538055
Epochs 32, rate 2112.144870036324, time 6.2775115238328
Epochs 33, rate 2102.1903298351676, time 6.7208829139126465
Epochs 34, rate 2096.4354401002784, time 6.631469514570199
Epochs 35, rate 2087.7837040754503, time 6.570583366643405
Epochs 36, rate 2106.2306262432576, time 6.52363620736287
Epochs 37, rate 2090.2727233339774, time 6.31273619280546
Epochs 38, rate 2056.5398535271065, time 6.2613207905960735
Epochs 39, rate 1993.9824750185674, time 6.367977365676779
Epochs 40, rate 2040.1870760349323, time 6.882202807901194
Epochs 41, rate 2067.3026546714, time 7.357459742692299
Epochs 42, rate 2058.890113976079, time 7.227304699103115
Epochs 43, rate 2057.7672566089727, time 7.230913735867944
Epochs 44, rate 2056.2580058704716, time 7.091081106424099
Epochs 45, rate 2073.5211911870174, time 7.3072850724856835
Epochs 46, rate 2081.531478655188, time 7.180964456580114
Epochs 47, rate 2177.147365187661, time 7.068851814314257
Epochs 48, rate 2183.101414808437, time 7.148597830615472
Epochs 49, rate 2183.033485399367, time 7.172118250775384
Epochs 50, rate 2182.633186521272, time 7.041517681413097
Epochs 51, rate 2182.0940226544835, time 7.078002251451835
Epochs 52, rate 2182.167502992034, time 6.775941362517187
Epochs 53, rate 2181.718370793701, time 6.176000910199946
Epochs 54, rate 2181.2936121365074, time 6.146290743112331
Epochs 55, rate 2179.0294079786004, time 6.148447260842659
Epochs 56, rate 2180.9321999759686, time 6.193785147770541
Epochs 57, rate 2180.6124632767155, time 6.2005558405362535
Epochs 58, rate 2180.531314752404, time 6.120946790149901
Epochs 59, rate 2175.925042214957, time 6.195877047255635
Epochs 60, rate 2149.6605601044334, time 6.292327650968218
Epochs 61, rate 2147.53245646018, time 6.569287910097046
Epochs 62, rate 2146.2954556919935, time 6.227779287582962
Epochs 63, rate 2148.7172596284972, time 6.1780915730050765
Epochs 64, rate 2147.0987111014833, time 6.218207131430972
Epochs 65, rate 2146.883593009086, time 6.200839666067623
Epochs 66, rate 2146.5684369714795, time 6.2339541940018535
Epochs 67, rate 2145.7829420132975, time 6.2003224109939765
Epochs 68, rate 2114.863499429984, time 6.239264947449556
Epochs 69, rate 2114.058404535646, time 6.258278786583105
Epochs 70, rate 2116.9568127203383, time 6.2008427578548435
Epochs 71, rate 2117.0289918408057, time 6.204599891003454
Epochs 72, rate 2113.387362991931, time 6.23627426699386
Epochs 73, rate 2114.3742986526013, time 6.137529561296105
Epochs 74, rate 2113.8725362906594, time 6.247754052456003
Epochs 75, rate 2113.7468367006377, time 6.178896672965493
Epochs 76, rate 2113.6184217216546, time 6.172859969199635
Epochs 77, rate 2113.4812768462457, time 6.18521998487995
Epochs 78, rate 2113.319483402516, time 6.22185388795333
Epochs 79, rate 2113.061712804265, time 6.158573773485841
Epochs 80, rate 2109.3527226137503, time 6.142711387452437
Epochs 81, rate 2119.0726596001305, time 6.167520152986981
Epochs 82, rate 2081.3251853463457, time 6.15552249411121
Epochs 83, rate 2080.64488479954, time 6.150426928681554
Epochs 84, rate 2079.6971392230525, time 6.681158775027143
Epochs 85, rate 2059.96541521307, time 6.276059932337375
Epochs 86, rate 2060.539939299501, time 6.810949915932724
Epochs 87, rate 2087.919812351333, time 6.939871338603552
Epochs 88, rate 2144.445395362621, time 6.770586396596627
Epochs 89, rate 2148.396499347629, time 6.741563841729658
Epochs 90, rate 2144.3668651761136, time 6.568153535423335
Epochs 91, rate 2144.1232483596837, time 6.421288648416521
Epochs 92, rate 2143.80040084177, time 6.702972840867005
Epochs 93, rate 2148.1157543981876, time 6.925225568673341
Epochs 94, rate 2145.4967113742323, time 6.503132747806376
Epochs 95, rate 2144.424318746826, time 6.174216024635825
Epochs 96, rate 2143.894548180685, time 6.1830990226590075
Epochs 97, rate 2143.8078169682535, time 6.185564100218471
Epochs 98, rate 2143.7398178273834, time 6.311527615325758
Epochs 99, rate 2144.326367637136, time 7.25116645192611
