Updated best error: 2096.490286370662. was found in iteration 0, time 2.472190814849455
Epochs 0, rate 2096.490286370662, time 2.4811140060483012
Updated best error: 1974.6899727042978. was found in iteration 1, time 2.5228273972752504
Epochs 1, rate 1974.6899727042978, time 2.5324416016519535
Updated best error: 1962.3188818685865. was found in iteration 2, time 2.4966056874545757
Epochs 2, rate 1962.3188818685865, time 2.506009032309521
Epochs 3, rate 1983.7382672428807, time 2.5178718895476777
Epochs 4, rate 1989.462114528751, time 2.473158542532474
Epochs 5, rate 1995.9508770953937, time 2.5260697487392463
Epochs 6, rate 2121.4276505043777, time 2.475868180015823
Epochs 7, rate 2152.832706201547, time 2.486443928501103
Epochs 8, rate 2136.1446488186234, time 2.4819435310782865
Epochs 9, rate 2050.2379312416642, time 2.512150238326285
Epochs 10, rate 2063.650616095543, time 2.482076477695955
Epochs 11, rate 2087.5232782883345, time 2.5268442400556523
Epochs 12, rate 2086.7556597413422, time 2.4814469909470063
Epochs 13, rate 2087.807630433965, time 2.5427721718733665
Epochs 14, rate 2084.418281304616, time 2.51508248411119
Epochs 15, rate 2088.4380612392747, time 2.476595057902159
Epochs 16, rate 2095.174854767184, time 2.483046060457127
Epochs 17, rate 2120.1280412300607, time 2.5079720045323484
Epochs 18, rate 2118.064817401142, time 2.50665181374643
Epochs 19, rate 2090.763828829209, time 2.5243349500233307
Epochs 20, rate 2087.9545207301276, time 2.4679377599677537
Epochs 21, rate 2087.863018838834, time 2.524520766106434
Epochs 22, rate 2087.0315219112413, time 2.477358418807853
Epochs 23, rate 2087.774613123175, time 2.4977552118944004
Epochs 24, rate 2126.948095141283, time 2.4753317559079733
Epochs 25, rate 2120.2351006269223, time 2.4962643547623884
Epochs 26, rate 2121.2838600467435, time 2.462537344865268
Epochs 27, rate 2120.2280456479807, time 2.502954042836791
Epochs 28, rate 2120.2039329402655, time 2.5037511041446123
Epochs 29, rate 2120.1358141229766, time 2.5167671959497966
Epochs 30, rate 2119.4624125455525, time 2.506362732150592
Epochs 31, rate 2120.2242240439086, time 2.538637223013211
Epochs 32, rate 2120.2183389637103, time 2.4848924724501558
Epochs 33, rate 2120.1953495186503, time 2.50448602065444
Epochs 34, rate 2120.1332986656676, time 2.4952790039242245
Epochs 35, rate 2120.2661508020537, time 2.484958327404456
Epochs 36, rate 2121.8546902615326, time 2.451152167894179
Epochs 37, rate 2120.2389135951057, time 2.4697742782882415
Epochs 38, rate 2120.2309841916713, time 2.4643630419741385
Epochs 39, rate 2120.2182352391387, time 2.480627050419571
Epochs 40, rate 2120.195168915397, time 2.507467734947568
Epochs 41, rate 2120.135301380481, time 2.4553739958209917
Epochs 42, rate 2118.1676052726516, time 2.4775896841019858
Epochs 43, rate 2120.6821816721863, time 2.4540439113334287
Epochs 44, rate 2120.252135478985, time 2.5036515487881843
Epochs 45, rate 2120.2489746672823, time 2.4710310875670984
Epochs 46, rate 2120.245213225667, time 2.460663415986346
Epochs 47, rate 2120.240598442449, time 2.4699699880729895
Epochs 48, rate 2120.2347119097435, time 2.4596329251362476
Epochs 49, rate 2120.22679997625, time 2.4691917866293807
Epochs 50, rate 2120.215333876223, time 2.4632500005536713
Epochs 51, rate 2120.1965941487897, time 2.500515245425049
Epochs 52, rate 2120.158114388686, time 2.4643392352445517
Epochs 53, rate 2120.0062034461, time 2.476563521748176
Epochs 54, rate 2119.950731019697, time 2.479933563794475
